,STR_ESID,Name,wikiQLabel,wikiQ,instance
336,10026771,Theatergässlein,Theater,http://www.wikidata.org/entity/Q11635,Einzelwissenschaft
337,10063835,Schützengraben,Schützen,http://www.wikidata.org/entity/Q2259999,Wikimedia-Begriffsklärungsseite
338,10025105,Riburgstrasse,Riburg,http://www.wikidata.org/entity/Q2148569,Siedlung
339,10108261,Lothringerstrasse,Lothringer,http://www.wikidata.org/entity/Q37563448,Familienname
340,10026824,Grimselstrasse,Grimsel,http://www.wikidata.org/entity/Q83353111,Familienname
341,10055448,Fischerweg,Fischer,http://www.wikidata.org/entity/Q223999,Wikimedia-Begriffsklärungsseite
342,10188091,Baiergasse,Baier,http://www.wikidata.org/entity/Q632945,Familienname
343,10025145,Am Hang,Am Hang,http://www.wikidata.org/entity/Q106284382,Innerortsstraße
344,10025346,Schanzenstrasse,Schanzen,http://www.wikidata.org/entity/Q54459257,Wikimedia-Begriffsklärungsseite
345,10120301,Schifflände,Schifflände,http://www.wikidata.org/entity/Q2235049,Wikimedia-Begriffsklärungsseite
346,10055760,Bäumlihofstrasse,Bäumlihof,http://www.wikidata.org/entity/Q1019311,Bauernhaus
347,10180307,Klostergasse,Kloster,http://www.wikidata.org/entity/Q340437,Wikimedia-Begriffsklärungsseite
348,10104859,Teichgässlein,Teich,http://www.wikidata.org/entity/Q2400435,Wikimedia-Begriffsklärungsseite
349,10087577,Bärschwilerstrasse,Bärschwiler,,
350,10026770,Spiegelgasse,Spiegel,http://www.wikidata.org/entity/Q438454,Wikimedia-Begriffsklärungsseite
351,10025052,Belforterstrasse,Belforter,,
352,10181182,Trillengässlein,Trillen,,
353,10025106,Rosengartenweg,Rosengarten,http://www.wikidata.org/entity/Q83131,Gemeinde in Deutschland
354,10087581,Pfeffingerstrasse,Pfeffinger,http://www.wikidata.org/entity/Q60162385,Familienname
355,10025956,Steinenberg,Steinenberg,http://www.wikidata.org/entity/Q2340471,Wikimedia-Begriffsklärungsseite
356,10063541,Lyon-Strasse,Lyon,http://www.wikidata.org/entity/Q456,Gemeinde in Frankreich
357,10026797,Blauensteinerstrasse,Blauensteiner,http://www.wikidata.org/entity/Q882573,Wikimedia-Begriffsklärungsseite
358,10087391,Webergässchen,Weber,http://www.wikidata.org/entity/Q170804,abgeleitete SI-Einheit
359,10089308,Predigerhofstrasse,Predigerhof,http://www.wikidata.org/entity/Q24175854,Park
360,10103018,Rührbergerstrasse,Rührberger,,
361,10025961,Vogesenstrasse,Vogesen,http://www.wikidata.org/entity/Q187843,Gebirgssystem
362,10063842,Stöberstrasse,Stöber,http://www.wikidata.org/entity/Q2360427,Wikimedia-Begriffsklärungsseite
363,10026782,Karl Jaspers-Allee,Karl Jaspers,http://www.wikidata.org/entity/Q76509,Mensch
364,10025919,Ingelsteinweg,Ingelstein,,
365,10026584,Kohlistieg,Kohlistieg,,
366,10025146,An der Auhalde,An der Auhalde,,
367,10179486,Brünnlirain,Brünnli,,
368,10055759,Allmendstrasse,Allmend,http://www.wikidata.org/entity/Q637939,Wikimedia-Begriffsklärungsseite
369,10025143,Talweg,Tal,http://www.wikidata.org/entity/Q453841,Mensch
370,10025045,Schöllenenstrasse,Schöllenen,http://www.wikidata.org/entity/Q668632,Schlucht
371,10155187,Peter Merian-Weg,Peter Merian,http://www.wikidata.org/entity/Q2077023,Mensch
372,10025916,Heuberg,Heuberg,http://www.wikidata.org/entity/Q759812,Ortsteil
373,10108254,Singerstrasse,Singer,http://www.wikidata.org/entity/Q227490,Wikimedia-Begriffsklärungsseite
374,10026571,Haselrain,Hasel,http://www.wikidata.org/entity/Q61997,Gemeinde in Deutschland
375,10179478,Klingnaustrasse,Klingnau,http://www.wikidata.org/entity/Q67135,politische Gemeinde
376,10058923,Tellplatz,Tell,http://www.wikidata.org/entity/Q365335,Wikimedia-Begriffsklärungsseite
377,10025049,Weiherweg,Weiher,http://www.wikidata.org/entity/Q385495,Wikimedia-Begriffsklärungsseite
378,10110168,Klybeckstrasse,Klybeck,http://www.wikidata.org/entity/Q809909,Basler Quartiere
379,10026765,Paulusgasse,Paulus,http://www.wikidata.org/entity/Q347624,Wikimedia-Begriffsklärungsseite
380,10026504,Hafenstrasse,Hafen,http://www.wikidata.org/entity/Q1310923,Wikimedia-Begriffsklärungsseite
381,10025626,Barfüssergasse,Barfüsser,,
382,10181196,Itelpfad,Itelpfad,,
383,10087607,Julia Gauss-Strasse,Julia Gauss,http://www.wikidata.org/entity/Q1711843,Mensch
384,10108258,Schönmattstrasse,Schönmatt,,
385,10025955,Spalenvorstadt,Spalenvorstadt,,
386,10025936,Nauenstrasse,Nauen,http://www.wikidata.org/entity/Q581994,Stadt in Deutschland
387,10058918,Aeschenplatz,Aeschen,,
388,10089311,Chrischonarain,Chrischona,http://www.wikidata.org/entity/Q1077913,Wikimedia-Begriffsklärungsseite
389,10025923,Landskronstrasse,Landskron,http://www.wikidata.org/entity/Q237067,Wikimedia-Begriffsklärungsseite
390,10222810,Nollenbrunnenweg,Nollenbrunnen,,
391,10026574,Holzmühleweg,Holzmühle,http://www.wikidata.org/entity/Q1557952,Ortsteil
392,10055737,Kaufhausgasse,Kaufhaus,http://www.wikidata.org/entity/Q19362637,Warenhaus
393,10222555,Elsässerrheinweg,Elsässerrhein,,
394,10087618,Rheinweilerweg,Rheinweiler,http://www.wikidata.org/entity/Q112161328,Ortsteil
395,10064894,Auf der Lyss,Auf der Lyss,,
396,10181180,Spalengraben,Spalen,,
397,10108262,Matthäusstrasse,Matthäus,http://www.wikidata.org/entity/Q43600,menschliche Bibelfigur
398,10026807,Mönchsbergerstrasse,Mönchsberger,,
399,10025937,Oberer Rheinweg,Oberer Rhein,,
400,10025062,Michelbacherstrasse,Michelbacher,http://www.wikidata.org/entity/Q106120049,Familienname
401,10110170,Rittergasse,Ritter,http://www.wikidata.org/entity/Q102083,Beruf
402,10128631,Untere Rebgasse,Untere Reb,,
403,10026826,Herrengrabenweg,Herrengraben,http://www.wikidata.org/entity/Q23669352,Wikimedia-Begriffsklärungsseite
404,10024813,Tiefweg,Tief,http://www.wikidata.org/entity/Q1451403,Wikimedia-Begriffsklärungsseite
405,10115145,Vierjuchartenweg,Vierjucharten,,
406,10025342,Fahnengässlein,Fahnen,,
407,10025927,Lichtstrasse,Licht,http://www.wikidata.org/entity/Q1297389,Album
408,10045928,Landhausweg,Landhaus,http://www.wikidata.org/entity/Q41254411,Haus
409,10119840,Grosspeteranlage,Grosspeter,http://www.wikidata.org/entity/Q83353567,Familienname
410,10055730,Schlachthofstrasse,Schlachthof,http://www.wikidata.org/entity/Q385557,Anlage
411,10025947,St. Alban-Anlage,St. Alban-Anlage,,
412,10087381,Krämergässchen,Krämer,http://www.wikidata.org/entity/Q1751814,Familienname
413,10068248,Erasmusplatz,Erasmus,http://www.wikidata.org/entity/Q224321,Wikimedia-Begriffsklärungsseite
414,10104962,Hebelplatz,Hebel,http://www.wikidata.org/entity/Q415712,Wikimedia-Begriffsklärungsseite
415,10055753,Jungstrasse,Jung,http://www.wikidata.org/entity/Q351881,Wikimedia-Begriffsklärungsseite
416,10064903,Bättwilerstrasse,Bättwiler,,
417,10175153,Amerbachstrasse,Amerbach,http://www.wikidata.org/entity/Q462970,Wikimedia-Begriffsklärungsseite
418,10025134,Zur Gempenfluh,Zur Gempenfluh,,
419,10118093,Wildensteinerstrasse,Wildensteiner,,
420,10055750,Therwilerstrasse,Therwiler,,
421,10055731,Schweizergasse,Schweizer,http://www.wikidata.org/entity/Q124216,Nation
422,10026799,Dachsfelderstrasse,Dachsfelder,,
423,10025960,Utengasse,Uten,,
424,10024808,Spitalweg,Spital,http://www.wikidata.org/entity/Q346843,Wikimedia-Begriffsklärungsseite
425,10087625,Im Heimatland,Im Heimatland,,
426,10222614,Lampiweg,Lampi,http://www.wikidata.org/entity/Q404543,Wikimedia-Begriffsklärungsseite
427,10155184,Bordeaux-Strasse,Bordeaux,http://www.wikidata.org/entity/Q1479,Organisation
428,10181198,Airolostrasse,Airolo,http://www.wikidata.org/entity/Q69265,politische Gemeinde
429,10025924,Lange Gasse,Lange Gasse,http://www.wikidata.org/entity/Q21858213,Toponym
430,10175155,Froburgstrasse,Froburg,,
431,10089618,Stänzlergasse,Stänzler,,
432,10063524,Greifengasse,Greifen,http://www.wikidata.org/entity/Q655723,Adelsgeschlecht
433,10181507,Arabienstrasse,Arabien,http://www.wikidata.org/entity/Q623879,Wikimedia-Begriffsklärungsseite
434,10122072,Lettackerweg,Lettacker,,
435,10186615,Ahornstrasse,Ahorn,http://www.wikidata.org/entity/Q61871,Gemeinde in Deutschland
436,10088558,Altkircherstrasse,Altkircher,,
437,10103021,Cagliostrostrasse,Cagliostro,http://www.wikidata.org/entity/Q532257,Wikimedia-Begriffsklärungsseite
438,10063831,Schafgässlein,Schaf,http://www.wikidata.org/entity/Q153192,Wikimedia-Begriffsklärungsseite
439,10241658,Konzertgasse,Konzert,http://www.wikidata.org/entity/Q182832,Veranstaltungsform
440,10110174,Hechtweg,Hecht,http://www.wikidata.org/entity/Q165278,Taxon
441,10161974,Der krumme Weg,Der krumme Weg,,
442,10179466,Beinwilerstrasse,Beinwiler,,
443,10190078,Kohlenstrasse,Kohlen,http://www.wikidata.org/entity/Q1778516,Wikimedia-Begriffsklärungsseite
444,10025948,St. Johanns-Vorstadt,St. Johanns-Vorstadt,,
445,10222685,Inzlingerweg,Inzlinger,,
446,10045934,Mühlestiegstrasse,Mühlestieg,,
447,10055758,Wiesenstrasse,Wiesen,http://www.wikidata.org/entity/Q288569,Gemeinde in Deutschland
448,10087573,St. Alban-Rheinweg,St. Alban-Rhein,,
449,10088579,Neuweilerplatz,Neuweiler,http://www.wikidata.org/entity/Q553808,Gemeinde in Deutschland
450,10025341,Wiesendamm,Wiesendamm,http://www.wikidata.org/entity/Q82965351,Innerortsstraße
451,10121428,Weizenstrasse,Weizen,http://www.wikidata.org/entity/Q2556731,Wikimedia-Begriffsklärungsseite
452,10026272,Eulenweg,Eulen,http://www.wikidata.org/entity/Q25222,Taxon
453,10110184,Friedhofgasse,Friedhof,http://www.wikidata.org/entity/Q105621769,Friedhof
454,10024890,Fischmarkt,Fischmarkt,http://www.wikidata.org/entity/Q119584,Platz
455,10026273,Gatternweg,Gattern,http://www.wikidata.org/entity/Q1495840,Wikimedia-Begriffsklärungsseite
456,10086300,Im finstern Boden,Im finstern Boden,,
457,10087638,Zeglingerweg,Zeglinger,,
458,10063871,Schnitterweg,Schnitter,http://www.wikidata.org/entity/Q2248045,Handwerk
459,10087580,Hechtliacker,Hechtliacker,,
460,10063852,Bückenweg,Bücken,http://www.wikidata.org/entity/Q514640,Gemeinde in Deutschland
461,10025138,Girenhaldenweg,Girenhalden,,
462,10129794,Delsbergerallee,Delsberger,,
463,10025044,Rütimeyerplatz,Rütimeyer,http://www.wikidata.org/entity/Q1804884,Wikimedia-Begriffsklärungsseite
464,10026813,Winkelriedplatz,Winkelried,http://www.wikidata.org/entity/Q2584546,Familie
465,10063819,Nonnenweg,Nonnen,http://www.wikidata.org/entity/Q994985,Wikimedia-Begriffsklärungsseite
466,10026481,Beckenstrasse,Becken,http://www.wikidata.org/entity/Q190172,Instrumentenfamilie
467,10086288,Auf dem Rücken,Auf dem Rücken,,
468,10026806,Mailand-Strasse,Mailand,http://www.wikidata.org/entity/Q490,Stadt
469,10055732,Sempacherstrasse,Sempacher,,
470,10063824,Prattelerstrasse,Pratteler,,
471,10064906,Dorfstrasse,Dorf,http://www.wikidata.org/entity/Q532,Klassifikation einer menschlichen Siedlung
472,10120306,Kraftstrasse,Kraft,http://www.wikidata.org/entity/Q233658,Wikimedia-Begriffsklärungsseite
473,10181200,Passwangstrasse,Passwang,http://www.wikidata.org/entity/Q358710,Berg
474,10026594,Rheintalweg,Rheintal,http://www.wikidata.org/entity/Q1159629,Wikimedia-Begriffsklärungsseite
475,10025920,Isteinerstrasse,Isteiner,,
476,10025050,Wielandplatz,Wieland,http://www.wikidata.org/entity/Q1464732,Wikimedia-Begriffsklärungsseite
477,10088570,Imbergässlein,Imber,http://www.wikidata.org/entity/Q1386539,Wikimedia-Begriffsklärungsseite
478,10024806,Schützenrainweg,Schützenrain,http://www.wikidata.org/entity/Q27327629,Innerortsstraße
479,10145263,Bollwerk-Promenade,Bollwerk,http://www.wikidata.org/entity/Q891474,Wikimedia-Begriffsklärungsseite
480,10155186,Am Umschlagbahnhof,Am Umschlagbahnhof,,
481,10025125,Im tiefen Boden,Im tiefen Boden,,
482,10055762,Schwörstadterstrasse,Schwörstadter,,
483,10055201,Gehrhalde,Gehrhalde,,
484,10087587,Föhrenstrasse,Föhren,http://www.wikidata.org/entity/Q543244,Gemeinde in Deutschland
485,10086296,Helvetierstrasse,Helvetier,http://www.wikidata.org/entity/Q48616,Civitas
486,10025060,Kembserweg,Kembser,,
487,10179465,Peter Merian-Strasse,Peter Merian,http://www.wikidata.org/entity/Q2077023,Mensch
488,10063855,Am Ausserberg,Am Ausserberg,,
489,10074950,Rudolf Wackernagel-Strasse,Rudolf Wackernagel,http://www.wikidata.org/entity/Q1766733,Mensch
490,10089613,Rosshofgasse,Rosshof,http://www.wikidata.org/entity/Q29685266,Bauwerk
491,10116681,Rütlistrasse,Rütli,http://www.wikidata.org/entity/Q688537,Kulturlandschaft
492,10110173,Leonhardskirchplatz,Leonhardskirch,,
493,10104855,Lachenstrasse,Lachen,http://www.wikidata.org/entity/Q170579,Mimik
494,10024892,Heumattstrasse,Heumatt,,
495,10064898,Bergalingerstrasse,Bergalinger,,
496,10181186,Buchenstrasse,Buchen,http://www.wikidata.org/entity/Q25403,Taxon
497,10026488,Pestalozzistrasse,Pestalozzi,http://www.wikidata.org/entity/Q415722,Wikimedia-Begriffsklärungsseite
498,10088578,Müllheimerstrasse,Müllheimer,,
499,10026263,Auhaldenweg,Auhalden,,
500,10180306,Helvetiaplatz,Helvetia,http://www.wikidata.org/entity/Q15317,nationale Personifikation
501,10013412,Vogesenplatz,Vogesen,http://www.wikidata.org/entity/Q187843,Gebirgssystem
502,10055736,Hermann Kinkelin-Strasse,Hermann Kinkelin,http://www.wikidata.org/entity/Q198530,Mensch
503,10121155,Im Grenzacherhof,Im Grenzacherhof,,
504,10025946,Rümelinsplatz,Rümelins,,
505,10025933,Missionsstrasse,Missions,http://www.wikidata.org/entity/Q30742654,Fernsehserie
506,10025124,Hohe Winde-Strasse,Hohe Winde,http://www.wikidata.org/entity/Q1623566,Berg
507,10181183,St. Alban-Kirchrain,St. Alban-Kirch,,
508,10187816,Rämelstrasse,Rämel,http://www.wikidata.org/entity/Q104372590,Innerortsstraße
509,10055769,Habermarkweg,Habermark,,
510,10063862,Gänshaldenweg,Gänshalden,,
511,10024815,Waltersgrabenweg,Waltersgraben,,
512,10063545,Messeplatz,Messe,http://www.wikidata.org/entity/Q217295,Musikgenre
513,10089600,Totengässlein,Toten,http://www.wikidata.org/entity/Q36988183,Familienname
514,10087610,Schönbeinstrasse,Schönbein,http://www.wikidata.org/entity/Q7433325,Wikimedia-Begriffsklärungsseite
515,10181185,Pruntruterstrasse,Pruntruter,,
516,10175158,Martinsgasse,Martins,http://www.wikidata.org/entity/Q451665,Wikimedia-Begriffsklärungsseite
517,10181187,Kahlstrasse,Kahl,http://www.wikidata.org/entity/Q359432,Familienname
518,10122246,Auberg,Auberg,http://www.wikidata.org/entity/Q594165,Gemeinde in Österreich
519,10026816,Blauenstrasse,Blauen,http://www.wikidata.org/entity/Q25630,Berg
520,10087632,Riehenteichstrasse,Riehenteich,http://www.wikidata.org/entity/Q15059351,Fluss
521,10024818,Wettsteinanlage,Wettstein,http://www.wikidata.org/entity/Q809916,Basler Quartiere
522,10026776,Birsfelderstrasse,Birsfelder,,
523,10063546,Nadelberg,Nadelberg,http://www.wikidata.org/entity/Q17038179,Innerortsstraße
524,10115144,Rastatterstrasse,Rastatter,http://www.wikidata.org/entity/Q37494550,Familienname
525,10132473,Klingental,Klingental,,
526,10025623,Allschwilerplatz,Allschwiler,,
527,10026506,Hochbergerplatz,Hochberger,http://www.wikidata.org/entity/Q36958040,Familienname
528,10025917,Hochstrasse,Hoch,http://www.wikidata.org/entity/Q934192,Wikimedia-Begriffsklärungsseite
529,10104854,Kaltbrunnenstrasse,Kaltbrunnen,,
530,10087600,Muespacherstrasse,Muespacher,,
531,10025338,Webergasse,Weber,http://www.wikidata.org/entity/Q170804,abgeleitete SI-Einheit
532,10087572,St. Alban-Berg,St. Alban-Berg,,
533,10025039,Oberwilerstrasse,Oberwiler,,
534,10222676,Vogelsangweglein,Vogelsangweglein,,
535,10026822,Fröschgasse,Frösch,http://www.wikidata.org/entity/Q77404175,Familienname
536,10175154,Clarahofweg,Clarahof,,
537,10063864,Hungerbachhalde,Hungerbachhalde,,
538,10026573,Hohlweg,Hohl,http://www.wikidata.org/entity/Q1485624,Ortsteil
539,10222811,Buchholzweg,Buchholz,http://www.wikidata.org/entity/Q20224,Gemeinde in Deutschland
540,10118097,Ryffstrasse,Ryff,http://www.wikidata.org/entity/Q2178222,Wikimedia-Begriffsklärungsseite
541,10128931,Gstaltenrainweg,Gstaltenrain,,
542,10026796,Arlesheimerstrasse,Arlesheimer,,
543,10025108,Schopfheimerstrasse,Schopfheimer,,
544,10026820,Eichenstrasse,Eichen,http://www.wikidata.org/entity/Q12004,Taxon
545,10138154,Baselstrasse,Basel,http://www.wikidata.org/entity/Q78,politische Gemeinde
546,10110192,Martinsrain,Martins,http://www.wikidata.org/entity/Q451665,Wikimedia-Begriffsklärungsseite
547,10087633,Rümmingerstrasse,Rümminger,,
548,10055449,Gasstrasse,Gas,http://www.wikidata.org/entity/Q11432,fundamentale Aggregatzustände
549,10025115,Arbedostrasse,Arbedo,http://www.wikidata.org/entity/Q626957,politische Gemeinde
550,10055742,Liesbergerstrasse,Liesberger,http://www.wikidata.org/entity/Q106404062,Familienname
551,10145761,Jakobsbergerstrasse,Jakobsberger,,
552,10063861,Esterliweg,Esterli,,
553,10181199,Fäschengasse,Fäschen,,
554,10187813,Marschalkenstrasse,Marschalken,,
555,10211853,Wolfschlucht-Promenade,Wolfschlucht,http://www.wikidata.org/entity/Q1431209,ehemalige Entität
556,10026592,Pfaffenlohweg,Pfaffenloh,http://www.wikidata.org/entity/Q66626391,Ortsteil
557,10089312,Hohe Strasse,Hohe Strasse,,
558,10104857,Marktplatz,Markt,http://www.wikidata.org/entity/Q246079,Wikimedia-Begriffsklärungsseite
559,10025136,Brohegasse,Brohe,,
560,10235312,Im Westfeld,Im Westfeld,,
561,10159650,Erdbeergraben,Erdbeer,,
562,10025632,Colmarerstrasse,Colmarer,,
563,10026772,Wallstrasse,Wall,http://www.wikidata.org/entity/Q1182629,Borough in Pennsylvania
564,10068249,Erikastrasse,Erika,http://www.wikidata.org/entity/Q700867,musikalisches Werk/Komposition
565,10222480,Rotengrabenweg,Rotengraben,http://www.wikidata.org/entity/Q22218667,Wikimedia-Begriffsklärungsseite
566,10089313,Lenzenweg,Lenzen,http://www.wikidata.org/entity/Q1687094,Wikimedia-Begriffsklärungsseite
567,10110193,Rüdinstrasse,Rüdin,,
568,10025928,Lindenweg,Linden,http://www.wikidata.org/entity/Q67608,politische Gemeinde
569,10122638,Rosentalstrasse,Rosental,http://www.wikidata.org/entity/Q768480,Tal
570,10087639,Amselstrasse,Amsel,http://www.wikidata.org/entity/Q25234,Taxon
571,10238003,St. Johanns-Park,St. Johanns,,
572,10088575,Marktgasse,Markt,http://www.wikidata.org/entity/Q246079,Wikimedia-Begriffsklärungsseite
573,10120312,Gotenstrasse,Goten,http://www.wikidata.org/entity/Q42193,historische Ethnie
574,10088584,Riehenstrasse,Riehen,http://www.wikidata.org/entity/Q5262,politische Gemeinde
575,10222768,Prag-Strasse,Prag,http://www.wikidata.org/entity/Q1085,Hauptstadt
576,10024805,Schützengasse,Schützen,http://www.wikidata.org/entity/Q2259999,Wikimedia-Begriffsklärungsseite
577,10026486,Lenzgasse,Lenz,http://www.wikidata.org/entity/Q233772,Wikimedia-Begriffsklärungsseite
578,10055744,Tellstrasse,Tell,http://www.wikidata.org/entity/Q365335,Wikimedia-Begriffsklärungsseite
579,10026829,Kluserstrasse,Kluser,http://www.wikidata.org/entity/Q99364233,Familie
580,10026507,Holderstrasse,Holder,http://www.wikidata.org/entity/Q839782,Spielerposition im American Football
581,10145772,Im Singeisenhof,Im Singeisenhof,,
582,10063519,Furkastrasse,Furka,http://www.wikidata.org/entity/Q1474979,Wikimedia-Begriffsklärungsseite
583,10187810,Bellinzonastrasse,Bellinzona,http://www.wikidata.org/entity/Q64044,politische Gemeinde
584,10110180,Realpstrasse,Realp,http://www.wikidata.org/entity/Q67161,politische Gemeinde
585,10181176,Gartenstrasse,Garten,http://www.wikidata.org/entity/Q529063,Wikimedia-Begriffsklärungsseite
586,10025037,Lohweg,Loh,http://www.wikidata.org/entity/Q409320,Wikimedia-Begriffsklärungsseite
587,10129609,Falkensteinerstrasse,Falkensteiner,http://www.wikidata.org/entity/Q19279492,Wikimedia-Begriffsklärungsseite
588,10200638,Tangentenweg,Tangenten,,
589,10063846,Waldenburgerstrasse,Waldenburger,,
590,10118099,Biascastrasse,Biasca,http://www.wikidata.org/entity/Q67523,politische Gemeinde
591,10179468,Uhlandstrasse,Uhland,http://www.wikidata.org/entity/Q970954,City in den Vereinigten Staaten
592,10110191,Im Glögglihof,Im Glögglihof,,
593,10087634,Schleifenbergstrasse,Schleifenberg,,
594,10055196,Spalenberg,Spalenberg,,
595,10086293,Grasserweg,Grasser,http://www.wikidata.org/entity/Q588706,Wikimedia-Begriffsklärungsseite
596,10088560,Binningerstrasse,Binninger,http://www.wikidata.org/entity/Q863991,Familienname
597,10055451,Gundeldingerstrasse,Gundeldinger,,
598,10025932,Metzerstrasse,Metzer,http://www.wikidata.org/entity/Q36900882,Familienname
599,10055740,Gempenstrasse,Gempen,http://www.wikidata.org/entity/Q66542,politische Gemeinde
600,10024809,Steingrubenweg,Steingruben,http://www.wikidata.org/entity/Q2340738,Siedlung
601,10181206,Spechtweg,Specht,http://www.wikidata.org/entity/Q2308143,Familienname
602,10222842,Fritz Hauser-Promenade,Fritz Hauser,http://www.wikidata.org/entity/Q681957,Mensch
603,10104860,Tiergartenrain,Tiergarten,http://www.wikidata.org/entity/Q328672,Ortsteil von Berlin
604,10045935,Rauracherstrasse,Rauracher,,
605,10089623,Birsstrasse,Birs,http://www.wikidata.org/entity/Q14340,Fluss
606,10222556,Brühlmattweg,Brühlmatt,,
607,10026524,Hirzbrunnenstrasse,Hirzbrunnen,http://www.wikidata.org/entity/Q664993,Basler Quartiere
608,10125666,Gundeldingerrain,Gundeldinger,,
609,10024812,Talweg,Tal,http://www.wikidata.org/entity/Q453841,Mensch
610,10087388,Seidenmannweg,Seidenmann,,
611,10181514,Grendelgasse,Grendel,http://www.wikidata.org/entity/Q29372,literarische Figur
612,10013411,Saint-Louis-Strasse,Saint-Louis,http://www.wikidata.org/entity/Q21943,Gemeinde in Frankreich
613,10179476,Gärtnerstrasse,Gärtner,http://www.wikidata.org/entity/Q415680,Wikimedia-Begriffsklärungsseite
614,10088559,Bachlettenstrasse,Bachletten,http://www.wikidata.org/entity/Q809900,Basler Quartiere
615,10025116,Auf der Alp,Auf der Alp,,
616,10087615,Grenzstrasse,Grenz,http://www.wikidata.org/entity/Q1340234,Wikimedia-Begriffsklärungsseite
617,10087582,Thiersteinerrain,Thiersteiner,,
618,10110183,Ackerstrasse,Acker,http://www.wikidata.org/entity/Q341701,Wikimedia-Begriffsklärungsseite
619,10055751,Weiherhofstrasse,Weiherhof,http://www.wikidata.org/entity/Q2555368,Wikimedia-Begriffsklärungsseite
620,10087915,Marignanostrasse,Marignano,http://www.wikidata.org/entity/Q1898060,Wikimedia-Begriffsklärungsseite
621,10256049,Bürgerkorporationskanzel,Bürgerkorporationskanzel,,
622,10256395,Merkuranlage,Merkur,http://www.wikidata.org/entity/Q308,innerer Planet
623,10025635,Engelgasse,Engel,http://www.wikidata.org/entity/Q226911,Wikimedia-Begriffsklärungsseite
624,10026579,Immenbachstrasse,Immenbach,http://www.wikidata.org/entity/Q101220790,Wikimedia-Begriffsklärungsseite
625,10025144,Vormbergweg,Vormberg,,
626,10222836,Forellenweg,Forellen,http://www.wikidata.org/entity/Q2258881,"Lebewesen, die unter einem bestimmten Trivialnamen bekannt sind"
627,10063853,Hauptstrasse,Haupt,http://www.wikidata.org/entity/Q417799,Wikimedia-Begriffsklärungsseite
628,10108252,Hammerstrasse,Hammer,http://www.wikidata.org/entity/Q319636,Q103982390
629,10179477,Beuggenstrasse,Beuggen,http://www.wikidata.org/entity/Q850909,Familie
630,10026802,Hans Huber-Strasse,Hans Huber,http://www.wikidata.org/entity/Q673938,Mensch
631,10087613,Brombacherstrasse,Brombacher,http://www.wikidata.org/entity/Q19275811,Wikimedia-Begriffsklärungsseite
632,10026795,Achilles Bischoff-Strasse,Achilles Bischoff,http://www.wikidata.org/entity/Q15455792,Mensch
633,10087631,Rheinfelderstrasse,Rheinfelder,http://www.wikidata.org/entity/Q106120957,Familienname
634,10121162,Binzenstrasse,Binzen,http://www.wikidata.org/entity/Q62034,Gemeinde in Deutschland
635,10063848,Westquaistrasse,Westquai,,
636,10181175,Claragraben,Clara,http://www.wikidata.org/entity/Q607403,literarische Figur
637,10210718,Voltamatte,Voltamatte,,
638,10103017,Bannwartweg,Bannwart,http://www.wikidata.org/entity/Q806907,historischer Beruf
639,10222538,Silberbergweg,Silberberg,http://www.wikidata.org/entity/Q1218251,Wikimedia-Begriffsklärungsseite
640,10088563,Clarastrasse,Clara,http://www.wikidata.org/entity/Q607403,literarische Figur
641,10063818,Nidwaldnerstrasse,Nidwaldner,,
642,10025929,Lohnhofgässlein,Lohnhof,http://www.wikidata.org/entity/Q1420034,Gebäudekomplex
643,10089598,Stadthausgasse,Stadthaus,http://www.wikidata.org/entity/Q1562138,Haus
644,10046205,Schmiedgasse,Schmied,http://www.wikidata.org/entity/Q1639825,Beschäftigung
645,10063847,Waldighoferstrasse,Waldighofer,,
646,10026514,Zähringerstrasse,Zähringer,http://www.wikidata.org/entity/Q247307,Wikimedia-Begriffsklärungsseite
647,10064900,Brantgasse,Brant,http://www.wikidata.org/entity/Q384944,Stadt
648,10186623,Talmattstrasse,Talmatt,,
649,10063531,Im langen Loh,Im langen Loh,,
650,10087611,Wattstrasse,Watt,http://www.wikidata.org/entity/Q25236,abgeleitete SI-Einheit
651,10026593,Rainallee,Rain,http://www.wikidata.org/entity/Q7107,politische Gemeinde
652,10087617,Neuhausstrasse,Neuhaus,http://www.wikidata.org/entity/Q230413,Wikimedia-Begriffsklärungsseite
653,10063830,St. Alban-Vorstadt,St. Alban-Vorstadt,,
654,10026180,Obwaldnerstrasse,Obwaldner,,
655,10025951,Schwarzwaldallee,Schwarzwald,http://www.wikidata.org/entity/Q4204,Wald
656,10180304,Bändelgasse,Bändel,http://www.wikidata.org/entity/Q105996044,Familienname
657,10026483,Herbstgasse,Herbst,http://www.wikidata.org/entity/Q1314,wiederkehrendes Ereignis
658,10063836,Sissacherstrasse,Sissacher,,
659,10026769,Socinstrasse,Socin,http://www.wikidata.org/entity/Q119831,Wikimedia-Begriffsklärungsseite
660,10026508,Inselstrasse,Insel,http://www.wikidata.org/entity/Q23442,Ortstyp
661,10045931,Bosenhaldenweg,Bosenhalden,,
662,10025056,Grienstrasse,Grien,http://www.wikidata.org/entity/Q1546445,Wikimedia-Begriffsklärungsseite
663,10087636,Tüllingerstrasse,Tüllinger,,
664,10087591,Neubadstrasse,Neubad,http://www.wikidata.org/entity/Q1747248,Basler Quartiere
665,10145769,Friedrich Miescher-Strasse,Friedrich Miescher,http://www.wikidata.org/entity/Q116072,Mensch
