,STR_ESID,Name,wikiQLabel,wikiQ,instance
666,10026479,Volkensbergerstrasse,Volkensberger,,
667,10087606,Glaserbergstrasse,Glaserberg,http://www.wikidata.org/entity/Q1529410,Berg
668,10064896,Baumgartenweg,Baumgarten,http://www.wikidata.org/entity/Q231750,Wikimedia-Begriffsklärungsseite
669,10063827,Ringgässlein,Ring,http://www.wikidata.org/entity/Q212804,Film
670,10087586,Eggfluhstrasse,Eggfluh,,
671,10186620,Bäumleingasse,Bäumlein,http://www.wikidata.org/entity/Q83341106,Familienname
672,10089614,Schertlingasse,Schertlin,http://www.wikidata.org/entity/Q96371772,Wikimedia-Begriffsklärungsseite
673,10026262,Auf der Bischoffhöhe,Auf der Bischoffhöhe,,
674,10024811,Störklingasse,Störklin,,
675,10058919,Barfüsserplatz,Barfüsser,,
676,10222528,J.J. Balmer-Strasse,J.J. Balmer,,
677,10087570,Magnolienpark,Magnolien,http://www.wikidata.org/entity/Q157017,Taxon
678,10063858,Bluttrainweg,Bluttrain,,
679,10063840,Steinenbachgässlein,Steinenbach,http://www.wikidata.org/entity/Q1263706,Wikimedia-Begriffsklärungsseite
680,10025918,Hutgasse,Hut,http://www.wikidata.org/entity/Q441125,Wikimedia-Begriffsklärungsseite
681,10087597,Ensisheimerstrasse,Ensisheimer,,
682,10026274,Gerstenweg,Gersten,http://www.wikidata.org/entity/Q654399,Gemeinde in Deutschland
683,10026182,Pfeffelstrasse,Pfeffel,http://www.wikidata.org/entity/Q2083429,Wikimedia-Begriffsklärungsseite
684,10055767,Bedrettostrasse,Bedretto,http://www.wikidata.org/entity/Q67035,politische Gemeinde
685,10026793,Sonnenweg,Sonnen,http://www.wikidata.org/entity/Q504251,Gemeinde in Deutschland
686,10181188,Pelikanweg,Pelikan,http://www.wikidata.org/entity/Q1457230,Wikimedia-Begriffsklärungsseite
687,10104851,Birsigstrasse,Birsig,http://www.wikidata.org/entity/Q572072,Fluss
688,10026786,Luftmattstrasse,Luftmatt,,
689,10222830,Petrisweg,Petris,http://www.wikidata.org/entity/Q1748525,Wikimedia-Begriffsklärungsseite
690,10063521,Gellertpark,Gellert,http://www.wikidata.org/entity/Q408953,Wikimedia-Begriffsklärungsseite
691,10131358,Wien-Strasse,Wien,http://www.wikidata.org/entity/Q1741,Hauptstadt
692,10108260,Dammerkirchstrasse,Dammerkirch,,
693,10025939,Petersgraben,Peters,http://www.wikidata.org/entity/Q294946,Wikimedia-Begriffsklärungsseite
694,10087584,Blochmonterstrasse,Blochmonter,,
695,10088564,Dornacherstrasse,Dornacher,http://www.wikidata.org/entity/Q106068004,Familienname
696,10026499,Drahtzugstrasse,Drahtzug,http://www.wikidata.org/entity/Q1147180,Wikimedia-Begriffsklärungsseite
697,10025141,Lindengasse,Linden,http://www.wikidata.org/entity/Q67608,politische Gemeinde
698,10086290,Burgstrasse,Burg,http://www.wikidata.org/entity/Q114945,Siedlung
699,10025142,Petersgasse,Peters,http://www.wikidata.org/entity/Q294946,Wikimedia-Begriffsklärungsseite
700,10180309,Theodorsgraben,Theodors,,
701,10055739,Liestaleranlage,Liestaler,,
702,10063857,Bachgässchen,Bach,http://www.wikidata.org/entity/Q107809,Wikimedia-Begriffsklärungsseite
703,10179489,Im Niederholzboden,Im Niederholzboden,,
704,10118098,Flachsländerstrasse,Flachsländer,,
705,10118092,Homburgerstrasse,Homburger,http://www.wikidata.org/entity/Q1625888,Wikimedia-Begriffsklärungsseite
706,10128635,Bahnhofstrasse,Bahnhof,http://www.wikidata.org/entity/Q101436715,Innerortsstraße
707,10025038,Morgartenring,Morgarten,http://www.wikidata.org/entity/Q1947677,Wikimedia-Begriffsklärungsseite
708,10104863,Mooshaldenweg,Mooshalden,,
709,10120310,Lindenplatz,Linden,http://www.wikidata.org/entity/Q67608,politische Gemeinde
710,10222681,Im Margarethental,Im Margarethental,,
711,10026774,Auf dem Wolf,Auf dem Wolf,,
712,10055198,Steinengraben,Steinen,http://www.wikidata.org/entity/Q62014,Gemeinde in Deutschland
713,10089621,Andreas Heusler-Strasse,Andreas Heusler,http://www.wikidata.org/entity/Q124610,Mensch
714,10026591,Obere Wenkenhofstrasse,Obere Wenkenhof,,
715,10180342,Maienbühlweg,Maienbühl,,
716,10025921,Kirschgartenstrasse,Kirschgarten,http://www.wikidata.org/entity/Q1743600,Wikimedia-Begriffsklärungsseite
717,10026767,Rheinsprung,Rheinsprung,http://www.wikidata.org/entity/Q17038191,Innerortsstraße
718,10181205,Mühlestiegrain,Mühlestieg,,
719,10055757,Schliengerweg,Schlienger,http://www.wikidata.org/entity/Q36025101,Wikimedia-Begriffsklärungsseite
720,10063517,Freie Strasse,Freie Strasse,,
721,10200635,Erlkönigweg,Erlkönig,http://www.wikidata.org/entity/Q684469,Ballade
722,10179461,Zürcherstrasse,Zürcher,http://www.wikidata.org/entity/Q248428,Wikimedia-Begriffsklärungsseite
723,10064905,C.F. Meyer-Strasse,C.F. Meyer,,
724,10025123,Hasenmattstrasse,Hasenmatt,http://www.wikidata.org/entity/Q15230,Berg
725,10181192,Bärenfelserstrasse,Bärenfelser,,
726,10026484,Johanniterstrasse,Johanniter,http://www.wikidata.org/entity/Q3355519,Wikimedia-Begriffsklärungsseite
727,10025930,Malzgasse,Malz,http://www.wikidata.org/entity/Q145556,Ortsteil
728,10087389,Sternengasse,Sternen,http://www.wikidata.org/entity/Q29787353,Bauwerk
729,10026589,Mühlemattweg,Mühlematt,,
730,10180305,Erlenstrasse,Erlen,http://www.wikidata.org/entity/Q25239,Taxon
731,10181195,Egliseestrasse,Eglisee,http://www.wikidata.org/entity/Q1298144,See
732,10025637,Falknerstrasse,Falkner,http://www.wikidata.org/entity/Q355858,Wikimedia-Begriffsklärungsseite
733,10025345,Hochbergerstrasse,Hochberger,http://www.wikidata.org/entity/Q36958040,Familienname
734,10120974,Theaterstrasse,Theater,http://www.wikidata.org/entity/Q11635,Einzelwissenschaft
735,10120296,Friedensgasse,Friedens,http://www.wikidata.org/entity/Q1131336,Census-Designated Place
736,10026522,Giebenacherweg,Giebenacher,,
737,10179991,Erlenmattweg,Erlenmatt,,
738,10180311,Lichsenweg,Lichsen,,
739,10181178,Mülhauserstrasse,Mülhauser,,
740,10089610,Luftgässlein,Luft,http://www.wikidata.org/entity/Q1233141,Wikimedia-Begriffsklärungsseite
741,10025048,Sängergasse,Sänger,http://www.wikidata.org/entity/Q177220,Beschäftigung
742,10025041,Reusstrasse,Reus,http://www.wikidata.org/entity/Q487096,Gemeinde in Katalonien
743,10110169,Münzgasse,Münz,http://www.wikidata.org/entity/Q1959205,Wikimedia-Begriffsklärungsseite
744,10120304,Thannerstrasse,Thanner,http://www.wikidata.org/entity/Q2409084,Wikimedia-Begriffsklärungsseite
745,10087603,Strassburgerallee,Strassburger,http://www.wikidata.org/entity/Q36895729,Familienname
746,10180308,Niklaus von Flüe-Strasse,Niklaus von Flüe,http://www.wikidata.org/entity/Q115550,Mensch
747,10190076,Glockengasse,Glocken,http://www.wikidata.org/entity/Q1244869,Methode
748,10063834,Schönaustrasse,Schönau,http://www.wikidata.org/entity/Q82366,Stadt in Deutschland
749,10121154,Septerstrasse,Septer,http://www.wikidata.org/entity/Q37457014,Familienname
750,10179460,Vesalgasse,Vesal,,
751,10055199,Hasenberg,Hasenberg,http://www.wikidata.org/entity/Q1568558,Berg
752,10055754,Rheinländerstrasse,Rheinländer,http://www.wikidata.org/entity/Q690523,Tanztyp
753,10089617,Steinentorstrasse,Steinentor,http://www.wikidata.org/entity/Q683396,Turm
754,10025042,Rigistrasse,Rigi,http://www.wikidata.org/entity/Q15291,Berg
755,10186619,Weisse Gasse,Weisse Gasse,,
756,10086298,Höhenstrasse,Höhen,,
757,10064902,Burgweg,Burg,http://www.wikidata.org/entity/Q114945,Siedlung
758,10116682,Spitalstrasse,Spital,http://www.wikidata.org/entity/Q346843,Wikimedia-Begriffsklärungsseite
759,10025139,Im Speckler,Im Speckler,,
760,10089310,Biräckerweg,Biräcker,http://www.wikidata.org/entity/Q106638879,Acker
761,10087637,Waldshuterstrasse,Waldshuter,,
762,10077451,Mathilde Paravicini-Strasse,Mathilde Paravicini,http://www.wikidata.org/entity/Q1908713,Mensch
763,10046206,Spittelmattweg,Spittelmatt,,
764,10190077,Neuensteinerstrasse,Neuensteiner,,
765,10025054,Bündnerstrasse,Bündner,,
766,10026496,Bellingerweg,Bellinger,http://www.wikidata.org/entity/Q385187,Wikimedia-Begriffsklärungsseite
767,10089314,Steinengasse,Steinen,http://www.wikidata.org/entity/Q62014,Gemeinde in Deutschland
768,10024819,Wettsteinstrasse,Wettstein,http://www.wikidata.org/entity/Q809916,Basler Quartiere
769,10025931,Martinskirchplatz,Martinskirch,,
770,10026183,Roggenburgstrasse,Roggenburg,http://www.wikidata.org/entity/Q362152,Wikimedia-Begriffsklärungsseite
771,10026489,St. Johanns-Parkweg,St. Johanns-Park,http://www.wikidata.org/entity/Q87922569,Park
772,10046204,Sandreuterweg,Sandreuter,http://www.wikidata.org/entity/Q105539268,Familienname
773,10055745,Reiterstrasse,Reiter,http://www.wikidata.org/entity/Q345873,Wikimedia-Begriffsklärungsseite
774,10063538,Landauerstrasse,Landauer,http://www.wikidata.org/entity/Q770822,Wikimedia-Begriffsklärungsseite
775,10087614,Eimeldingerweg,Eimeldinger,,
776,10025926,Leonhardsgraben,Leonhards,http://www.wikidata.org/entity/Q83495247,Familienname
777,10128633,Kastelstrasse,Kastel,http://www.wikidata.org/entity/Q240671,Wikimedia-Begriffsklärungsseite
778,10058924,Gotthelfplatz,Gotthelf,http://www.wikidata.org/entity/Q809903,Basler Quartiere
779,10026523,Hermann Albrecht-Strasse,Hermann Albrecht,http://www.wikidata.org/entity/Q96675,Mensch
780,10187812,Karpfenweg,Karpfen,http://www.wikidata.org/entity/Q81110,Taxon
781,10089315,Am Stich,Am Stich,http://www.wikidata.org/entity/Q101497995,Innerortsstraße
782,10181515,Supperstrasse,Supper,http://www.wikidata.org/entity/Q2368172,Wikimedia-Begriffsklärungsseite
783,10026270,Elsternweg,Elstern,,
784,10186624,Sonnenbühlstrasse,Sonnenbühl,http://www.wikidata.org/entity/Q81457,Gemeinde in Deutschland
785,10087390,Untere Wenkenhofstrasse,Untere Wenkenhof,,
786,10025940,Peterskirchplatz,Peterskirch,,
787,10026529,Landauerhofweg,Landauerhof,,
788,10181512,Rixheimerstrasse,Rixheimer,,
789,10181207,Stiftsgässchen,Stifts,,
790,10089624,Christoph Merian-Platz,Christoph Merian,http://www.wikidata.org/entity/Q122485,Mensch
791,10179485,Wyhlenweg,Wyhlen,http://www.wikidata.org/entity/Q47520102,Ortsteil
792,10063526,Hirschgässlein,Hirsch,http://www.wikidata.org/entity/Q596331,Wikimedia-Begriffsklärungsseite
793,10063866,Im Hinterengeli,Im Hinterengeli,,
794,10086291,Eglingerweg,Eglinger,http://www.wikidata.org/entity/Q108567794,Familienname
795,10087382,Leimgrubenweg,Leimgruben,http://www.wikidata.org/entity/Q1623021,Wikimedia-Begriffsklärungsseite
796,10026521,Eugen Wullschleger-Strasse,Eugen Wullschleger,http://www.wikidata.org/entity/Q1372980,Mensch
797,10087622,Bleichestrasse,Bleiche,http://www.wikidata.org/entity/Q883553,Wikimedia-Begriffsklärungsseite
798,10025628,Birmannsgasse,Birmanns,,
799,10058926,Wiesenplatz,Wiesen,http://www.wikidata.org/entity/Q288569,Gemeinde in Deutschland
800,10088561,Blumenrain,Blumen,http://www.wikidata.org/entity/Q320270,Briefmarkenserie
801,10108255,Eptingerstrasse,Eptinger,http://www.wikidata.org/entity/Q1347740,Marke
802,10179989,Lothringerplatz,Lothringer,http://www.wikidata.org/entity/Q37563448,Familienname
803,10103022,Oberer Kreuzenweg,Oberer Kreuzen,,
804,10087387,Schopfgässchen,Schopf,http://www.wikidata.org/entity/Q1777736,Wikimedia-Begriffsklärungsseite
805,10026818,Bundesstrasse,Bundes,,
806,10108256,Klosterfiechtenweg,Klosterfiechten,,
807,10086292,Garbenstrasse,Garben,http://www.wikidata.org/entity/Q19970058,Wikimedia-Begriffsklärungsseite
808,10026778,Eidgenossenweg,Eidgenossen,,
809,10089608,Feierabendstrasse,Feierabend,http://www.wikidata.org/entity/Q1401427,Wikimedia-Begriffsklärungsseite
810,10026267,Chrischonaweg,Chrischona,http://www.wikidata.org/entity/Q1077913,Wikimedia-Begriffsklärungsseite
811,10175693,Hegenheimerstrasse,Hegenheimer,,
812,10026801,Fürstensteinerstrasse,Fürstensteiner,,
813,10026794,Zeughausstrasse,Zeughaus,http://www.wikidata.org/entity/Q196954,Museum
814,10026791,St. Alban-Talstrasse,St. Alban-Tal,,
815,10025629,Bruderholzrain,Bruderholz,http://www.wikidata.org/entity/Q255746,Berg
816,10188265,Schönenbergstrasse,Schönenberg,http://www.wikidata.org/entity/Q62069,Gemeinde in Deutschland
817,10063826,Riehentorstrasse,Riehentor,http://www.wikidata.org/entity/Q683486,Turm
818,10222600,Singerweg,Singer,http://www.wikidata.org/entity/Q227490,Wikimedia-Begriffsklärungsseite
819,10089599,Henric Petri-Strasse,Henric Petri,,
820,10025959,Unterer Rheinweg,Unterer Rhein,,
821,10025131,Sonnenbergstrasse,Sonnenberg,http://www.wikidata.org/entity/Q160952,Ortsteil
822,10120300,Centralbahnstrasse,Centralbahn,,
823,10104848,Adlerstrasse,Adler,http://www.wikidata.org/entity/Q10586,Sternbild
824,10026803,Höhenweg,Höhen,,
825,10222670,Wenkenmattweg,Wenkenmatt,,
826,10222494,St. Johanns-Hafen-Weg,St. Johanns-Hafen,,
827,10026812,Waldeckstrasse,Waldeck,http://www.wikidata.org/entity/Q165763,Fürstentum
828,10026505,Hiltalingerstrasse,Hiltalinger,,
829,10026827,Hofstetterstrasse,Hofstetter,http://www.wikidata.org/entity/Q1412430,Wikimedia-Begriffsklärungsseite
830,10024820,Aeussere Baselstrasse,Aeussere Basel,,
831,10200636,Max Kämpf-Platz,Max Kämpf,http://www.wikidata.org/entity/Q122519,Mensch
832,10025627,Belchenstrasse,Belchen,http://www.wikidata.org/entity/Q515385,Berg
833,10108251,Frobenstrasse,Froben,http://www.wikidata.org/entity/Q1469392,Wikimedia-Begriffsklärungsseite
834,10088582,Post-Passage,Post,http://www.wikidata.org/entity/Q367026,Wikimedia-Begriffsklärungsseite
835,10222624,Akazienweg,Akazien,http://www.wikidata.org/entity/Q81666,Taxon
836,10045930,Binsenackerstrasse,Binsenacker,http://www.wikidata.org/entity/Q100691810,Innerortsstraße
837,10103020,Bachtelenweg,Bachtelen,http://www.wikidata.org/entity/Q12345471,Wikimedia-Begriffsklärungsseite
838,10088577,Mittlere Strasse,Mittlere Strasse,,
839,10110177,Röschenzerstrasse,Röschenzer,,
840,10124075,Brunnmattstrasse,Brunnmatt,,
841,10026766,Picassoplatz,Picasso,http://www.wikidata.org/entity/Q356500,Wikimedia-Begriffsklärungsseite
842,10086299,Im Gehracker,Im Gehracker,,
843,10131891,Birskopfweglein,Birskopfweglein,,
844,10025942,Rebgasse,Reb,http://www.wikidata.org/entity/Q37203157,Familienname
845,10103511,Siegwaldweg,Siegwald,http://www.wikidata.org/entity/Q34971945,Wikimedia-Begriffsklärungsseite
846,10026517,Chrischonastrasse,Chrischona,http://www.wikidata.org/entity/Q1077913,Wikimedia-Begriffsklärungsseite
847,10063860,Dinkelbergstrasse,Dinkelberg,http://www.wikidata.org/entity/Q1226532,Gebirge
848,10063854,Obere Dorfstrasse,Obere Dorf,,
849,10025117,Beim Wasserturm,Beim Wasserturm,http://www.wikidata.org/entity/Q78132559,Innerortsstraße
850,10026572,Hinter Gärten,Hinter Gärten,,
851,10120313,Hörnliallee,Hörnli,http://www.wikidata.org/entity/Q442082,Berg
852,10024810,Stettenweg,Stetten,http://www.wikidata.org/entity/Q65158,politische Gemeinde
853,10025913,Hagentalerstrasse,Hagentaler,,
854,10187814,Mythenstrasse,Mythen,http://www.wikidata.org/entity/Q16517,Q514999
855,10087629,Maispracherweg,Maispracher,,
856,10025111,Turnerstrasse,Turner,http://www.wikidata.org/entity/Q588699,Wikimedia-Begriffsklärungsseite
857,10063863,Heissensteinweg,Heissenstein,,
858,10025914,Haltingerstrasse,Haltinger,,
859,10186618,Salinenstrasse,Salinen,,
860,10025639,Gellertstrasse,Gellert,http://www.wikidata.org/entity/Q408953,Wikimedia-Begriffsklärungsseite
861,10120297,Neuweilerstrasse,Neuweiler,http://www.wikidata.org/entity/Q553808,Gemeinde in Deutschland
862,10055734,Tanzgässlein,Tanz,http://www.wikidata.org/entity/P10741,Wikidata-Eigenschaft für Personen
863,10025636,Erlenparkweg,Erlenpark,,
864,10055194,Im Wasenboden,Im Wasenboden,,
865,10063518,Fritz Hauser-Strasse,Fritz Hauser,http://www.wikidata.org/entity/Q681957,Mensch
866,10087609,St. Johanns-Rheinweg,St. Johanns-Rhein,,
867,10187914,St. Alban-Ring,St. Alban-Ring,,
868,10200637,Stadionstrasse,Stadion,http://www.wikidata.org/entity/Q369080,Familie
869,10055738,Hirzbodenweg,Hirzboden,,
870,10179472,Ziegelstrasse,Ziegel,http://www.wikidata.org/entity/Q198534,Wikimedia-Begriffsklärungsseite
871,10025122,Fringelistrasse,Fringeli,http://www.wikidata.org/entity/Q1277031,Wikimedia-Begriffsklärungsseite
872,10087576,Walkeweg,Walke,http://www.wikidata.org/entity/Q2542362,Wikimedia-Begriffsklärungsseite
873,10026581,Inzlingerstrasse,Inzlinger,,
874,10087640,Auf dem Hummel,Auf dem Hummel,,
875,10025107,Römergasse,Römer,http://www.wikidata.org/entity/Q48203,heilige Schrift
876,10179480,Asconastrasse,Ascona,http://www.wikidata.org/entity/Q63992,politische Gemeinde
877,10188093,Rüchligweg,Rüchlig,,
878,10087620,Wiesenschanzweg,Wiesenschanz,,
879,10025120,Drosselstrasse,Drossel,http://www.wikidata.org/entity/Q1260567,Wikimedia-Begriffsklärungsseite
880,10026779,Hagenbachstrasse,Hagenbach,http://www.wikidata.org/entity/Q382807,Gemeinde in Frankreich
881,10025047,Sustenstrasse,Susten,http://www.wikidata.org/entity/Q2369809,Wikimedia-Begriffsklärungsseite
882,10025053,Buschweilerweg,Buschweiler,,
883,10026587,Langenlängeweg,Langenlänge,,
884,10063856,Arnikastrasse,Arnika,http://www.wikidata.org/entity/Q207848,Taxon
885,10107051,Bäumligasse,Bäumli,,
886,10058922,Centralbahnplatz,Centralbahn,,
887,10087644,Im Sesselacker,Im Sesselacker,,
888,10144809,Paul Sacher-Anlage,Paul Sacher-Anlage,,
889,10026583,Kirchstrasse,Kirch,http://www.wikidata.org/entity/Q1217696,Wikimedia-Begriffsklärungsseite
890,10026485,Kannenfeldplatz,Kannenfeld,,
891,10025132,Starenstrasse,Staren,,
892,10132124,Wenkenhaldenweg,Wenkenhalden,,
893,10025958,Sägergässlein,Säger,http://www.wikidata.org/entity/Q253789,Taxon
894,10175694,Fatiostrasse,Fatio,http://www.wikidata.org/entity/Q1398163,Wikimedia-Begriffsklärungsseite
895,10087596,Burgfelderstrasse,Burgfelder,,
896,10025944,Riedbergstrasse,Riedberg,http://www.wikidata.org/entity/Q2151998,Wikimedia-Begriffsklärungsseite
897,10026275,Grenzacherstrasse,Grenzacher,,
898,10058394,Hirzbodenpark,Hirzboden,,
899,10103512,Unterm Schellenberg,Unterm Schellenberg,,
900,10026502,Florastrasse,Flora,http://www.wikidata.org/entity/Q30042,Gemeinden auf den Philippinen
901,10026585,Käppeligasse,Käppeli,http://www.wikidata.org/entity/Q1395998,Wikimedia-Begriffsklärungsseite
902,10088585,St. Galler-Ring,St. Galler-Ring,,
903,10026185,Sierenzerstrasse,Sierenzer,,
904,10104849,Bachofenstrasse,Bachofen,http://www.wikidata.org/entity/Q798224,Wikimedia-Begriffsklärungsseite
905,10118101,Essigstrasse,Essig,http://www.wikidata.org/entity/Q41354,wässrige Lösung
906,10026186,Theodor Herzl-Strasse,Theodor Herzl,http://www.wikidata.org/entity/Q44003,Mensch
907,10063533,In den Schorenmatten,In den Schorenmatten,,
908,10181197,Röttelerstrasse,Rötteler,,
909,10089605,Aeschengraben,Aeschen,,
910,10026498,Breisacherstrasse,Breisacher,http://www.wikidata.org/entity/Q37448012,Familienname
911,10120311,Bäumliweg,Bäumli,,
912,10024894,Kornhausgasse,Kornhaus,http://www.wikidata.org/entity/Q1632592,Speicher
913,10063522,Gemsberg,Gemsberg,http://www.wikidata.org/entity/Q19122523,Innerortsstraße
914,10058921,Münsterplatz,Münster,http://www.wikidata.org/entity/Q2742,Hansestadt
915,10025058,Im Witterswilerhof,Im Witterswilerhof,,
916,10129610,Innerer Egliseeweg,Innerer Eglisee,,
917,10116683,Im Wenkenberg,Im Wenkenberg,,
918,10063870,Rebenstrasse,Reben,http://www.wikidata.org/entity/Q27994027,Wikimedia-Begriffsklärungsseite
919,10063867,Kettenackerweg,Kettenacker,http://www.wikidata.org/entity/Q1739917,Ortsteil
920,10026276,Grenzacherweg,Grenzacher,,
921,10025943,Reinacherstrasse,Reinacher,http://www.wikidata.org/entity/Q1532947,Wikimedia-Begriffsklärungsseite
922,10088562,Brunngässlein,Brunn,http://www.wikidata.org/entity/Q49431,Gemeinde in Deutschland
923,10155060,Fabrikstrasse,Fabrik,http://www.wikidata.org/entity/Q1390771,Wikimedia-Begriffsklärungsseite
924,10058925,Steinbühlplatz,Steinbühl,http://www.wikidata.org/entity/Q1116678,Ortsteil
925,10026528,Käferholzstrasse,Käferholz,,
926,10175160,St. Johanns-Ring,St. Johanns-Ring,,
927,10026800,Frankfurt-Strasse,Frankfurt,http://www.wikidata.org/entity/Q1327739,Dampfschiff
928,10181201,Fünfeichenweg,Fünfeichen,http://www.wikidata.org/entity/Q1340880,Wikimedia-Begriffsklärungsseite
929,10134648,Signalstrasse,Signal,http://www.wikidata.org/entity/Q697160,Periodikum
930,10110186,Magdenstrasse,Magden,http://www.wikidata.org/entity/Q66567,politische Gemeinde
931,10063820,Olsbergerweg,Olsberger,,
932,10125845,Rudolfstrasse,Rudolf,http://www.wikidata.org/entity/Q519491,Mensch
933,10222498,Steinenweg,Steinen,http://www.wikidata.org/entity/Q62014,Gemeinde in Deutschland
934,10179482,Hochwaldstrasse,Hochwald,http://www.wikidata.org/entity/Q453198,Berg
935,10025949,Schlüsselberg,Schlüsselberg,http://www.wikidata.org/entity/Q1565743,Wikimedia-Begriffsklärungsseite
936,10155185,Brüssel-Strasse,Brüssel,http://www.wikidata.org/entity/Q239,Hauptstadt
937,10026511,Schäferweg,Schäfer,http://www.wikidata.org/entity/Q81710,Beruf
938,10175696,Rainweg,Rain,http://www.wikidata.org/entity/Q7107,politische Gemeinde
939,10055743,Rotterdam-Strasse,Rotterdam,http://www.wikidata.org/entity/Q34370,Stadt
940,10026808,Reichensteinerstrasse,Reichensteiner,http://www.wikidata.org/entity/Q877422,Rebsorte
941,10026491,Sommergasse,Sommer,http://www.wikidata.org/entity/Q1313,wiederkehrendes Ereignis
942,10181471,Münsterberg,Münsterberg,http://www.wikidata.org/entity/Q1904084,Wikimedia-Begriffsklärungsseite
943,10063528,Holeestrasse,Holee,,
944,10087385,Paradiesstrasse,Paradies,http://www.wikidata.org/entity/Q531469,Wikimedia-Begriffsklärungsseite
945,10025103,Rankstrasse,Rank,http://www.wikidata.org/entity/Q2572622,Album
946,10110190,Hellring,Hell,http://www.wikidata.org/entity/Q295632,Wikimedia-Begriffsklärungsseite
947,10063825,Rehhagstrasse,Rehhag,http://www.wikidata.org/entity/Q108095601,Schutzgebiet in Natur- oder Landschaftsschutz
948,10068284,Stellimattweg,Stellimatt,,
949,10128930,Im Spitzacker,Im Spitzacker,,
950,10026520,Eisenbahnweg,Eisenbahn,http://www.wikidata.org/entity/Q1311394,Wikimedia-Begriffsklärungsseite
951,10026501,Feldbergstrasse,Feldberg,http://www.wikidata.org/entity/Q316401,Berg
952,10026580,In den Neumatten,In den Neumatten,,
953,10063838,Sperrstrasse,Sperr,http://www.wikidata.org/entity/Q2309195,Wikimedia-Begriffsklärungsseite
954,10179463,Steinenschanze,Steinen,http://www.wikidata.org/entity/Q62014,Gemeinde in Deutschland
955,10179484,Buchgasse,Buch,http://www.wikidata.org/entity/Q200415,statistischer Bezirk von Nürnberg
956,10181202,Artelweg,Artel,http://www.wikidata.org/entity/Q706486,Rechtsform
957,10132462,Thumringerstrasse,Thumringer,,
958,10222564,Brunnwegli,Brunnwegli,,
959,10026527,Kirchgasse,Kirch,http://www.wikidata.org/entity/Q1217696,Wikimedia-Begriffsklärungsseite
960,10117904,Birsig-Parkplatz,Birsig-Park,,
961,10026798,Bruderholzweg,Bruderholz,http://www.wikidata.org/entity/Q255746,Berg
962,10024807,Sperberweg,Sperber,http://www.wikidata.org/entity/Q25380,Taxon
963,10179483,Scheltenstrasse,Schelten,http://www.wikidata.org/entity/Q67369,politische Gemeinde
964,10055756,Klingentalstrasse,Klingental,,
965,10055450,Gerbergasse,Gerber,http://www.wikidata.org/entity/Q365461,Beruf
966,10120305,Wasgenring,Wasgen,,
967,10055746,Rodrisstrasse,Rodris,,
968,10154425,Stettengrabenweg,Stettengraben,,
969,10063542,Lützelstrasse,Lützel,http://www.wikidata.org/entity/Q1377780,Ortsteil
970,10222504,Ausserbergweg,Ausserberg,http://www.wikidata.org/entity/Q68022,politische Gemeinde
971,10063865,Im Esterli,Im Esterli,,
972,10025957,Streitgasse,Streit,http://www.wikidata.org/entity/Q413585,Wikimedia-Begriffsklärungsseite
973,10175695,Mörsbergerstrasse,Mörsberger,,
974,10025339,Weidengasse,Weiden,http://www.wikidata.org/entity/Q36050,Taxon
975,10107050,Horburgstrasse,Horburg,http://www.wikidata.org/entity/Q1628021,Siedlung
976,10181177,Kohlenberggasse,Kohlenberg,http://www.wikidata.org/entity/Q644034,Hügel
977,10108257,Unterer Batterieweg,Unterer Batterie,,
978,10026789,Redingstrasse,Reding,http://www.wikidata.org/entity/Q417401,Wikimedia-Begriffsklärungsseite
979,10026828,Im Holeeletten,Im Holeeletten,,
980,10110187,Emil Angst-Strasse,Emil Angst,,
981,10025340,Welschmattstrasse,Welschmatt,,
982,10186622,Steinenring,Steinen,http://www.wikidata.org/entity/Q62014,Gemeinde in Deutschland
983,10128634,Largitzenstrasse,Largitzen,http://www.wikidata.org/entity/Q123155,Gemeinde in Frankreich
984,10025036,Laupenring,Laupen,http://www.wikidata.org/entity/Q67112,politische Gemeinde
985,10024893,Kellergässlein,Keller,http://www.wikidata.org/entity/Q38008747,Kulturdenkmal
986,10087598,Im Burgfelderhof,Im Burgfelderhof,,
987,10025910,Gerbergässlein,Gerber,http://www.wikidata.org/entity/Q365461,Beruf
988,10024814,Unholzgasse,Unholz,,
989,10108259,Appenzellerstrasse,Appenzeller,http://www.wikidata.org/entity/Q284852,Wikimedia-Begriffsklärungsseite
990,10025912,Grellingerstrasse,Grellinger,,
991,10110185,Hersbergerweg,Hersberger,http://www.wikidata.org/entity/Q37096950,Familienname
992,10063527,Hirzbrunnenallee,Hirzbrunnen,http://www.wikidata.org/entity/Q664993,Basler Quartiere
993,10179469,Nenzlingerstrasse,Nenzlinger,,
994,10024817,Wendelinsgasse,Wendelins,http://www.wikidata.org/entity/Q2559002,Wikimedia-Begriffsklärungsseite
995,10120303,Nufenenstrasse,Nufenen,http://www.wikidata.org/entity/Q65241,Dorf
996,10120295,Bernoullistrasse,Bernoulli,http://www.wikidata.org/entity/Q345143,Wikimedia-Begriffsklärungsseite
997,10063821,Parkweg,Park,http://www.wikidata.org/entity/Q157821,Wikimedia-Begriffsklärungsseite
998,10124076,Rheingasse,Rhein,http://www.wikidata.org/entity/Q584,Fluss
999,10025059,Kaysersbergerstrasse,Kaysersberger,,
1000,10181190,Heinrichsgasse,Heinrichs,http://www.wikidata.org/entity/Q1599737,Ortsteil
