;name;name:etymology:wikidata;Unnamed: 0;STR_ESID;STN_LABEL;COM_FOSNR;COM_NAME;COM_CANTON;STR_OFFICIAL;STR_EASTING;STR_NORTHING;STN_LABEL_NO_BI;STN_LABEL_NO_TERMS;STR_TERMS;STR_PREPS;STN_LABEL_FINAL
335;Weberstrasse;Q110788295;194266;10193524;Weberstrasse;99;Schöfflisdorf;ZH;True;2673845.0;1263638.0;Weberstrasse;Weber;strasse;;Weber
336;Weberstrasse;Q110788295;200674;10063743;Weberstrasse;2611;Bärschwil;SO;True;2602678.0;1249250.0;Weberstrasse;Weber;strasse;;Weber
337;Weberstrasse;Q110788295;210560;10002476;Weberstrasse;141;Thalwil;ZH;True;2684915.0;1239416.0;Weberstrasse;Weber;strasse;;Weber
338;Weberstrasse;Q110788295;214460;10054825;Weberstrasse;261;Zürich;ZH;True;2682311.0;1247212.0;Weberstrasse;Weber;strasse;;Weber
339;Eglistrasse;Q1336007;215130;10189929;Eglistrasse;137;Oberrieden;ZH;True;2686354.0;1237114.0;Eglistrasse;Egli;strasse;;Egli
340;Eglistrasse;Q1336007;217415;10116900;Eglistrasse;261;Zürich;ZH;True;2680947.0;1248646.0;Eglistrasse;Egli;strasse;;Egli
341;Mottastrasse;Q559892;69307;10009280;Mottastrasse;351;Bern;BE;True;2601017.0;1198908.0;Mottastrasse;Motta;strasse;;Motta
342;Mani-Matter-Stutz;Q667551;75618;10220719;Mani-Matter-Stutz;351;Bern;BE;True;2601021.0;1199739.0;Mani-Matter-Stutz;Mani Matter Stutz;;;Mani Matter Stutz
343;Ennetbürgerstrasse;Q64310;172285;10070041;Ennetbürgerstrasse;1505;Ennetbürgen;NW;True;2674282.0;1203577.0;Ennetbürgerstrasse;Ennetbürger;strasse;;Ennetbürger
344;Ennetbürgerstrasse;Q64310;173308;10187835;Ennetbürgerstrasse;1509;Stans;NW;True;2671995.0;1201990.0;Ennetbürgerstrasse;Ennetbürger;strasse;;Ennetbürger
345;Ennetbürgerstrasse;Q64310;175429;10071457;Ennetbürgerstrasse;1502;Buochs;NW;True;2674531.0;1203261.0;Ennetbürgerstrasse;Ennetbürger;strasse;;Ennetbürger
346;Rue Philippe-François-de-Langallerie;Q106719386;15997;10080166;Rue Philippe-François-de-Langallerie;5586;Lausanne;VD;True;2538543.0;1152418.0;Rue Philippe-François-de-Langallerie;Philippe Francois de Langallerie;rue;;Philippe Francois Langallerie
347;Avenue Charles Ferdinand Ramuz;Q123635;29117;10040986;Avenue Charles Ferdinand Ramuz;5590;Pully;VD;True;2539737.0;1151259.0;Avenue Charles Ferdinand Ramuz;Charles Ferdinand Ramuz;avenue;;Charles Ferdinand Ramuz
348;Rue de Genève;Q71;17526;10115389;Rue de Genève;5586;Lausanne;VD;True;2537091.0;1152833.0;Rue de Genève;de Geneve;rue;;Geneve
349;Rue de Genève;Q71;56536;10107505;Rue de Genève;6640;Thônex;GE;True;2504695.0;1116435.0;Rue de Genève;de Geneve;rue;;Geneve
350;Rue de Genève;Q71;180571;10049024;Rue de Genève;6613;Chêne-Bourg;GE;True;2503961.0;1116637.0;Rue de Genève;de Geneve;rue;;Geneve
351;Avenue Jules-Gonin;Q3188627;20395;10215014;Avenue Jules-Gonin;5586;Lausanne;VD;True;2537743.0;1152471.0;Avenue Jules-Gonin;Jules Gonin;avenue;;Jules Gonin
352;Avenue de Morges;Q69401;19503;10068946;Avenue de Morges;5638;Lonay;VD;True;2528933.0;1152700.0;Avenue de Morges;de Morges;avenue;;Morges
353;Avenue de Morges;Q69401;57640;10107540;Avenue de Morges;5586;Lausanne;VD;True;2536967.0;1153074.0;Avenue de Morges;de Morges;avenue;;Morges
354;Therese-Giehse-Strasse;Q69638;212741;10159214;Therese-Giehse-Strasse;261;Zürich;ZH;True;2683271.0;1251882.0;Therese-Giehse-Strasse;Therese Giehse;strasse;;Therese Giehse
355;Robert-Maillart-Strasse;Q123673;197102;10167468;Robert-Maillart-Strasse;261;Zürich;ZH;True;2682531.0;1252124.0;Robert-Maillart-Strasse;Robert Maillart;strasse;;Robert Maillart
356;Emil-Oprecht-Strasse;Q1336608;218261;10166082;Emil-Oprecht-Strasse;261;Zürich;ZH;True;2683199.0;1251872.0;Emil-Oprecht-Strasse;Emil Oprecht;strasse;;Emil Oprecht
357;James-Joyce-Strasse;Q6882;198450;10146413;James-Joyce-Strasse;261;Zürich;ZH;True;2683176.0;1251832.0;James-Joyce-Strasse;James Joyce;strasse;;James Joyce
358;Ricarda-Huch-Strasse;Q60785;190778;10249054;Ricarda-Huch-Strasse;261;Zürich;ZH;True;2683109.0;1251831.0;Ricarda-Huch-Strasse;Ricarda Huch;strasse;;Ricarda Huch
359;Kurt-Hirschfeld-Weg;Q1793662;214234;10167451;Kurt-Hirschfeld-Weg;261;Zürich;ZH;True;2683122.0;1251700.0;Kurt-Hirschfeld-Weg;Kurt Hirschfeld;weg;;Kurt Hirschfeld
360;Jonas-Furrer-Strasse;Q380083;195154;10057405;Jonas-Furrer-Strasse;230;Winterthur;ZH;True;2696609.0;1260696.0;Jonas-Furrer-Strasse;Jonas Furrer;strasse;;Jonas Furrer
361;Jonas-Furrer-Strasse;Q380083;214954;10081438;Jonas-Furrer-Strasse;261;Zürich;ZH;True;2680714.0;1252628.0;Jonas-Furrer-Strasse;Jonas Furrer;strasse;;Jonas Furrer
362;Georg-Rennerstrasse;Q107030085;138311;10097271;Georg-Rennerstrasse;3427;Wil (SG);SG;True;2721849.0;1256810.0;Georg-Rennerstrasse;Georg Renner;strasse;;Georg Renner
363;Elias-Canetti-Strasse;Q80064;215838;10167424;Elias-Canetti-Strasse;261;Zürich;ZH;True;2683214.0;1251812.0;Elias-Canetti-Strasse;Elias Canetti;strasse;;Elias Canetti
364;Ludwigstrasse;Q106809039;135367;10043589;Ludwigstrasse;4666;Kemmental;TG;True;2730007.0;1275013.0;Ludwigstrasse;Ludwig;strasse;;Ludwig
365;Ludwigstrasse;Q106809039;183532;10016815;Ludwigstrasse;3203;St. Gallen;SG;True;2746338.0;1256267.0;Ludwigstrasse;Ludwig;strasse;;Ludwig
366;Gallusstrasse;Q180936;101849;10080052;Gallusstrasse;1059;Kriens;LU;True;2663927.0;1209509.0;Gallusstrasse;Gallus;strasse;;Gallus
367;Gallusstrasse;Q180936;132212;10126754;Gallusstrasse;1347;Tuggen;SZ;True;2713975.0;1229217.0;Gallusstrasse;Gallus;strasse;;Gallus
368;Gallusstrasse;Q180936;133812;10188733;Gallusstrasse;3213;Goldach;SG;True;2753127.0;1260368.0;Gallusstrasse;Gallus;strasse;;Gallus
369;Gallusstrasse;Q180936;134727;10046483;Gallusstrasse;3339;Uznach;SG;True;2716702.0;1231663.0;Gallusstrasse;Gallus;strasse;;Gallus
370;Gallusstrasse;Q180936;137578;10072338;Gallusstrasse;3231;Au (SG);SG;True;2765812.0;1255886.0;Gallusstrasse;Gallus;strasse;;Gallus
371;Gallusstrasse;Q180936;137927;10146961;Gallusstrasse;3219;Untereggen;SG;True;2751838.0;1257992.0;Gallusstrasse;Gallus;strasse;;Gallus
372;Gallusstrasse;Q180936;139247;10228488;Gallusstrasse;3215;Rorschach;SG;True;2754848.0;1260160.0;Gallusstrasse;Gallus;strasse;;Gallus
373;Gallusstrasse;Q180936;143120;10030266;Gallusstrasse;3442;Gaiserwald;SG;True;2743492.0;1256365.0;Gallusstrasse;Gallus;strasse;;Gallus
374;Gallusstrasse;Q180936;146391;10195678;Gallusstrasse;3311;Amden;SG;True;2729444.0;1223570.0;Gallusstrasse;Gallus;strasse;;Gallus
375;Gallusstrasse;Q180936;155032;10134702;Gallusstrasse;3441;Andwil (SG);SG;True;2738329.0;1255678.0;Gallusstrasse;Gallus;strasse;;Gallus
376;Gallusstrasse;Q180936;156831;10191773;Gallusstrasse;3203;St. Gallen;SG;True;2746173.0;1254250.0;Gallusstrasse;Gallus;strasse;;Gallus
377;Gallusstrasse;Q180936;156877;10033479;Gallusstrasse;3217;Steinach;SG;True;2750617.0;1263367.0;Gallusstrasse;Gallus;strasse;;Gallus
378;Gallusstrasse;Q180936;165158;10027364;Gallusstrasse;2581;Olten;SO;True;2634066.0;1244392.0;Gallusstrasse;Gallus;strasse;;Gallus
379;Gallusstrasse;Q180936;167751;10028218;Gallusstrasse;3427;Wil (SG);SG;True;2720495.0;1258233.0;Gallusstrasse;Gallus;strasse;;Gallus
380;Gallusstrasse;Q180936;188171;10179695;Gallusstrasse;2586;Wangen bei Olten;SO;True;2632748.0;1244025.0;Gallusstrasse;Gallus;strasse;;Gallus
381;Gallusstrasse;Q180936;193344;10004226;Gallusstrasse;261;Zürich;ZH;True;2683030.0;1248884.0;Gallusstrasse;Gallus;strasse;;Gallus
382;Kesslerstrasse;Q122661;91120;10056665;Kesslerstrasse;4009;Muhen;AG;True;2646591.0;1242115.0;Kesslerstrasse;Kessler;strasse;;Kessler
383;Kesslerstrasse;Q122661;158844;10089084;Kesslerstrasse;3203;St. Gallen;SG;True;2745646.0;1254035.0;Kesslerstrasse;Kessler;strasse;;Kessler
384;Kesslerstrasse;Q122661;190605;10068664;Kesslerstrasse;161;Zollikon;ZH;True;2686098.0;1244140.0;Kesslerstrasse;Kessler;strasse;;Kessler
385;Kesslerstrasse;Q122661;218738;10105479;Kesslerstrasse;247;Schlieren;ZH;True;2675175.0;1249860.0;Kesslerstrasse;Kessler;strasse;;Kessler
386;Zschokkestrasse;Q66207;94531;10147223;Zschokkestrasse;4001;Aarau;AG;True;2646174.0;1248851.0;Zschokkestrasse;Zschokke;strasse;;Zschokke
387;Zschokkestrasse;Q66207;160027;10026711;Zschokkestrasse;3203;St. Gallen;SG;True;2744867.0;1253486.0;Zschokkestrasse;Zschokke;strasse;;Zschokke
388;Zschokkestrasse;Q66207;215756;10124110;Zschokkestrasse;261;Zürich;ZH;True;2681986.0;1250007.0;Zschokkestrasse;Zschokke;strasse;;Zschokke
389;Girtannerstrasse;Q106804827;150220;10016808;Girtannerstrasse;3203;St. Gallen;SG;True;2746263.0;1255565.0;Girtannerstrasse;Girtanner;strasse;;Girtanner
390;Heusserstrasse;Q1580239;154364;10016811;Heusserstrasse;3203;St. Gallen;SG;True;2746015.0;1256240.0;Heusserstrasse;Heusser;strasse;;Heusser
391;Heusserstrasse;Q1580239;189367;10189474;Heusserstrasse;153;Hombrechtikon;ZH;True;2700990.0;1234541.0;Heusserstrasse;Heusser;strasse;;Heusser
392;Heusserstrasse;Q1580239;194340;10184659;Heusserstrasse;58;Glattfelden;ZH;True;2680050.0;1268147.0;Heusserstrasse;Heusser;strasse;;Heusser
393;Tschudistrasse;Q6216180;166202;10026701;Tschudistrasse;3203;St. Gallen;SG;True;2745366.0;1253574.0;Tschudistrasse;Tschudi;strasse;;Tschudi
394;Segantinistrasse;Q379300;10452;10190833;Segantinistrasse;3901;Chur;GR;True;2758791.0;1191159.0;Segantinistrasse;Segantini;strasse;;Segantini
395;Segantinistrasse;Q379300;61708;10007933;Segantinistrasse;351;Bern;BE;True;2602054.0;1199201.0;Segantinistrasse;Segantini;strasse;;Segantini
396;Segantinistrasse;Q379300;154392;10026727;Segantinistrasse;3203;St. Gallen;SG;True;2747124.0;1255783.0;Segantinistrasse;Segantini;strasse;;Segantini
397;Segantinistrasse;Q379300;206711;10004241;Segantinistrasse;261;Zürich;ZH;True;2679960.0;1251095.0;Segantinistrasse;Segantini;strasse;;Segantini
398;Franklinstrasse;Q34969;136480;10033135;Franklinstrasse;3215;Rorschach;SG;True;2754708.0;1259997.0;Franklinstrasse;Franklin;strasse;;Franklin
399;Franklinstrasse;Q34969;197344;10105494;Franklinstrasse;261;Zürich;ZH;True;2683529.0;1251506.0;Franklinstrasse;Franklin;strasse;;Franklin
400;Federerstrasse;Q120908;148339;10073298;Federerstrasse;3203;St. Gallen;SG;True;2747014.0;1256089.0;Federerstrasse;Federer;strasse;;Federer
401;Iddastrasse;Q427221;146659;10026721;Iddastrasse;3203;St. Gallen;SG;True;2747038.0;1255950.0;Iddastrasse;Idda;strasse;;Idda
402;Dürrenmattstrasse;Q23481;147240;10071045;Dürrenmattstrasse;3203;St. Gallen;SG;True;2744537.0;1253707.0;Dürrenmattstrasse;Dürrenmatt;strasse;;Dürrenmatt
403;Salisstrasse;Q683660;12522;10038814;Salisstrasse;3901;Chur;GR;True;2759726.0;1191435.0;Salisstrasse;Salis;strasse;;Salis
404;Salisstrasse;Q683660;152553;10046658;Salisstrasse;3203;St. Gallen;SG;True;2744670.0;1253734.0;Salisstrasse;Salis;strasse;;Salis
405;Schillerstrasse;Q22670;23154;10026809;Schillerstrasse;2701;Basel;BS;True;2611840.0;1265889.0;Schillerstrasse;Schiller;strasse;;Schiller
406;Schillerstrasse;Q22670;29216;10063551;Schillerstrasse;2766;Birsfelden;BL;True;2613605.0;1267320.0;Schillerstrasse;Schiller;strasse;;Schiller
407;Schillerstrasse;Q22670;153218;10046660;Schillerstrasse;3203;St. Gallen;SG;True;2744650.0;1253582.0;Schillerstrasse;Schiller;strasse;;Schiller
408;Schillerstrasse;Q22670;166627;10119582;Schillerstrasse;3427;Wil (SG);SG;True;2720480.0;1258291.0;Schillerstrasse;Schiller;strasse;;Schiller
409;Schillerstrasse;Q22670;177359;10036925;Schillerstrasse;4436;Romanshorn;TG;True;2745306.0;1269596.0;Schillerstrasse;Schiller;strasse;;Schiller
410;Schillerstrasse;Q22670;192342;10195515;Schillerstrasse;228;Turbenthal;ZH;True;2711164.0;1254979.0;Schillerstrasse;Schiller;strasse;;Schiller
411;Schillerstrasse;Q22670;213094;10166118;Schillerstrasse;261;Zürich;ZH;True;2683737.0;1246619.0;Schillerstrasse;Schiller;strasse;;Schiller
412;Schillerstrasse;Q22670;219285;10075694;Schillerstrasse;230;Winterthur;ZH;True;2695490.0;1260903.0;Schillerstrasse;Schiller;strasse;;Schiller
413;Folchartstrasse;Q59650587;150016;10027022;Folchartstrasse;3203;St. Gallen;SG;True;2746330.0;1253710.0;Folchartstrasse;Folchart;strasse;;Folchart
414;Gessnerstrasse;Q123765;152654;10016825;Gessnerstrasse;3203;St. Gallen;SG;True;2746771.0;1253819.0;Gessnerstrasse;Gessner;strasse;;Gessner
415;Gessnerstrasse;Q123765;199902;10107995;Gessnerstrasse;10;Obfelden;ZH;True;2673863.0;1235068.0;Gessnerstrasse;Gessner;strasse;;Gessner
416;Gellertstrasse;Q60584;146290;10027024;Gellertstrasse;3203;St. Gallen;SG;True;2746653.0;1253759.0;Gellertstrasse;Gellert;strasse;;Gellert
417;Gellertstrasse;Q60584;160173;10025639;Gellertstrasse;2701;Basel;BS;True;2613058.0;1266740.0;Gellertstrasse;Gellert;strasse;;Gellert
418;Gellertstrasse;Q60584;207617;10080326;Gellertstrasse;261;Zürich;ZH;True;2684436.0;1247972.0;Gellertstrasse;Gellert;strasse;;Gellert
419;Kolumbanstrasse;Q319653;168240;10026722;Kolumbanstrasse;3203;St. Gallen;SG;True;2747374.0;1256128.0;Kolumbanstrasse;Kolumban;strasse;;Kolumban
420;Chemin des Lys;Q5194627;24220;10143131;Chemin des Lys;5702;Arzier-Le Muids;VD;True;2505745.0;1145504.0;Chemin des Lys;des Lys;chemin;;Lys
421;Chemin des Lys;Q5194627;25599;10045020;Chemin des Lys;5586;Lausanne;VD;True;2539263.0;1153414.0;Chemin des Lys;des Lys;chemin;;Lys
422;Chemin des Lys;Q5194627;40260;10223912;Chemin des Lys;6022;Chamoson;VS;True;2581901.0;1117830.0;Chemin des Lys;des Lys;chemin;;Lys
423;Chemin des Lys;Q5194627;44146;10166718;Chemin des Lys;6157;Val-d'Illiez;VS;True;2557662.0;1115841.0;Chemin des Lys;des Lys;chemin;;Lys
424;Chemin des Lys;Q5194627;60955;10143034;Chemin des Lys;6611;Chancy;GE;True;2486802.0;1111847.0;Chemin des Lys;des Lys;chemin;;Lys
425;Chemin des Lys;Q5194627;116335;10186748;Chemin des Lys;6710;Courtételle;JU;True;2591171.0;1243342.0;Chemin des Lys;des Lys;chemin;;Lys
426;Wehrlisteig;Q96412376;197369;10162205;Wehrlisteig;261;Zürich;ZH;True;2681000.0;1250488.0;Wehrlisteig;Wehrlisteig;;;Wehrlisteig
427;Edisonstrasse;Q8743;22378;10181184;Edisonstrasse;2701;Basel;BS;True;2610878.0;1266214.0;Edisonstrasse;Edison;strasse;;Edison
428;Edisonstrasse;Q8743;34337;10205239;Edisonstrasse;4003;Buchs (AG);AG;True;2647356.0;1249284.0;Edisonstrasse;Edison;strasse;;Edison
429;Edisonstrasse;Q8743;143850;10129277;Edisonstrasse;3203;St. Gallen;SG;True;2741185.0;1252618.0;Edisonstrasse;Edison;strasse;;Edison
430;Edisonstrasse;Q8743;191437;10118219;Edisonstrasse;261;Zürich;ZH;True;2683492.0;1251636.0;Edisonstrasse;Edison;strasse;;Edison
431;Mirabellenstrasse;Q149741;199754;10004080;Mirabellenstrasse;261;Zürich;ZH;True;2678421.0;1249242.0;Mirabellenstrasse;Mirabellen;strasse;;Mirabellen
432;Schächenstrasse;Q690565;210453;10004085;Schächenstrasse;261;Zürich;ZH;True;2678424.0;1249194.0;Schächenstrasse;Schächen;strasse;;Schächen
433;Sustenstrasse;Q666086;6917;10206084;Sustenstrasse;2938;Rüdlingen;SH;True;2685149.0;1270060.0;Sustenstrasse;Susten;strasse;;Susten
434;Sustenstrasse;Q666086;41780;10046012;Sustenstrasse;6110;Leuk;VS;True;2615570.0;1128898.0;Sustenstrasse;Susten;strasse;;Susten
435;Sustenstrasse;Q666086;78897;10050894;Sustenstrasse;784;Innertkirchen;BE;True;2660744.0;1173129.0;Sustenstrasse;Susten;strasse;;Susten
436;Sustenstrasse;Q666086;79317;10008999;Sustenstrasse;942;Thun;BE;True;2613909.0;1176227.0;Sustenstrasse;Susten;strasse;;Susten
437;Sustenstrasse;Q666086;92888;10031227;Sustenstrasse;4092;Birr;AG;True;2657291.0;1253885.0;Sustenstrasse;Susten;strasse;;Susten
438;Sustenstrasse;Q666086;163019;10025047;Sustenstrasse;2701;Basel;BS;True;2609128.0;1266088.0;Sustenstrasse;Susten;strasse;;Susten
439;Sustenstrasse;Q666086;190743;10085960;Sustenstrasse;261;Zürich;ZH;True;2678511.0;1249078.0;Sustenstrasse;Susten;strasse;;Susten
440;Sustenstrasse;Q666086;194028;10186719;Sustenstrasse;1220;Wassen;UR;True;2685027.0;1175647.0;Sustenstrasse;Susten;strasse;;Susten
441;Meientalstrasse;Q1917696;197031;10058760;Meientalstrasse;261;Zürich;ZH;True;2678474.0;1248886.0;Meientalstrasse;Meiental;strasse;;Meiental
442;Libellenweg;Q25375;54424;10095323;Libellenweg;4258;Rheinfelden;AG;True;2625398.0;1266606.0;Libellenweg;Libellen;weg;;Libellen
443;Libellenweg;Q25375;58465;10082012;Libellenweg;942;Thun;BE;True;2614484.0;1175495.0;Libellenweg;Libellen;weg;;Libellen
444;Libellenweg;Q25375;58956;10144265;Libellenweg;612;Konolfingen;BE;True;2614106.0;1191729.0;Libellenweg;Libellen;weg;;Libellen
445;Libellenweg;Q25375;67030;10079307;Libellenweg;306;Lyss;BE;True;2589598.0;1214261.0;Libellenweg;Libellen;weg;;Libellen
446;Libellenweg;Q25375;73384;10046159;Libellenweg;351;Bern;BE;True;2602438.0;1200434.0;Libellenweg;Libellen;weg;;Libellen
447;Libellenweg;Q25375;99894;10063434;Libellenweg;1125;Dagmersellen;LU;True;2641167.0;1229360.0;Libellenweg;Libellen;weg;;Libellen
448;Libellenweg;Q25375;127248;10172164;Libellenweg;4006;Gränichen;AG;True;2649350.0;1246409.0;Libellenweg;Libellen;weg;;Libellen
449;Libellenweg;Q25375;131670;10017433;Libellenweg;1331;Küssnacht (SZ);SZ;True;2675678.0;1214111.0;Libellenweg;Libellen;weg;;Libellen
450;Libellenweg;Q25375;144399;10249968;Libellenweg;3213;Goldach;SG;True;2752950.0;1260953.0;Libellenweg;Libellen;weg;;Libellen
451;Libellenweg;Q25375;154060;10028449;Libellenweg;3408;Uzwil;SG;True;2728455.0;1256696.0;Libellenweg;Libellen;weg;;Libellen
452;Libellenweg;Q25375;161889;10214810;Libellenweg;2601;Solothurn;SO;True;2605955.0;1227745.0;Libellenweg;Libellen;weg;;Libellen
453;Libellenweg;Q25375;198267;10125688;Libellenweg;191;Dübendorf;ZH;True;2689449.0;1251237.0;Libellenweg;Libellen;weg;;Libellen
454;Libellenweg;Q25375;208778;10147396;Libellenweg;2404;Neuendorf;SO;True;2626907.0;1238375.0;Libellenweg;Libellen;weg;;Libellen
455;Libellenweg;Q25375;209298;10235875;Libellenweg;131;Adliswil;ZH;True;2682613.0;1241891.0;Libellenweg;Libellen;weg;;Libellen
456;Libellenweg;Q25375;211230;10004078;Libellenweg;261;Zürich;ZH;True;2678415.0;1248849.0;Libellenweg;Libellen;weg;;Libellen
457;Herzogstrasse;Q115838;67677;10046187;Herzogstrasse;351;Bern;BE;True;2601292.0;1200796.0;Herzogstrasse;Herzog;strasse;;Herzog
458;Herzogstrasse;Q115838;72267;10057818;Herzogstrasse;329;Langenthal;BE;True;2626733.0;1228885.0;Herzogstrasse;Herzog;strasse;;Herzog
459;Herzogstrasse;Q115838;79530;10006219;Herzogstrasse;404;Burgdorf;BE;True;2613490.0;1212529.0;Herzogstrasse;Herzog;strasse;;Herzog
460;Herzogstrasse;Q115838;98532;10055992;Herzogstrasse;261;Zürich;ZH;True;2684430.0;1248247.0;Herzogstrasse;Herzog;strasse;;Herzog
461;Herzogstrasse;Q115838;109944;10031555;Herzogstrasse;4095;Brugg;AG;True;2657409.0;1259245.0;Herzogstrasse;Herzog;strasse;;Herzog
462;Herzogstrasse;Q115838;111166;10031178;Herzogstrasse;4001;Aarau;AG;True;2646594.0;1248943.0;Herzogstrasse;Herzog;strasse;;Herzog
463;Huberstrasse;Q115883;9173;10188607;Huberstrasse;3901;Chur;GR;True;2758629.0;1191969.0;Huberstrasse;Huber;strasse;;Huber
464;Huberstrasse;Q115883;86484;10084812;Huberstrasse;351;Bern;BE;True;2598279.0;1199001.0;Huberstrasse;Huber;strasse;;Huber
465;Huberstrasse;Q115883;138166;10233820;Huberstrasse;3252;Eichberg;SG;True;2756809.0;1246041.0;Huberstrasse;Huber;strasse;;Huber
466;Robert-Seidel-Hof;Q120910;209082;10004082;Robert-Seidel-Hof;261;Zürich;ZH;True;2678734.0;1249451.0;Robert-Seidel-Hof;Robert Seidel Hof;;;Robert Seidel Hof
467;Segnesstrasse;Q16631;199455;10085959;Segnesstrasse;261;Zürich;ZH;True;2679052.0;1249148.0;Segnesstrasse;Segnes;strasse;;Segnes
468;Viktoriastrasse;Q308902;8139;10210509;Viktoriastrasse;3921;Arosa;GR;True;2770909.0;1183198.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
469;Viktoriastrasse;Q308902;44963;10236221;Viktoriastrasse;6300;Zermatt;VS;True;2623985.0;1096909.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
470;Viktoriastrasse;Q308902;45076;10042516;Viktoriastrasse;6002;Brig-Glis;VS;True;2642126.0;1129854.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
471;Viktoriastrasse;Q308902;59395;10008332;Viktoriastrasse;351;Bern;BE;True;2601166.0;1200323.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
472;Viktoriastrasse;Q308902;65602;10083255;Viktoriastrasse;355;Köniz;BE;True;2601199.0;1197703.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
473;Viktoriastrasse;Q308902;69444;10165046;Viktoriastrasse;843;Saanen;BE;True;2588235.0;1147148.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
474;Viktoriastrasse;Q308902;87180;10007367;Viktoriastrasse;581;Interlaken;BE;True;2631938.0;1170818.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
475;Viktoriastrasse;Q308902;131387;10016067;Viktoriastrasse;1364;Ingenbohl;SZ;True;2688427.0;1205492.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
476;Viktoriastrasse;Q308902;189902;10121025;Viktoriastrasse;261;Zürich;ZH;True;2683958.0;1251124.0;Viktoriastrasse;Viktoria;strasse;;Viktoria
477;Nansenstrasse;Q72292;205338;10127989;Nansenstrasse;261;Zürich;ZH;True;2683499.0;1251704.0;Nansenstrasse;Nansen;strasse;;Nansen
478;Fröbelstrasse;Q55850107;166286;10028217;Fröbelstrasse;3427;Wil (SG);SG;True;2720903.0;1257899.0;Fröbelstrasse;Fröbel;strasse;;Fröbel
479;Fröbelstrasse;Q55850107;205000;10004303;Fröbelstrasse;261;Zürich;ZH;True;2685243.0;1246201.0;Fröbelstrasse;Fröbel;strasse;;Fröbel
480;Breitingerstrasse;Q124223;207783;10125837;Breitingerstrasse;261;Zürich;ZH;True;2682660.0;1246297.0;Breitingerstrasse;Breitinger;strasse;;Breitinger
481;Zähringerstrasse;Q690990;58024;10050716;Zähringerstrasse;404;Burgdorf;BE;True;2613650.0;1211185.0;Zähringerstrasse;Zähringer;strasse;;Zähringer
482;Zähringerstrasse;Q690990;70109;10082528;Zähringerstrasse;533;Bätterkinden;BE;True;2607069.0;1220409.0;Zähringerstrasse;Zähringer;strasse;;Zähringer
483;Zähringerstrasse;Q690990;76473;10113477;Zähringerstrasse;351;Bern;BE;True;2599589.0;1200539.0;Zähringerstrasse;Zähringer;strasse;;Zähringer
484;Zähringerstrasse;Q690990;100818;10085817;Zähringerstrasse;1061;Luzern;LU;True;2665509.0;1211122.0;Zähringerstrasse;Zähringer;strasse;;Zähringer
485;Zähringerstrasse;Q690990;157650;10026514;Zähringerstrasse;2701;Basel;BS;True;2611204.0;1268822.0;Zähringerstrasse;Zähringer;strasse;;Zähringer
486;Zähringerstrasse;Q690990;201698;10051830;Zähringerstrasse;261;Zürich;ZH;True;2683526.0;1247766.0;Zähringerstrasse;Zähringer;strasse;;Zähringer
487;Lombachweg;Q15621703;69617;10062371;Lombachweg;351;Bern;BE;True;2602081.0;1198607.0;Lombachweg;Lombach;weg;;Lombach
488;Lombachweg;Q15621703;87031;10114734;Lombachweg;409;Hindelbank;BE;True;2607734.0;1209392.0;Lombachweg;Lombach;weg;;Lombach
489;Frikartweg;Q2430737;69260;10117847;Frikartweg;351;Bern;BE;True;2602278.0;1198178.0;Frikartweg;Frikart;weg;;Frikart
490;Ohmstrasse;Q1585;193533;10004553;Ohmstrasse;261;Zürich;ZH;True;2683574.0;1251654.0;Ohmstrasse;Ohm;strasse;;Ohm
491;Chemin des Diablerets;Q15139;21578;10093698;Chemin des Diablerets;5586;Lausanne;VD;True;2539291.0;1153021.0;Chemin des Diablerets;des Diablerets;chemin;;Diablerets
492;Ferdinand-Hodler-Strasse;Q214564;209180;10080593;Ferdinand-Hodler-Strasse;261;Zürich;ZH;True;2680184.0;1250907.0;Ferdinand-Hodler-Strasse;Ferdinand Hodler;strasse;;Ferdinand Hodler
493;Flüelastrasse;Q372467;91677;10028706;Flüelastrasse;3851;Davos;GR;True;2784672.0;1187226.0;Flüelastrasse;Flüela;strasse;;Flüela
494;Flüelastrasse;Q372467;95571;10059078;Flüelastrasse;261;Zürich;ZH;True;2679809.0;1248476.0;Flüelastrasse;Flüela;strasse;;Flüela
495;Avenue Victor-Ruffy;Q678568;15384;10045022;Avenue Victor-Ruffy;5586;Lausanne;VD;True;2539363.0;1153024.0;Avenue Victor-Ruffy;Victor Ruffy;avenue;;Victor Ruffy
496;Chemin du Muveran;Q674584;14715;10176244;Chemin du Muveran;5586;Lausanne;VD;True;2539310.0;1152746.0;Chemin du Muveran;du Muveran;chemin;;Muveran
497;Chemin du Muveran;Q674584;39131;10043859;Chemin du Muveran;6158;Vionnaz;VS;True;2556506.0;1129941.0;Chemin du Muveran;du Muveran;chemin;;Muveran
