;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;givenname;familyname;sex;birth;death;placebirth;placedeath;image
2043;10002437;Garten;;;;;;;;;;
2044;10002438;Gäch;http://www.wikidata.org/entity/Q551746;Louis Prosper Gachard;Louis;;männlich;1800-03-12T00:00:00Z;1885-12-24T00:00:00Z;http://www.wikidata.org/entity/Q90;http://www.wikidata.org/entity/Q239;
2045;10002439;Güggelrosen;;;;;;;;;;
2046;10002440;Flühmatt;;;;;;;;;;
2047;10002441;Grützen;;;;;;;;;;
2048;10002442;Haltenegg;;;;;;;;;;
2049;10002443;Haltli;;;;;;;;;;
2050;10002444;Legibifit;;;;;;;;;;
2051;10002445;Leimen;http://www.wikidata.org/entity/Q120178;Johannes Anglicus;Johannes;Englisch;männlich;1502-01-01T00:00:00Z;1577-07-31T00:00:00Z;http://www.wikidata.org/entity/Q22740;http://www.wikidata.org/entity/Q6602;
2052;10002446;Mühlestutz;;;;;;;;;;
2053;10002447;Oberried;;;;;;;;;;
2054;10002448;Rehbühl;;;;;;;;;;
2055;10002449;Rifishalten;;;;;;;;;;
2056;10002450;Scherlihalde;;;;;;;;;;
2057;10002451;Schönegg;http://www.wikidata.org/entity/Q824222;Bernd Schönegger;Bernd;Schönegger;männlich;1977-01-29T00:00:00Z;;http://www.wikidata.org/entity/Q13298;;
2058;10002452;Sonnenberg;http://www.wikidata.org/entity/Q107059847;Q107059847;Alfred;;männlich;;;;;
2059;10002453;Zelg;http://www.wikidata.org/entity/Q846534;Zelg Galešić;;;männlich;1979-02-16T00:00:00Z;;http://www.wikidata.org/entity/Q4656;;
2060;10002454;Wuhr;http://www.wikidata.org/entity/Q65530357;Christian Wühr;Christian;Wühr;männlich;1990-01-01T00:00:00Z;;;;
2061;10002455;Station;;;;;;;;;;
2062;10002456;Grossgschneit;;;;;;;;;;
2063;10002457;Hubelhüsi;;;;;;;;;;
2064;10002459;Freudenberg;http://www.wikidata.org/entity/Q107490;Schraga Har-Gil;;;männlich;1926-09-19T00:00:00Z;2009-09-20T00:00:00Z;http://www.wikidata.org/entity/Q2999;http://www.wikidata.org/entity/Q2999;
2065;10002460;Hintereggen;;;;;;;;;;
2066;10002462;Oeggisbüel;;;;;;;;;;
2067;10002463;Pilger;http://www.wikidata.org/entity/Q91987;Pilgrim von Passau;Pilgrim;;männlich;0920-01-01T00:00:00Z;0991-05-21T00:00:00Z;;http://www.wikidata.org/entity/Q4190;
2068;10002465;Rosen;http://www.wikidata.org/entity/Q1682174;Jan Rosen;Jan;Rosen;männlich;1854-10-16T00:00:00Z;1936-11-08T00:00:00Z;http://www.wikidata.org/entity/Q270;http://www.wikidata.org/entity/Q270;
2069;10002466;Rossi;http://www.wikidata.org/entity/Q169814;Valentino Rossi;Valentino;Rossi;männlich;1979-02-16T00:00:00Z;;http://www.wikidata.org/entity/Q2759;;
2070;10002467;Schipfer;;;;;;;;;;
2071;10002468;Schwandel;;;;;;;;;;
2072;10002469;Speer;http://www.wikidata.org/entity/Q1751073;Martin Speer;Martin;;männlich;1701-01-01T00:00:00Z;1765-10-28T00:00:00Z;http://www.wikidata.org/entity/Q2978;http://www.wikidata.org/entity/Q2978;
2073;10002470;Säumer;http://www.wikidata.org/entity/Q3385749;Pierre Lambert de Saumery;Pierre;;männlich;1690-01-01T00:00:00Z;1767-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q803;
2074;10002471;Süd;;;;;;;;;;
2075;10002472;Tannstein;;;;;;;;;;
2076;10002473;Tischenloo;;;;;;;;;;
2077;10002474;Wannen;http://www.wikidata.org/entity/Q1591921;Stefan Wannenwetsch;Stefan;;männlich;1992-01-19T00:00:00Z;;http://www.wikidata.org/entity/Q559520;;
2078;10002475;Wannen;http://www.wikidata.org/entity/Q1591921;Stefan Wannenwetsch;Stefan;;männlich;1992-01-19T00:00:00Z;;http://www.wikidata.org/entity/Q559520;;
2079;10002476;Weber;http://www.wikidata.org/entity/Q63149;Max Wilhelm Carl Weber;Max;Weber;männlich;1852-12-05T00:00:00Z;1937-02-07T00:00:00Z;http://www.wikidata.org/entity/Q586;http://www.wikidata.org/entity/Q765914;
2080;10002477;Weid;;;;;;;;;;
2081;10002478;Zehnten;;;;;;;;;;
2082;10002479;Land;;;;;;;;;;
2083;10002480;Alvier;http://www.wikidata.org/entity/Q1614596;Alviero Chiorri;Alviero;;männlich;1959-03-02T00:00:00Z;;http://www.wikidata.org/entity/Q220;;
2084;10002482;Zopfbach;;;;;;;;;;
2085;10002484;Appital;;;;;;;;;;
2086;10002486;Fluebrig;;;;;;;;;;
2087;10002488;Bode;http://www.wikidata.org/entity/Q1819599;Leopold Bode;Leopold;Bode;männlich;1831-03-11T00:00:00Z;1906-07-26T00:00:00Z;http://www.wikidata.org/entity/Q3042;http://www.wikidata.org/entity/Q1794;
2088;10002491;Müli;http://www.wikidata.org/entity/Q92811;Shmuel Safra;Shmuel;;männlich;2000-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q1218;;
2089;10002492;Niderhof;;;;;;;;;;
2090;10002493;Oberdorf;;;;;;;;;;
2091;10002494;Oberhusestrass;;;;;;;;;;
2092;10002495;Pfarr;http://www.wikidata.org/entity/Q45075;Sebastian Kneipp;Sebastian;Kneipp;männlich;1821-05-17T00:00:00Z;1897-06-17T00:00:00Z;http://www.wikidata.org/entity/Q2344398;http://www.wikidata.org/entity/Q504579;
2093;10002497;Ruedelfingerstrass;;;;;;;;;;
2094;10002498;Schillingstrass;;;;;;;;;;
2095;10002499;Schloss;;;;;;;;;;
2096;10002502;Tüfee;;;;;;;;;;
2097;10002503;Uf Strass;;;;;;;;;;
2098;10002504;Underi Lochstrass;;;;;;;;;;
2099;10002505;Zinggestrass;;;;;;;;;;
2100;10002506;Buckstrass;;;;;;;;;;
2101;10002507;Dorfstrass;;;;;;;;;;
2102;10002508;Bach;http://www.wikidata.org/entity/Q1339;Johann Sebastian Bach;Sebastian;Bach;männlich;1685-03-31T00:00:00Z;1750-07-28T00:00:00Z;http://www.wikidata.org/entity/Q7070;http://www.wikidata.org/entity/Q2079;
2103;10002510;Büel;http://www.wikidata.org/entity/Q1001724;Buell Neidlinger;Buell;Neidlinger;männlich;1936-03-02T00:00:00Z;2018-03-16T00:00:00Z;http://www.wikidata.org/entity/Q60;http://www.wikidata.org/entity/Q360141;
2104;10002511;Chliner Horner;;;;;;;;;;
2105;10002513;Hanffeld;;;;;;;;;;
2106;10002515;Horner;http://www.wikidata.org/entity/Q3361843;Johan Hörner;Johan;Hörner;männlich;1711-01-28T00:00:00Z;1763-03-04T00:00:00Z;http://www.wikidata.org/entity/Q2362929;http://www.wikidata.org/entity/Q1748;
2107;10002516;Höraa;http://www.wikidata.org/entity/Q75982418;Q75982418;;;weiblich;1849-01-01T00:00:00Z;;;;
2108;10002519;Leeberen;;;;;;;;;;
2109;10002521;Nussbommer;;;;;;;;;;
2110;10002522;Riet;http://www.wikidata.org/entity/Q1370177;Johannes Baptista Rietstap;Johannes;;männlich;1828-05-12T00:00:00Z;1891-12-24T00:00:00Z;http://www.wikidata.org/entity/Q34370;http://www.wikidata.org/entity/Q36600;
2111;10002524;Steig;http://www.wikidata.org/entity/Q24617;Jakob Steigmiller;Jakob;Steigmiller;männlich;1990-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q16069;;
2112;10002528;Post;http://www.wikidata.org/entity/Q577598;Pieter Post;Pieter;Post;männlich;1608-04-01T00:00:00Z;1669-05-01T00:00:00Z;http://www.wikidata.org/entity/Q9920;http://www.wikidata.org/entity/Q36600;
2113;10002529;Linde;http://www.wikidata.org/entity/Q25658;Mikko Lindström;Mikko;Lindström;männlich;1976-08-12T00:00:00Z;;http://www.wikidata.org/entity/Q6419813;;
2114;10002533;Gewerbe;;;;;;;;;;
2115;10002535;Hausersee;;;;;;;;;;
2116;10002536;Held;http://www.wikidata.org/entity/Q39008;Theodor von Heldreich;Theodor;;männlich;1822-03-03T00:00:00Z;1902-09-07T00:00:00Z;http://www.wikidata.org/entity/Q1731;http://www.wikidata.org/entity/Q1524;
2117;10002539;Zinggen;;;;;;;;;;
2118;10002540;Pünt;http://www.wikidata.org/entity/Q21606778;Wim Punt;Wim;Punt;männlich;1929-01-01T00:00:00Z;;;;
2119;10002542;Löberen;;;;;;;;;;
2120;10002543;Neuwies;;;;;;;;;;
2121;10002544;Post;http://www.wikidata.org/entity/Q577598;Pieter Post;Pieter;Post;männlich;1608-04-01T00:00:00Z;1669-05-01T00:00:00Z;http://www.wikidata.org/entity/Q9920;http://www.wikidata.org/entity/Q36600;
2122;10002546;Sangi;http://www.wikidata.org/entity/Q7418008;Sangili Murugan;;;männlich;1994-03-26T00:00:00Z;;http://www.wikidata.org/entity/Q228405;;
2123;10002547;Strählgass;;;;;;;;;;
2124;10002548;Lindenhof;;;;;;;;;;
2125;10002549;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
2126;10002550;Loh;http://www.wikidata.org/entity/Q36689623;T.C. Loh;;;;;;;;
2127;10002551;Mittel;;;;;;;;;;
2128;10002552;Mittelwies;;;;;;;;;;
2129;10002553;Mühlebach;;;;;;;;;;
2130;10002554;Neuhof;http://www.wikidata.org/entity/Q55194294;Neuhof;;;männlich;;;;;
2131;10002555;Oberdorf;;;;;;;;;;
2132;10002556;Pilatus;http://www.wikidata.org/entity/Q17131;Pontius Pilatus;;;männlich;-0011-12-01T00:00:00Z;http://www.wikidata.org/.well-known/genid/7bf0f687f24245359e70d45aaa1cde30;http://www.wikidata.org/entity/Q1284;;
2133;10002557;Wiesen;http://www.wikidata.org/entity/Q95124923;Wiesen;;;;;;;;
2134;10002558;Winkel;;;;;;;;;;
2135;10002559;Zoller;http://www.wikidata.org/entity/Q21613711;Heinrich Zoller;Heinrich;Zoller;männlich;1923-01-01T00:00:00Z;2009-01-01T00:00:00Z;http://www.wikidata.org/entity/Q78;http://www.wikidata.org/entity/Q78;
2136;10002560;Acker;http://www.wikidata.org/entity/Q1351444;Jan Hackaert;Jan;;männlich;1628-02-01T00:00:00Z;1685-01-01T00:00:00Z;http://www.wikidata.org/entity/Q727;http://www.wikidata.org/entity/Q727;
2137;10002561;Arbach;http://www.wikidata.org/entity/Q95750381;Q95750381;Jorge;;;;;;;
2138;10002562;Aussicht;;;;;;;;;;
2139;10002563;Busenhard;;;;;;;;;;
2140;10002564;Chapf;http://www.wikidata.org/entity/Q111295044;Q111295044;;;;;;;;
2141;10002565;Erlen;http://www.wikidata.org/entity/Q153065;Erlend Bjøntegaard;Erlend;Bjøntegaard;männlich;1990-07-30T00:00:00Z;;http://www.wikidata.org/entity/Q108988;;
2142;10002566;Eschen;http://www.wikidata.org/entity/Q69536;Carl August von Eschenmayer;Adam;;männlich;1768-07-04T00:00:00Z;1852-11-17T00:00:00Z;http://www.wikidata.org/entity/Q80759;http://www.wikidata.org/entity/Q14866;
2143;10002567;Felsenau;;;;;;;;;;
2144;10002568;Findling;;;;;;;;;;
2145;10002569;Forch;http://www.wikidata.org/entity/Q90262;Philipp Forchheimer;Philipp;Forchheimer;männlich;1852-01-01T00:00:00Z;1933-01-01T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q668600;
2146;10002570;Fuler;http://www.wikidata.org/entity/Q25705710;Fulera Limann;;;weiblich;1945-01-01T00:00:00Z;;;;
2147;10002571;Garten;;;;;;;;;;
2148;10002572;Glärnisch;;;;;;;;;;
2149;10002573;Hechlenberg;;;;;;;;;;
2150;10002574;Hecken;http://www.wikidata.org/entity/Q1447132;Franz Heckendorf;Franz;Heckendorf;männlich;1888-11-05T00:00:00Z;1962-08-17T00:00:00Z;http://www.wikidata.org/entity/Q64;http://www.wikidata.org/entity/Q1726;
2151;10002576;Büeler;http://www.wikidata.org/entity/Q67423522;Q67423522;;;;;;;;
2152;10002577;Büelhältli;;;;;;;;;;
2153;10002578;Langacker;http://www.wikidata.org/entity/Q726075;Ronald Langacker;Ronald;;männlich;1942-12-27T00:00:00Z;;http://www.wikidata.org/entity/Q985584;;
2154;10002579;Mülacher;;;;;;;;;;
2155;10002581;Rebhalden;;;;;;;;;;
2156;10002582;Rietli;;;;;;;;;;
2157;10002583;Schlatt;http://www.wikidata.org/entity/Q563175;Anna Schlatter-Bernet;Anna;Bernet;weiblich;1773-11-03T00:00:00Z;1826-02-25T00:00:00Z;http://www.wikidata.org/entity/Q25607;http://www.wikidata.org/entity/Q25607;
2158;10002584;Sport;;;;;;;;;;
2159;10002585;Sunnerai;;;;;;;;;;
2160;10002586;Untergrüt;;;;;;;;;;
2161;10002587;Vordergrüt;;;;;;;;;;
2162;10002588;Wiesen;http://www.wikidata.org/entity/Q95124923;Wiesen;;;;;;;;
2163;10002589;Aubrig;;;;;;;;;;
2164;10002590;Blumenberg;http://www.wikidata.org/entity/Q61189;Hans Blumenberg;Hans;Blumenberg;männlich;1920-07-13T00:00:00Z;1996-03-28T00:00:00Z;http://www.wikidata.org/entity/Q2843;http://www.wikidata.org/entity/Q181809;
2165;10002591;Bochslen;;;;;;;;;;
2166;10002592;Breitlen;;;;;;;;;;
2167;10002593;Breitloh;;;;;;;;;;
2168;10002595;Brunnengass;;;;;;;;;;
2169;10002596;Chilehof;;;;;;;;;;
2170;10002597;Chramen;;;;;;;;;;
2171;10002598;Clariden;;;;;;;;;;
2172;10002599;Drusberg;;;;;;;;;;
2173;10002600;Eichstutz;;;;;;;;;;
2174;10002602;Eichwis;;;;;;;;;;
2175;10002603;Etzel;http://www.wikidata.org/entity/Q1371983;Etzel I.;;;männlich;1400-01-01T00:00:00Z;1446-05-17T00:00:00Z;;http://www.wikidata.org/entity/Q264999;
2176;10002604;Fabrik;;;;;;;;;;
2177;10002606;Föhren;;;;;;;;;;
2178;10002607;Glärnisch;;;;;;;;;;
2179;10002608;Grüninger;http://www.wikidata.org/entity/Q64831205;Hans-Albrecht Grüninger;Hans;Gruninger;männlich;1906-02-19T00:00:00Z;;http://www.wikidata.org/entity/Q4044;;
2180;10002609;Grüt;http://www.wikidata.org/entity/Q67838;Joy Gruttmann;Joy;;weiblich;1995-12-06T00:00:00Z;;http://www.wikidata.org/entity/Q2765;;
2181;10002611;Herrgass;;;;;;;;;;
2182;10002612;Hof;http://www.wikidata.org/entity/Q21611391;Kevin van den Hof;Kevin;;männlich;1980-01-01T00:00:00Z;;;;
2183;10002613;Holgass;;;;;;;;;;
2184;10002615;Kurz;http://www.wikidata.org/entity/Q2587569;Sulpiz Kurz;Wilhelm;;männlich;1834-05-05T00:00:00Z;1878-01-15T00:00:00Z;http://www.wikidata.org/entity/Q2749;http://www.wikidata.org/entity/Q188096;
2185;10002616;Langenriet;;;;;;;;;;
2186;10002617;Luegeten;;;;;;;;;;
2187;10002618;Lächler;;;;;;;;;;
2188;10002619;Lärchen;;;;;;;;;;
2189;10002620;Lützel;http://www.wikidata.org/entity/Q70300;Robert Gernhardt;Robert;Gernhardt;männlich;1937-12-13T00:00:00Z;2006-06-30T00:00:00Z;http://www.wikidata.org/entity/Q1770;http://www.wikidata.org/entity/Q1794;
2190;10002621;Neuhaus;http://www.wikidata.org/entity/Q95036178;Neuhaus;;;;1775-01-01T00:00:00Z;;;;
2191;10002622;Obstgarten;;;;;;;;;;
2192;10002623;Oetwiler;;;;;;;;;;
2193;10002624;Quellen;;;;;;;;;;
2194;10002625;Reb;http://www.wikidata.org/entity/Q18804;Rebecca Black;Rebecca;Black;weiblich;1997-06-21T00:00:00Z;;http://www.wikidata.org/entity/Q49219;;
2195;10002626;Rietwis;;;;;;;;;;
2196;10002627;Rüti;http://www.wikidata.org/entity/Q40117;Rutina Wesley;;Wesley;weiblich;1978-12-21T00:00:00Z;;http://www.wikidata.org/entity/Q23768;;
2197;10002628;Schöpfbrunnen;;;;;;;;;;
2198;10002629;Sunnebach;;;;;;;;;;
2199;10002630;Sunnehalde;;;;;;;;;;
2200;10002631;Tannweid;;;;;;;;;;
2201;10002633;Trauben;;;;;;;;;;
2202;10002635;Ghei;http://www.wikidata.org/entity/Q35900;Omar Khayyām;Q11955913;Khayyam;männlich;1048-05-24T00:00:00Z;1131-12-11T00:00:00Z;http://www.wikidata.org/entity/Q131350;http://www.wikidata.org/entity/Q131350;
2203;10002636;Vorderwald;;;;;;;;;;
2204;10002637;Dürstelen;;;;;;;;;;
2205;10002639;Gizbüel;;;;;;;;;;
2206;10002640;Halden;http://www.wikidata.org/entity/Q24276615;Q24276615;Bruno;;männlich;1969-01-01T00:00:00Z;;;;
2207;10002641;Haselweid;;;;;;;;;;
2208;10002642;Hurd;http://www.wikidata.org/entity/Q113541;Felix Hurdes;Felix;Hurdes;männlich;1901-08-09T00:00:00Z;1974-10-12T00:00:00Z;http://www.wikidata.org/entity/Q256765;http://www.wikidata.org/entity/Q1741;
2209;10002643;Industrie;;;;;;;;;;
2210;10002644;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
2211;10002645;Luppmen;;;;;;;;;;
2212;10002647;Lätten;http://www.wikidata.org/entity/Q1128305;Norbert Lattenstein;Norbert;;männlich;1984-02-13T00:00:00Z;;http://www.wikidata.org/entity/Q130212;;
2213;10002648;Mitsal;http://www.wikidata.org/entity/Q551652;Mihály von Munkácsy;Mihály;Munkácsy;männlich;1844-02-20T00:00:00Z;1900-01-01T00:00:00Z;http://www.wikidata.org/entity/Q146456;http://www.wikidata.org/entity/Q153759;
2214;10002649;Müllerwis;;;;;;;;;;
2215;10002651;Owachs;;;;;;;;;;
2216;10002652;Platten;;;;;;;;;;
2217;10002653;Ravensbüel;;;;;;;;;;
2218;10002654;Schloss;;;;;;;;;;
2219;10002657;Pfrundwiese;;;;;;;;;;
2220;10002658;Steinland;;;;;;;;;;
2221;10002659;Stöckler;http://www.wikidata.org/entity/Q108634157;Stockler;;;männlich;1676-01-01T00:00:00Z;1681-01-01T00:00:00Z;;;
2222;10002663;Binzen;;;;;;;;;;
2223;10002664;Geerenacker;;;;;;;;;;
2224;10002665;Langwil;;;;;;;;;;
2225;10002666;Obstgarten;;;;;;;;;;
2226;10002667;Meisen;http://www.wikidata.org/entity/Q11512257;Q11512257;;;männlich;1059-01-01T00:00:00Z;1123-10-21T00:00:00Z;;;
2227;10002668;Nussbaum;http://www.wikidata.org/entity/Q1085600;Christoph Nußbaumeder;Christoph;;männlich;1978-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q255201;;
2228;10002669;Rossweid;;;;;;;;;;
2229;10002670;Spiracker;;;;;;;;;;
2230;10002671;Tennried;;;;;;;;;;
2231;10002672;Böszelg;;;;;;;;;;
2232;10002673;Ahorn;;;;;;;;;;
2233;10002674;Land;;;;;;;;;;
2234;10002675;Arkaden;http://www.wikidata.org/entity/Q108153827;Q108153827;;;männlich;2000-07-14T00:00:00Z;;http://www.wikidata.org/entity/Q18424;;
2235;10002676;Bachtel;;;;;;;;;;
2236;10002677;Berg;http://www.wikidata.org/entity/Q20066995;Ernst von Berg;Ernst;von Berg;männlich;1782-01-01T00:00:00Z;1855-01-01T00:00:00Z;;;
2237;10002678;Birchlen;;;;;;;;;;
2238;10002679;Birken;;;;;;;;;;
2239;10002680;Bürgli;http://www.wikidata.org/entity/Q272979;Burglinde Pollak;Burglinde;Pollak;weiblich;1951-06-10T00:00:00Z;;http://www.wikidata.org/entity/Q525686;;
2240;10002681;Chrummacher;;;;;;;;;;
2241;10002682;Falken;http://www.wikidata.org/entity/Q1769590;Rolf Falk-Larssen;Rolf;Falk-Larssen;männlich;1960-02-21T00:00:00Z;;http://www.wikidata.org/entity/Q25804;;
2242;10002683;Finken;;;;;;;;;;
2243;10002684;Fällanden;;;;;;;;;;
2244;10002685;Föhrli;;;;;;;;;;
2245;10002686;Gfenn;;;;;;;;;;
2246;10002687;Glatt;http://www.wikidata.org/entity/Q460765;Lesli Linka Glatter;Lesli;Glatter;weiblich;1953-07-26T00:00:00Z;;http://www.wikidata.org/entity/Q16557;;
2247;10002688;Gockhauser;;;;;;;;;;
2248;10002689;Grossacker;;;;;;;;;;
2249;10002690;Grund;http://www.wikidata.org/entity/Q1996810;Norbert Grund;Norbert;Grund;männlich;1717-12-04T00:00:00Z;1761-07-17T00:00:00Z;http://www.wikidata.org/entity/Q1085;http://www.wikidata.org/entity/Q1085;
2250;10002691;Gärtner;http://www.wikidata.org/entity/Q880509;Eduard Gaertner;Eduard;;männlich;1801-06-02T00:00:00Z;1877-02-22T00:00:00Z;http://www.wikidata.org/entity/Q64;http://www.wikidata.org/entity/Q1427616;
2251;10002692;Heidenriet;;;;;;;;;;
2252;10002693;Hurdacker;;;;;;;;;;
2253;10002694;Högler;;;;;;;;;;
2254;10002695;Brand;http://www.wikidata.org/entity/Q685519;Johann Christian Brand;Johann;Brand;männlich;1722-03-06T00:00:00Z;1795-06-12T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q1741;
2255;10002696;Langacker;http://www.wikidata.org/entity/Q726075;Ronald Langacker;Ronald;;männlich;1942-12-27T00:00:00Z;;http://www.wikidata.org/entity/Q985584;;
2256;10002697;Schatzacker;;;;;;;;;;
2257;10002698;Schörli;http://www.wikidata.org/entity/Q1919467;Melker Schörling;Melker;;männlich;1947-05-15T00:00:00Z;;http://www.wikidata.org/entity/Q10512990;;
2258;10002699;Unterried;;;;;;;;;;
2259;10002700;Weidgrund;;;;;;;;;;
2260;10002701;Grüze;http://www.wikidata.org/entity/Q347139;Jean-Baptiste Greuze;Jean-Baptiste;Greuze;männlich;1725-08-21T00:00:00Z;1805-03-21T00:00:00Z;http://www.wikidata.org/entity/Q501900;http://www.wikidata.org/entity/Q90;
2261;10002702;Industrie;;;;;;;;;;
2262;10002703;Kasernen;;;;;;;;;;
2263;10002704;Kriesbach;;;;;;;;;;
2264;10002705;Kurven;;;;;;;;;;
2265;10002706;Lager;http://www.wikidata.org/entity/Q316026;Lars Lagerbäck;Lars;;männlich;1948-07-16T00:00:00Z;;http://www.wikidata.org/entity/Q54758;;
2266;10002707;Langhag;;;;;;;;;;
2267;10002708;Meiershof;;;;;;;;;;
2268;10002709;Meisen;http://www.wikidata.org/entity/Q11512257;Q11512257;;;männlich;1059-01-01T00:00:00Z;1123-10-21T00:00:00Z;;;
2269;10002710;Nelken;http://www.wikidata.org/entity/Q2817300;Margarita Nelken;Teresa;Nelken;weiblich;1894-07-05T00:00:00Z;1968-03-08T00:00:00Z;http://www.wikidata.org/entity/Q2807;http://www.wikidata.org/entity/Q96;
2270;10002711;Neuhaus;http://www.wikidata.org/entity/Q95036178;Neuhaus;;;;1775-01-01T00:00:00Z;;;;
2271;10002712;Oberdorf;;;;;;;;;;
2272;10002714;Raubbühl;;;;;;;;;;
2273;10002715;Ried;;;;;;;;;;
2274;10002716;Sonnenberg;http://www.wikidata.org/entity/Q107059847;Q107059847;Alfred;;männlich;;;;;
2275;10002717;Storchen;;;;;;;;;;
2276;10002718;Stägenbuck;;;;;;;;;;
2277;10002719;Tödi;http://www.wikidata.org/entity/Q983085;Todi Jónsson;;Jónsson;männlich;1972-02-02T00:00:00Z;;http://www.wikidata.org/entity/Q27116;;
2278;10002720;Unterdorf;;;;;;;;;;
2279;10002721;Wallisellen;;;;;;;;;;
2280;10002722;Wangen;http://www.wikidata.org/entity/Q1457992;Friedrich Adam Julius von Wangenheim;Friedrich;;männlich;1749-02-08T00:00:00Z;1800-03-25T00:00:00Z;http://www.wikidata.org/entity/Q552089;http://www.wikidata.org/entity/Q5663;
2281;10002723;Ziparten;;;;;;;;;;
2282;10002724;Zürich;;;;;;;;;;
2283;10002725;Bachtel;;;;;;;;;;
2284;10002726;Bolger;http://www.wikidata.org/entity/Q234970;Sarah Bolger;Sarah;Bolger;weiblich;1991-02-28T00:00:00Z;;http://www.wikidata.org/entity/Q1761;;
2285;10002728;Büelhalde;;;;;;;;;;
2286;10002729;Bützi;http://www.wikidata.org/entity/Q60716;Ferdinand Alexander Porsche;Ferdinand;;männlich;1935-12-11T00:00:00Z;2012-04-05T00:00:00Z;http://www.wikidata.org/entity/Q1022;http://www.wikidata.org/entity/Q34713;
2287;10002730;Ebnet;http://www.wikidata.org/entity/Q21286616;Lajos D'Ebneth;Lajos;;männlich;1902-05-13T00:00:00Z;1982-10-14T00:00:00Z;;http://www.wikidata.org/entity/Q2868;
2288;10002731;Fischer;http://www.wikidata.org/entity/Q57802;Gotthelf Fischer von Waldheim;Johann;Fischer;männlich;1771-10-13T00:00:00Z;1853-10-18T00:00:00Z;http://www.wikidata.org/entity/Q71154;http://www.wikidata.org/entity/Q649;
2289;10002732;Forch;http://www.wikidata.org/entity/Q90262;Philipp Forchheimer;Philipp;Forchheimer;männlich;1852-01-01T00:00:00Z;1933-01-01T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q668600;
2290;10002733;Garten;;;;;;;;;;
2291;10002734;Glärnisch;;;;;;;;;;
2292;10002735;Hofacker;http://www.wikidata.org/entity/Q13218559;Andreas Hofacker;Andreas;;männlich;1970-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q80548;;
2293;10002736;Höhen;;;;;;;;;;
2294;10002737;Langhans;http://www.wikidata.org/entity/Q64434;Carl Ferdinand Langhans;Carl;Langhans;männlich;1782-01-14T00:00:00Z;1869-11-22T00:00:00Z;http://www.wikidata.org/entity/Q1799;http://www.wikidata.org/entity/Q64;
2295;10002739;Langacker;http://www.wikidata.org/entity/Q726075;Ronald Langacker;Ronald;;männlich;1942-12-27T00:00:00Z;;http://www.wikidata.org/entity/Q985584;;
2296;10002742;Friedhof;;;;;;;;;;
2297;10002743;Hinterdorf;;;;;;;;;;
2298;10002744;Kirch;http://www.wikidata.org/entity/Q102281568;Kirch;;;männlich;;;;;
2299;10002745;Land;;;;;;;;;;
