;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;sex;birth;death;placebirth;placedeath
56704;10105371;Schönbühl;;;;;;;
56705;10105372;Spitalhof;;;;;;;
56706;10105373;Bahnhöfli;;;;;;;
56707;10105374;Richenseer;;;;;;;
56708;10105376;Sagenbach;;;;;;;
56709;10105377;Burg;;;;;;;
56710;10105378;Hohen;;;;;;;
56711;10105380;Berg;;;;;;;
56712;10105383;Bertiswil;;;;;;;
56713;10105384;Fläckematte;;;;;;;
56714;10105386;Mauritius;;;;;;;
56715;10105387;Pfrund;;;;;;;
56716;10105388;Blumen;;;;;;;
56717;10105389;Fahr;;;;;;;
56718;10105390;Waldegg;;;;;;;
56719;10105392;Wagner;;;;;;;
56720;10105394;Spinnerei;;;;;;;
56721;10105395;Büelhalden;;;;;;;
56722;10105396;Huebacher;;;;;;;
56723;10105397;Berg;;;;;;;
56724;10105398;Erlen;;;;;;;
56725;10105401;Schön;;;;;;;
56726;10105402;Storchengass;;;;;;;
56727;10105403;Alsen;;;;;;;
56728;10105404;Böni;;;;;;;
56729;10105405;Mettli;;;;;;;
56730;10105406;Kuppel;;;;;;;
56731;10105407;Posilipo;;;;;;;
56732;10105408;Tischenloo;;;;;;;
56733;10105410;Berghalde;;;;;;;
56734;10105411;Obstgarten;;;;;;;
56735;10105412;Dorf;;;;;;;
56736;10105413;Fuederholz;;;;;;;
56737;10105414;Raben;;;;;;;
56738;10105415;Alpstein;;;;;;;
56739;10105416;Brunegg;;;;;;;
56740;10105417;Chrummwis;;;;;;;
56741;10105418;Himmeli;;;;;;;
56742;10105419;Kreuz;;;;;;;
56743;10105420;Bühl;;;;;;;
56744;10105421;Steinacker;;;;;;;
56745;10105423;Bauernhalde;;;;;;;
56746;10105424;Ormissteig;;;;;;;
56747;10105425;Schilt;;;;;;;
56748;10105426;Winkel;;;;;;;
56749;10105427;Schützenhaus;;;;;;;
56750;10105428;Bahnhof;;;;;;;
56751;10105429;Glärnisch;;;;;;;
56752;10105430;Kronen;;;;;;;
56753;10105431;Gössikon;;;;;;;
56754;10105432;Max Daetwyler;;;;;;;
56755;10105433;Waltikon;;;;;;;
56756;10105434;Berg;;;;;;;
56757;10105435;Hasenbart;;;;;;;
56758;10105436;Letzi;;;;;;;
56759;10105437;Schlossberg;;;;;;;
56760;10105439;Bänkliholz;;;;;;;
56761;10105440;Ifang;;;;;;;
56762;10105441;Schloss;;;;;;;
56763;10105442;Waldhof;;;;;;;
56764;10105443;Bietenholz;;;;;;;
56765;10105444;Fehraltorfer;;;;;;;
56766;10105446;Gruebental;;;;;;;
56767;10105447;Kindhauser;;;;;;;
56768;10105448;Pfarr;;;;;;;
56769;10105449;Wangener;;;;;;;
56770;10105451;Schriberweid;;;;;;;
56771;10105478;Gyrhalde;;;;;;;
56772;10105479;Kessler;;;;;;;
56773;10105480;Uitikoner;;;;;;;
56774;10105481;Dietikoner;;;;;;;
56775;10105482;Regensdorfer;;;;;;;
56776;10105483;Albisrieder;;;;;;;
56777;10105484;Allmann;;;;;;;
56778;10105485;Anemonen;;;;;;;
56779;10105486;Astern;;;;;;;
56780;10105487;Auwiesen;;;;;;;
56781;10105488;Bellaria;;;;;;;
56782;10105489;Bernhard Jaeggi;;;;;;;
56783;10105490;Eggbühl;;;;;;;
56784;10105491;Eleonoren;;;;;;;
56785;10105492;ErnZöbeli;;;;;;;
56786;10105493;Feldgütli;;;;;;;
56787;10105494;Franklin;;;;;;;
56788;10105495;Frohbühl;;;;;;;
56789;10105496;Gamper;;;;;;;
56790;10105497;Geibel;;;;;;;
56791;10105498;Glattwiesen;;;;;;;
56792;10105501;Tgioc;;;;;;;
56793;10105502;Crapera;;;;;;;
56794;10105503;Tgantieni;;;;;;;
56795;10105505;Pro Radiend;;;;;;;
56796;10105517;Bahnhof;;;;;;;
56797;10105518;Casti;;;;;;;
56798;10105528;Chlinga;;;;;;;
56799;10105530;Curtgegn Davos;;;;;;;
56800;10105571;Hinder Winkel;;;;;;;
56801;10105572;Pfruond;;;;;;;
56802;10105573;Bachtobel;;;;;;;
56803;10105574;Guflis;;;;;;;
56804;10105575;Hochwang;;;;;;;
56805;10105576;Lur;;;;;;;
56806;10105577;Städtli;;;;;;;
56807;10105578;Scadena;;;;;;;
56808;10105579;Böschis;;;;;;;
56809;10105580;Pasch;;;;;;;
56810;10105583;Stations;;;;;;;
56811;10105589;Ziegel;;;;;;;
56812;10105590;Fuchsloch;;;;;;;
56813;10105592;Lostorf;;;;;;;
56814;10105593;Pulverhaus;;;;;;;
56815;10105594;Verena Ost;;;;;;;
56816;10105596;Talbach;;;;;;;
56817;10105597;Blumen;;;;;;;
56818;10105598;Scherbis;;;;;;;
56819;10105599;Biel;;;;;;;
56820;10105600;Gysula;;;;;;;
56821;10105601;Oberdorf;;;;;;;
56822;10105602;Vorderegg;;;;;;;
56823;10105603;Bach;;;;;;;
56824;10105604;Gersten;;;;;;;
56825;10105605;Kongo;;;;;;;
56826;10105606;Winkel;;;;;;;
56827;10105607;March;;;;;;;
56828;10105608;Sonnhalde;;;;;;;
56829;10105609;Chilematt;;;;;;;
56830;10105610;Reservoir;;;;;;;
56831;10105611;Enzian;;;;;;;
56832;10105656;Eschen;;;;;;;
56833;10105657;Höfli;;;;;;;
56834;10105658;Mühle;;;;;;;
56835;10105660;Sagenhofweid;;;;;;;
56836;10105662;Krienser;;;;;;;
56837;10105663;Rigiblick;;;;;;;
56838;10105664;Schöngrund;;;;;;;
56839;10105665;Untermatt;;;;;;;
56840;10105667;Renggloch;;;;;;;
56841;10105670;Waldheim;;;;;;;
56842;10105671;Heiterweid;;;;;;;
56843;10105672;Obermatt;;;;;;;
56844;10105674;Gärtner;;;;;;;
56845;10105675;Hochbühl;;;;;;;
56846;10105676;Kapuziner;;;;;;;
56847;10105677;Mühlematt;;;;;;;
56848;10105678;Rank;;;;;;;
56849;10105679;Richard Wagner;;;;;;;
56850;10105680;Rösslimatt;;;;;;;
56851;10105682;Industrie;;;;;;;
56852;10105689;Dorf;;;;;;;
56853;10105692;Furka;;;;;;;
56854;10105703;Bahntrasse;;;;;;;
56855;10105704;Galgenwald;;;;;;;
56856;10105705;Kreuzmatten;;;;;;;
56857;10105706;Heilbad;;;;;;;
56858;10105709;Paleten;;;;;;;
56859;10105738;Zihlmatte;;;;;;;
56860;10105740;Menzberg;;;;;;;
56861;10105741;Schaubmatte;;;;;;;
56862;10105746;Eigenmatt;;;;;;;
56863;10105747;li;;;;;;;
56864;10105750;Buchwald;;;;;;;
56865;10105751;Kaltbacher;;;;;;;
56866;10105752;Wendelinsmatte;;;;;;;
56867;10105753;Höchmatt;;;;;;;
56868;10105754;Träyermatte;;;;;;;
56869;10105758;Viehmarkt;;;;;;;
56870;10105759;Holzacher;;;;;;;
56871;10105761;Industrie Briseck;;;;;;;
56872;10105764;nstalden;;;;;;;
56873;10105767;Spittel;;;;;;;
56874;10105768;Ruotzig;;;;;;;
56875;10105769;Bonacher;;;;;;;
56876;10105770;Unterdorf;;;;;;;
56877;10105772;Mühle;;;;;;;
56878;10105773;Spielmatthof;;;;;;;
56879;10105774;Pro;;;;;;;
56880;10105775;Wyden;;;;;;;
56881;10105794;Kantons;;;;;;;
56882;10105796;Napoleon;;;;;;;
56883;10105797;Spittel;;;;;;;
56884;10105798;Ägerschbodu;;;;;;;
56885;10105799;Wiestiboden;;;;;;;
56886;10105867;Kirch;;;;;;;
56887;10105868;Brunnen;;;;;;;
56888;10105869;Chly Schnürlismatt;;;;;;;
56889;10105870;Bischofshusen;;;;;;;
56890;10105871;Wybergli;;;;;;;
56891;10105875;Breitenen;;;;;;;
56892;10105876;Hafen;;;;;;;
56893;10105877;Kornmatt;;;;;;;
56894;10105878;Sagenmatt;;;;;;;
56895;10105883;Wil;;;;;;;
56896;10105884;Laucheren;;;;;;;
56897;10105886;Fuchsmatt;;;;;;;
56898;10105887;Gütsch;;;;;;;
56899;10105888;Höhen;;;;;;;
56900;10105889;Mangelegg;;;;;;;
56901;10105890;Rüti;;;;;;;
56902;10105891;Sonnenplätzli;;;;;;;
56903;10105892;Tschaibrunnen;;;;;;;
56904;10105893;Aazopf;;;;;;;
56905;10105896;Industrie;;;;;;;
56906;10105899;Büel;;;;;;;
56907;10105900;Fellenrüti;;;;;;;
56908;10105903;Rosenburg;;;;;;;
56909;10105904;Wiesen;;;;;;;
56910;10105905;Rosen;;;;;;;
56911;10105906;Schneggenhubel;;;;;;;
56912;10105907;Unterbalm;;;;;;;
56913;10105927;matte;;;;;;;
56914;10105929;Bach;;;;;;;
56915;10105933;Bir Underfüerig;;;;;;;
56916;10105934;Lerchen;;;;;;;
56917;10105935;Rider;;;;;;;
56918;10105939;Sellmatte;;;;;;;
56919;10105940;Erlen;;;;;;;
56920;10105941;Glättemühle;;;;;;;
56921;10105942;Klosternhubel;;;;;;;
56922;10105943;Aare;;;;;;;
56923;10105944;Bellevue;;;;;;;
56924;10105945;Burger;;;;;;;
56925;10105946;Emma Horber;;;;;;;
56926;10105947;Industrie;;;;;;;
56927;10105948;Längmatt;;;;;;;
56928;10105949;Gantrisch;;;;;;;
56929;10105950;Nestle;;;;;;;
56930;10105955;Seminar;;;;;;;
56931;10105958;Post;;;;;;;
56932;10105959;Holzhäusern;;;;;;;
56933;10105962;Bahnhof;;;;;;;
56934;10105963;Sumpf;;;;;;;
56935;10105964;Vorderberg;;;;;;;
56936;10105965;Bären;;;;;;;
56937;10105967;Grienbach;;;;;;;
56938;10105968;Industrie;;;;;;;
56939;10105969;Loretohöhe;;;;;;;
56940;10105999;Furka;;;;;;;
56941;10106001;National;;;;;;;
56942;10106002;Remisberg;;;;;;;
56943;10106003;Lengwiler;;;;;;;
56944;10106004;Manau;;;;;;;
56945;10106005;Bahn;;;;;;;
56946;10106006;Rafensburg;;;;;;;
56947;10106007;Oberdorf;;;;;;;
56948;10106008;Haupt;;;;;;;
56949;10106009;Hurnen;;;;;;;
56950;10106010;Tösstal;;;;;;;
56951;10106011;Linden;;;;;;;
56952;10106012;Fabrik;;;;;;;
56953;10106013;Schmidanenberg;;;;;;;
56954;10106014;Lommiser;;;;;;;
56955;10106015;Rüti;;;;;;;
56956;10106016;Weier;;;;;;;
56957;10106017;Unterdorf;;;;;;;
56958;10106018;Kappel;;;;;;;
56959;10106019;Post;;;;;;;
56960;10106020;Birken;;;;;;;
56961;10106021;Dorf;;;;;;;
56962;10106022;Säge;;;;;;;
56963;10106036;Bahnhof Park;;;;;;;
56964;10106038;Hofmattpark;;;;;;;
56965;10106039;Golfpark;;;;;;;
56966;10106043;Oberhof;;;;;;;
56967;10106045;Aegerten;;;;;;;
56968;10106051;Brunegg;;;;;;;
56969;10106054;Haslen;;;;;;;
56970;10106055;Adelboden;;;;;;;
56971;10106056;Egg;;;;;;;
56972;10106058;Winkel;;;;;;;
56973;10106064;Rohrmatt;;;;;;;
56974;10106067;Weingarten;;;;;;;
56975;10106072;Hirstig;;;;;;;
56976;10106073;Marthaler;;;;;;;
56977;10106074;Kirch;;;;;;;
56978;10106076;Höfli;;;;;;;
56979;10106077;Schlatterpünt;;;;;;;
56980;10106078;Styg;;;;;;;
56981;10106079;Luegi;;;;;;;
56982;10106080;Andelfinger;;;;;;;
56983;10106083;Breitlen;;;;;;;
56984;10106084;Flaachtal;;;;;;;
56985;10106085;Chloster;;;;;;;
56986;10106086;Schlosshalde;;;;;;;
56987;10106087;Badener;;;;;;;
56988;10106108;Siezer;;;;;;;
56989;10106122;Herrensberg;;;;;;;
56990;10106124;Sigrischtuschir;;;;;;;
56991;10106144;Grundhof;;;;;;;
56992;10106145;Oberdorf;;;;;;;
56993;10106147;Stampach;;;;;;;
56994;10106148;Luzerner;;;;;;;
56995;10106149;Stadt;;;;;;;
56996;10106151;Hinterdorf;;;;;;;
56997;10106152;Uffikoner;;;;;;;
56998;10106157;Widenbach;;;;;;;
56999;10106158;Basel;;;;;;;
57000;10106159;Baumgarten;;;;;;;
57001;10106160;Mühlehof;;;;;;;
57002;10106162;Althus;;;;;;;
57003;10106163;Sonneck;;;;;;;
57004;10106164;Fahrberg;;;;;;;
57005;10106165;Pfisterhus;;;;;;;
57006;10106166;Eichbühl;;;;;;;
57007;10106167;Sandgruben;;;;;;;
57008;10106172;Wolfgrueben;;;;;;;
57009;10106173;Hostett;;;;;;;
57010;10106174;Sommerweid;;;;;;;
57011;10106175;Wohnpark Seerose;;;;;;;
57012;10106177;Bitzighofer;;;;;;;
57013;10106178;Cher;;;;;;;
57014;10106179;Ennetrieder;;;;;;;
57015;10106180;Glashütten;;;;;;;
57016;10106182;Mondmattli;;;;;;;
57017;10106296;Steinfeld;;;;;;;
57018;10106297;Aemmetweid;;;;;;;
57019;10106298;Weid;;;;;;;
57020;10106301;Sunnmatt;;;;;;;
57021;10106303;Oberberg;;;;;;;
57022;10106304;Aemmet;;;;;;;
57023;10106306;Schul;;;;;;;
57024;10106307;Hinter;;;;;;;
57025;10106308;Aeschhalde;;;;;;;
57026;10106311;Morgen;;;;;;;
57027;10106312;Hofacker;;;;;;;
57028;10106313;Ob Halde;;;;;;;
57029;10106321;Schwandegg;;;;;;;
57030;10106323;Junkerental;;;;;;;
57031;10106326;Schauberg;;;;;;;
57032;10106327;Wiesen;;;;;;;
57033;10106328;Pünten;;;;;;;
57034;10106329;Hungerbüelsteig;;;;;;;
57035;10106338;Sampel;;;;;;;
57036;10106341;Klee;;;;;;;
57037;10106343;Friedhof;;;;;;;
57038;10106345;Kern;;;;;;;
57039;10106346;Niederflachs;;;;;;;
57040;10106347;Schwimmbad;;;;;;;
57041;10106348;Unter;;;;;;;
57042;10106349;Bahn;;;;;;;
57043;10106350;Stapfacker;;;;;;;
57044;10106351;Neue Winterthurer;;;;;;;
57045;10106352;Waldegg;;;;;;;
57046;10106353;Land;;;;;;;
57047;10106354;Tannen;;;;;;;
57048;10106355;Büelwisen;;;;;;;
57049;10106356;Irchenbüel;;;;;;;
57050;10106358;Hinterhof;;;;;;;
57051;10106359;Rüti;;;;;;;
57052;10106360;Weid;;;;;;;
57053;10106361;Huswisen;;;;;;;
57054;10106362;Bühlwiesen;;;;;;;
57055;10106363;Schuelacher;;;;;;;
57056;10106364;Oberacker;;;;;;;
57057;10106365;Bettacker;;;;;;;
57058;10106366;Alte;;;;;;;
57059;10106367;Kirch;;;;;;;
57060;10106368;Winterthurer;;;;;;;
57061;10106369;Propstei;;;;;;;
57062;10106370;Fuchsenried;;;;;;;
57063;10106371;Grossried;;;;;;;
57064;10106373;Hans Hugi;;;;;;;
57065;10106374;Lischen;;;;;;;
57066;10106375;Reben;;;;;;;
57067;10106376;Wald;;;;;;;
57068;10106377;Gottfried Ischer;;;;;;;
57069;10106378;Unter;;;;;;;
57070;10106379;Fritz Oppliger;;;;;;;
57071;10106380;Wasser;;;;;;;
57072;10106381;Jean Sessler;;;;;;;
57073;10106382;Fröhlisberg;;;;;;;
57074;10106383;Allmend;;;;;;;
57075;10106384;Neuenburg;;;;;;;
57076;10106385;Liguster;;;;;;;
57077;10106386;Chilenacher;;;;;;;
57078;10106387;Steingarten;;;;;;;
57079;10106389;Stümel;;;;;;;
57080;10106390;Pöstli;;;;;;;
57081;10106391;Bungert;;;;;;;
57082;10106392;Rüti;;;;;;;
57083;10106393;Aeugster;;;;;;;
57084;10106394;Chalchofen;;;;;;;
57085;10106395;Gruben;;;;;;;
57086;10106396;Rebberg;;;;;;;
57087;10106397;Loorenfeld;;;;;;;
57088;10106398;Oetlistal;;;;;;;
57089;10106399;Seewadel;;;;;;;
57090;10106400;Werk;;;;;;;
57091;10106401;Buechenegg;;;;;;;
57092;10106402;Eiacher;;;;;;;
57093;10106403;Lüttenberg;;;;;;;
57094;10106404;Sihltal;;;;;;;
57095;10106407;Rigiblick;;;;;;;
57096;10106408;Chüefer;;;;;;;
57097;10106409;Allmend;;;;;;;
57098;10106410;Gehrreben;;;;;;;
57099;10106411;Hofacker;;;;;;;
57100;10106412;Buchen;;;;;;;
57101;10106413;Ried;;;;;;;
57102;10106414;Zwilliker;;;;;;;
57103;10106415;Schützenwies;;;;;;;
57104;10106416;Hasental;;;;;;;
57105;10106417;Schulhaus;;;;;;;
57106;10106418;Aspli;;;;;;;
57107;10106419;Gutsbetrieb Freudenberg;;;;;;;
57108;10106420;Höngger;;;;;;;
57109;10106421;Maschwander;;;;;;;
57110;10106422;Schürenweid;;;;;;;
57111;10106423;Weid;;;;;;;
57112;10106424;Bergacher;;;;;;;
57113;10106425;Hölibach;;;;;;;
57114;10106426;Neugut;;;;;;;
57115;10106432;n;;;;;;;
57116;10106433;Biel;;;;;;;
57117;10106434;Kapuziner;;;;;;;
57118;10106435;Wiery;;;;;;;
57119;10106444;Sennerei;;;;;;;
57120;10106445;Bochten;;;;;;;
57121;10106478;Fehraltorfer;;;;;;;
57122;10106479;Grosswis;;;;;;;
57123;10106480;Eichhalden;;;;;;;
57124;10106481;Ausserdorf;;;;;;;
57125;10106482;Gfenn;;;;;;;
57126;10106484;Forren;;;;;;;
57127;10106486;Leimen;;;;;;;
57128;10106487;Letten;;;;;;;
57129;10106489;Säntis;;;;;;;
57130;10106490;Vordermüli;;;;;;;
57131;10106491;Ernetschwiler;;;;;;;
57132;10106492;Zwingli;;;;;;;
57133;10106493;Gaswerk;;;;;;;
57134;10106494;Schönboden;;;;;;;
57135;10106495;Bauwiler;;;;;;;
57136;10106496;Gwadt;;;;;;;
57137;10106498;Rispel;;;;;;;
57138;10106499;Vogelherd;;;;;;;
57139;10106500;Halden;;;;;;;
57140;10106504;Brauerei;;;;;;;
57141;10106505;Gill;;;;;;;
57142;10106506;Schalp;;;;;;;
57143;10106510;Tanzhaus;;;;;;;
57144;10106556;Feld;;;;;;;
57145;10106558;Pro Crusch;;;;;;;
57146;10106559;Dim;;;;;;;
57147;10106560;Sumvitg;;;;;;;
57148;10106562;Sumvitg;;;;;;;
57149;10106563;Gazeta;;;;;;;
57150;10106564;Sut Munts;;;;;;;
57151;10106567;Denter Ers;;;;;;;
57152;10106568;Suro;;;;;;;
57153;10106569;Oberfeld;;;;;;;
57154;10106570;Prau Tumasch;;;;;;;
57155;10106580;Cuort Tschat;;;;;;;
57156;10106581;Straglia Sar Josef;;;;;;;
57157;10106582;Funtanella;;;;;;;
57158;10106583;Giandains;;;;;;;
57159;10106584;Pros God;;;;;;;
57160;10106585;Piz Sura;;;;;;;
57161;10106586;dals Bofs;;;;;;;
57162;10106599;Säntis;;;;;;;
57163;10106607;Stockenmatt;;;;;;;
57164;10106608;Mülibüel;;;;;;;
57165;10106609;Tischmacherhüsli;;;;;;;
57166;10106613;Göldisteig;;;;;;;
57167;10106619;Rietwis;;;;;;;
57168;10106620;Trüllisberg;;;;;;;
57169;10106622;Güntenen;;;;;;;
57170;10106623;Rössli;;;;;;;
57171;10106626;Büelbuck;;;;;;;
57172;10106638;Lägern;;;;;;;
57173;10106639;Badener;;;;;;;
57174;10106640;Juch;;;;;;;
57175;10106641;Bodenäcker;;;;;;;
57176;10106643;Musterlee;;;;;;;
57177;10106644;Baumgarten;;;;;;;
57178;10106645;Matten;;;;;;;
57179;10106646;Bremgarten;;;;;;;
57180;10106647;Rebhalden;;;;;;;
57181;10106648;Zentral;;;;;;;
57182;10106649;Glärnisch;;;;;;;
57183;10106650;Sand;;;;;;;
57184;10106651;Mülibach;;;;;;;
57185;10106652;Bifang;;;;;;;
57186;10106653;Sonnen;;;;;;;
57187;10106654;Haufländli;;;;;;;
57188;10106655;Baumgarten;;;;;;;
57189;10106656;Sulzer;;;;;;;
57190;10106657;Dorf;;;;;;;
57191;10106658;Greubstel;;;;;;;
57192;10106659;Koller;;;;;;;
57193;10106660;Pelikan;;;;;;;
57194;10106661;Sonn;;;;;;;
57195;10106662;Zelg;;;;;;;
57196;10106664;Affander;;;;;;;
57197;10106665;Unterzelg;;;;;;;
57198;10106666;Wald;;;;;;;
57199;10106667;Itenhard;;;;;;;
57200;10106668;Lerchen;;;;;;;
57201;10106685;Schürweid;;;;;;;
57202;10106686;dem;;;;;;;
57203;10106687;Hobacher;;;;;;;
57204;10106688;Meiholz;;;;;;;
57205;10106689;Schürmatt;;;;;;;
57206;10106690;Chesslermatt;;;;;;;
57207;10106691;Lerchenhof;;;;;;;
57208;10106692;Eichmatt;;;;;;;
57209;10106693;Hütten;;;;;;;
57210;10106697;Eichen;;;;;;;
57211;10106698;Grüt;;;;;;;
57212;10106699;Leimatten;;;;;;;
57213;10106700;Wolfetsloh;;;;;;;
57214;10106704;Mettlen;;;;;;;
57215;10106705;Berg;;;;;;;
57216;10106713;Schachen;;;;;;;
57217;10106714;Styg;;;;;;;
57218;10106715;Aeschi;;;;;;;
57219;10106716;Stadelbach;;;;;;;
57220;10106717;Ross;;;;;;;
57221;10106718;Amthaus;;;;;;;
57222;10106719;Chrümig;;;;;;;
57223;10106720;Hofit;;;;;;;
57224;10106721;Post;;;;;;;
57225;10106735;Understock;;;;;;;
57226;10106737;Aarmatten;;;;;;;
57227;10106738;Breitenzaun;;;;;;;
57228;10106739;Hirschen;;;;;;;
57229;10106740;Liechtenen;;;;;;;
57230;10106751;Aegerten;;;;;;;
57231;10106759;Seeacher;;;;;;;
57232;10106760;Markt;;;;;;;
57233;10106761;Rathaus;;;;;;;
57234;10106762;Höhgaden;;;;;;;
57235;10106763;Kromen;;;;;;;
57236;10106764;Pfarr;;;;;;;
57237;10106766;Maisbühl;;;;;;;
57238;10106768;Ulmiz;;;;;;;
57239;10106769;Industrie;;;;;;;
57240;10106770;Hausmatt;;;;;;;
57241;10106771;Bündtenacker;;;;;;;
57242;10106772;Schlatt;;;;;;;
57243;10106773;Vorstatt;;;;;;;
57244;10106774;Friedhof;;;;;;;
57245;10106775;Veilchen;;;;;;;
57246;10106776;Garten;;;;;;;
57247;10106777;Büchel;;;;;;;
57248;10106781;Chlepfen;;;;;;;
57249;10106782;Hegis;;;;;;;
57250;10106786;Spinnerei;;;;;;;
57251;10106787;Ahorn;;;;;;;
57252;10106789;Christopherus;;;;;;;
57253;10106790;Flora;;;;;;;
57254;10106793;Flawiler;;;;;;;
57255;10106801;Bach;;;;;;;
57256;10106802;Degersheimer;;;;;;;
57257;10106803;Krankenhaus;;;;;;;
57258;10106804;Primel;;;;;;;
57259;10106806;Unter;;;;;;;
57260;10106807;Blumen;;;;;;;
57261;10106808;Müli;;;;;;;
57262;10106813;Kaplanei;;;;;;;
57263;10106814;Neu Ergeten;;;;;;;
57264;10106815;Rosen;;;;;;;
57265;10106816;Stolzenberg;;;;;;;
57266;10106817;Watt;;;;;;;
57267;10106818;Steig;;;;;;;
57268;10106819;Hochwacht;;;;;;;
57269;10106820;Unterhueb;;;;;;;
57270;10106821;Billwiler;;;;;;;
57271;10106823;Sonnenhalde;;;;;;;
57272;10106824;Weidacker;;;;;;;
57273;10106825;Otmarsegg;;;;;;;
57274;10106826;Lärchenhügel;;;;;;;
57275;10106827;Primel;;;;;;;
57276;10106828;Sonnmatt;;;;;;;
57277;10106829;Schmied;;;;;;;
57278;10106830;Sonnen;;;;;;;
57279;10106832;Bernhardzeller;;;;;;;
57280;10106867;Landwasser;;;;;;;
57281;10106868;Hof;;;;;;;
57282;10106869;Salzgäba;;;;;;;
57283;10106870;Stocken;;;;;;;
57284;10106871;Pederis;;;;;;;
57285;10106873;Usserdorf;;;;;;;
57286;10106913;Leisenberg;;;;;;;
57287;10106914;Widmann;;;;;;;
57288;10106915;Klingelloch;;;;;;;
57289;10106916;Bergreben;;;;;;;
57290;10106917;Rüti;;;;;;;
57291;10106919;Haupt;;;;;;;
57292;10106920;Haupt;;;;;;;
57293;10106921;Bündten;;;;;;;
57294;10106922;Sigmatt;;;;;;;
57295;10106923;Zelgwasser;;;;;;;
57296;10106924;Junkerschloss;;;;;;;
57297;10106925;Haupt;;;;;;;
57298;10106926;Bündten;;;;;;;
57299;10106927;Spycher;;;;;;;
57300;10106928;Zietmatt;;;;;;;
57301;10106929;Felsen;;;;;;;
57302;10106930;Kirch;;;;;;;
57303;10106931;Dorf;;;;;;;
57304;10106932;Haupt;;;;;;;
57305;10106933;Ziefner;;;;;;;
57306;10106934;Haupt;;;;;;;
57307;10106935;Bündten;;;;;;;
57308;10106936;Bachacker;;;;;;;
57309;10106937;Lör;;;;;;;
57310;10106938;Teichmatt;;;;;;;
57311;10106939;Schloss;;;;;;;
57312;10106940;Hanenbüel;;;;;;;
57313;10106941;Oberwies;;;;;;;
57314;10106942;Schlatter;;;;;;;
57315;10106943;Wisten;;;;;;;
57316;10106944;Oberberg;;;;;;;
57317;10106945;Rosenberg;;;;;;;
57318;10106946;Trubegüetli;;;;;;;
57319;10106947;Dachsenbüel;;;;;;;
57320;10106948;ErnHomberger;;;;;;;
57321;10106949;Julier;;;;;;;
57322;10106950;Kometsträsschen;;;;;;;
57323;10106951;Rheinhalden;;;;;;;
57324;10106952;Sandacker;;;;;;;
57325;10106953;Schneckenacker;;;;;;;
57326;10106992;Juch;;;;;;;
57327;10106993;Galler;;;;;;;
57328;10106996;Weber;;;;;;;
57329;10106997;Büten;;;;;;;
57330;10106998;Kirch;;;;;;;
57331;10106999;Eglifeld;;;;;;;
57332;10107000;Lengwiler;;;;;;;
57333;10107001;Bahnhof;;;;;;;
57334;10107002;Heimgarten;;;;;;;
57335;10107003;Ahorn;;;;;;;
57336;10107004;Burg;;;;;;;
57337;10107005;Freihof;;;;;;;
57338;10107006;Grünen Hof;;;;;;;
57339;10107007;Maurer;;;;;;;
57340;10107008;Romanshorner;;;;;;;
57341;10107009;Tannegg;;;;;;;
57342;10107011;Reben;;;;;;;
57343;10107012;Wiesen;;;;;;;
57344;10107014;Wisegrund;;;;;;;
57345;10107015;Bucher;;;;;;;
57346;10107016;Kirch;;;;;;;
57347;10107017;Sägerei;;;;;;;
57348;10107018;Bruggweier;;;;;;;
57349;10107019;Krummacker;;;;;;;
57350;10107020;Sonnen;;;;;;;
57351;10107022;Chilberg;;;;;;;
57352;10107024;Weinberg;;;;;;;
57353;10107028;Brüelhalde;;;;;;;
57354;10107029;Hochwacht;;;;;;;
57355;10107030;Linden;;;;;;;
57356;10107034;Steinacker;;;;;;;
57357;10107035;Oberdorf;;;;;;;
57358;10107036;Frauenfelder;;;;;;;
57359;10107037;Oberdorf;;;;;;;
57360;10107038;Grünhof;;;;;;;
57361;10107042;Wiesenfeld;;;;;;;
57362;10107044;Neumatt;;;;;;;
57363;10107045;Jungfrau;;;;;;;
57364;10107046;Steinacker;;;;;;;
57365;10107047;Dorf;;;;;;;
57366;10107048;Tannen;;;;;;;
57367;10107049;Lager;;;;;;;
57368;10107050;Horburg;;;;;;;
57369;10107051;Bäumli;;;;;;;
57370;10107052;Park;;;;;;;
57371;10107053;Bärenbrunnen;;;;;;;
57372;10107054;Letten;;;;;;;
57373;10107055;Donnerbaum;;;;;;;
57374;10107056;Muggenberg;;;;;;;
57375;10107057;Dürrenboden;;;;;;;
57376;10107058;Gitterli;;;;;;;
57377;10107059;Längi;;;;;;;
57378;10107060;Brühl;;;;;;;
57379;10107061;Sonnen;;;;;;;
57380;10107062;Kulmacker;;;;;;;
57381;10107063;Drossel;;;;;;;
57382;10107064;Gige;;;;;;;
57383;10107065;Ziegelhütte;;;;;;;
57384;10107066;Rebberg;;;;;;;
57385;10107067;Otmar;;;;;;;
57386;10107068;Industrie;;;;;;;
57387;10107069;Schybenächer;;;;;;;
57388;10107070;Föhrensteig;;;;;;;
57389;10107071;Trottensteig;;;;;;;
57390;10107072;Kuhhalde;;;;;;;
57391;10107073;Bernau;;;;;;;
57392;10107074;Mühlehalde;;;;;;;
57393;10107075;Brunnen;;;;;;;
57394;10107076;Matten;;;;;;;
57395;10107077;Ahorn;;;;;;;
