;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;sex;birth;death;placebirth;placedeath
17662;10027714;Zollmatt;;;;;;;
17663;10027715;Zweien;;;;;;;
17664;10027716;Brunnacher;;;;;;;
17665;10027717;nbrunnen;;;;;;;
17666;10027718;Grund;;;;;;;
17667;10027719;Höhen;;;;;;;
17668;10027720;Höhen;;;;;;;
17669;10027721;Post;;;;;;;
17670;10027722;Rüti;;;;;;;
17671;10027723;Zelgli;;;;;;;
17672;10027724;Allmend;;;;;;;
17673;10027725;Brünnler;;;;;;;
17674;10027726;Bubendörfer;;;;;;;
17675;10027727;Einschlag;;;;;;;
17676;10027728;Winkel;;;;;;;
17677;10027729;Jura;;;;;;;
17678;10027730;Kilch;;;;;;;
17679;10027731;Lindacker;;;;;;;
17680;10027732;Passwang;;;;;;;
17681;10027733;Rebhalden;;;;;;;
17682;10027734;Vor Eich;;;;;;;
17683;10027735;Basel;;;;;;;
17684;10027736;Büntenacker;;;;;;;
17685;10027737;Dochelen;;;;;;;
17686;10027738;Haupt;;;;;;;
17687;10027739;Hüslimatt;;;;;;;
17688;10027740;Baumgarten;;;;;;;
17689;10027742;Kirch;;;;;;;
17690;10027743;Mühle;;;;;;;
17691;10027744;Fürhäupten;;;;;;;
17692;10027745;Steinenbühl;;;;;;;
17693;10027746;Brogli;;;;;;;
17694;10027747;Hinterwänger;;;;;;;
17695;10027748;Lauf;;;;;;;
17696;10027749;Obermatt;;;;;;;
17697;10027751;Steinen;;;;;;;
17698;10027752;Gemsacker;;;;;;;
17699;10027753;Golchen;;;;;;;
17700;10027754;Limberg;;;;;;;
17701;10027755;Rohrmatt;;;;;;;
17702;10027756;Golchen;;;;;;;
17703;10027759;Duttli;;;;;;;
17704;10027760;Ebnet;;;;;;;
17705;10027761;Felsen;;;;;;;
17706;10027762;Haupt;;;;;;;
17707;10027763;Rausen;;;;;;;
17708;10027764;Schul;;;;;;;
17709;10027766;Holt;;;;;;;
17710;10027767;Brunn;;;;;;;
17711;10027768;Helliker;;;;;;;
17712;10027769;Kehrmatt;;;;;;;
17713;10027770;Kehr;;;;;;;
17714;10027771;Laig;;;;;;;
17715;10027772;Langächerli;;;;;;;
17716;10027774;Rickenbacher;;;;;;;
17717;10027775;Sommerstahl;;;;;;;
17718;10027776;Zuzger;;;;;;;
17719;10027777;Bifang;;;;;;;
17720;10027778;Haupt;;;;;;;
17721;10027779;Bifang;;;;;;;
17722;10027780;Löhr;;;;;;;
17723;10027781;Moos;;;;;;;
17724;10027782;Neu;;;;;;;
17725;10027783;Rebmatt;;;;;;;
17726;10027784;Moosmatt;;;;;;;
17727;10027786;Schul;;;;;;;
17728;10027787;Letten;;;;;;;
17729;10027790;Burghalden;;;;;;;
17730;10027791;Fürholden;;;;;;;
17731;10027792;Haupt;;;;;;;
17732;10027793;Hofacker;;;;;;;
17733;10027794;Härgelen;;;;;;;
17734;10027795;Mettlen;;;;;;;
17735;10027796;Rebmatt;;;;;;;
17736;10027797;Rebmatt;;;;;;;
17737;10027798;Stollten;;;;;;;
17738;10027799;Stollten;;;;;;;
17739;10027800;Wiedenacker;;;;;;;
17740;10027801;Zwieden;;;;;;;
17741;10027802;Land;;;;;;;
17742;10027803;Wiler;;;;;;;
17743;10027806;Feldeck;;;;;;;
17744;10027807;Michelau;;;;;;;
17745;10027809;Stelz;;;;;;;
17746;10027816;Catamin;;;;;;;
17747;10027822;Casealas;;;;;;;
17748;10027826;Muletg;;;;;;;
17749;10027828;Orademvitg;;;;;;;
17750;10027831;Si Davos;;;;;;;
17751;10027832;Feld;;;;;;;
17752;10027833;Halden;;;;;;;
17753;10027834;Hauacker;;;;;;;
17754;10027835;Mattenacker;;;;;;;
17755;10027837;Pilatus;;;;;;;
17756;10027839;Sami;;;;;;;
17757;10027840;Schwetti;;;;;;;
17758;10027845;Hinterdorf;;;;;;;
17759;10027846;Industrie;;;;;;;
17760;10027847;Kreuzfeld;;;;;;;
17761;10027848;Schäfli;;;;;;;
17762;10027849;Sonnmatt;;;;;;;
17763;10027850;Speiser;;;;;;;
17764;10027851;Galler;;;;;;;
17765;10027852;Stand;;;;;;;
17766;10027853;Säntis;;;;;;;
17767;10027854;Tell;;;;;;;
17768;10027855;Tennis;;;;;;;
17769;10027856;Than;;;;;;;
17770;10027857;Thomas Bornhauser;;;;;;;
17771;10027858;Turm;;;;;;;
17772;10027859;Waag;;;;;;;
17773;10027860;Walhalla;;;;;;;
17774;10027861;Weiher;;;;;;;
17775;10027862;Weingarten;;;;;;;
17776;10027863;Weite;;;;;;;
17777;10027864;Winkelried;;;;;;;
17778;10027865;Ahorn;;;;;;;
17779;10027866;Brunnenwiesen;;;;;;;
17780;10027867;Buchen;;;;;;;
17781;10027869;Fetzisloh;;;;;;;
17782;10027870;Hägli;;;;;;;
17783;10027871;See;;;;;;;
17784;10027872;Wohn;;;;;;;
17785;10027873;Hasel;;;;;;;
17786;10027874;Niederfeld;;;;;;;
17787;10027875;Amriswiler;;;;;;;
17788;10027876;Gärten;;;;;;;
17789;10027877;Käserei;;;;;;;
17790;10027878;Lehmwiesen;;;;;;;
17791;10027879;Oberdorf;;;;;;;
17792;10027880;Unterdorf;;;;;;;
17793;10027881;Uttwiler;;;;;;;
17794;10027882;Almensberg;;;;;;;
17795;10027887;Arboner;;;;;;;
17796;10027892;Gristenbühl;;;;;;;
17797;10027893;Halden;;;;;;;
17798;10027897;Oberzelg;;;;;;;
17799;10027898;Schochenhauserzelg;;;;;;;
17800;10027899;Schochenhaus;;;;;;;
17801;10027902;Schellenberg;;;;;;;
17802;10027903;Tignez;;;;;;;
17803;10027908;Scalottas;;;;;;;
17804;10027911;Girs;;;;;;;
17805;10027914;Pro Peua;;;;;;;
17806;10027915;Pro Clavo;;;;;;;
17807;10027916;Soldadis;;;;;;;
17808;10027919;Neumatt;;;;;;;
17809;10027920;Niesenberg;;;;;;;
17810;10027921;Panorama;;;;;;;
17811;10027922;Quellen;;;;;;;
17812;10027923;Rietenberg;;;;;;;
17813;10027924;Rigi;;;;;;;
17814;10027925;Rosen;;;;;;;
17815;10027926;Schilli;;;;;;;
17816;10027927;Sonn;;;;;;;
17817;10027928;acker;;;;;;;
17818;10027929;Unterdorfmatten;;;;;;;
17819;10027930;Vorstadt;;;;;;;
17820;10027931;Wiesen;;;;;;;
17821;10027932;Blumen;;;;;;;
17822;10027933;Fahrdacker;;;;;;;
17823;10027934;Flora;;;;;;;
17824;10027935;Kleinzelg;;;;;;;
17825;10028015;Ahorn;;;;;;;
17826;10028029;Moos;;;;;;;
17827;10028046;Zedern;;;;;;;
17828;10028047;Zehnten;;;;;;;
17829;10028048;Acker;;;;;;;
17830;10028049;Lenzburger;;;;;;;
17831;10028050;Zürich;;;;;;;
17832;10028051;Altfeld;;;;;;;
17833;10028052;Birken;;;;;;;
17834;10028053;Blumen;;;;;;;
17835;10028054;Breite;;;;;;;
17836;10028055;Böllisteig;;;;;;;
17837;10028056;Bölli;;;;;;;
17838;10028057;Egge;;;;;;;
17839;10028058;Farm;;;;;;;
17840;10028059;Flieder;;;;;;;
17841;10028060;Gewerbe;;;;;;;
17842;10028061;Gislifluh;;;;;;;
17843;10028062;Grien;;;;;;;
17844;10028063;Grünau;;;;;;;
17845;10028064;Haupt;;;;;;;
17846;10028065;Hermen;;;;;;;
17847;10028066;Höhen;;;;;;;
17848;10028067;Boden;;;;;;;
17849;10028068;Korn;;;;;;;
17850;10028069;Kännelmatt;;;;;;;
17851;10028070;Leinen;;;;;;;
17852;10028071;Lenzhard;;;;;;;
17853;10028072;Lerchen;;;;;;;
17854;10028073;Lochmatt;;;;;;;
17855;10028074;Möriker;;;;;;;
17856;10028075;Neumatten;;;;;;;
17857;10028076;Ortolan;;;;;;;
17858;10028077;Pilz;;;;;;;
17859;10028078;Pirol;;;;;;;
17860;10028079;Rothbleiche;;;;;;;
17861;10028080;Schloss;;;;;;;
17862;10028081;Schulhaus;;;;;;;
17863;10028082;Dänkelbach;;;;;;;
17864;10028083;Flue;;;;;;;
17865;10028084;Freienwil;;;;;;;
17866;10028085;Friedhof;;;;;;;
17867;10028086;Hang;;;;;;;
17868;10028088;Sonnenhalde;;;;;;;
17869;10028089;Sonnenhof;;;;;;;
17870;10028090;Steig;;;;;;;
17871;10028091;Steig;;;;;;;
17872;10028092;Unterdorf;;;;;;;
17873;10028095;Ahorn;;;;;;;
17874;10028098;Lärchen;;;;;;;
17875;10028105;Bunt;;;;;;;
17876;10028107;Dorf;;;;;;;
17877;10028116;Amtwis;;;;;;;
17878;10028119;Flooz;;;;;;;
17879;10028120;Hochsteig;;;;;;;
17880;10028122;Rosengarten;;;;;;;
17881;10028124;Wiler;;;;;;;
17882;10028126;Mariaga;;;;;;;
17883;10028127;Montaschg;;;;;;;
17884;10028130;Schul;;;;;;;
17885;10028131;Seetal;;;;;;;
17886;10028132;Sonnen;;;;;;;
17887;10028133;Strossacher;;;;;;;
17888;10028134;Talhaus;;;;;;;
17889;10028135;Ulmen;;;;;;;
17890;10028136;Wil;;;;;;;
17891;10028137;Winkel;;;;;;;
17892;10028138;Altacker;;;;;;;
17893;10028139;Berg;;;;;;;
17894;10028140;Brestenberg;;;;;;;
17895;10028141;Buchserhübeli;;;;;;;
17896;10028142;Bös;;;;;;;
17897;10028143;Eich;;;;;;;
17898;10028144;Fluren;;;;;;;
17899;10028145;Hubpünt;;;;;;;
17900;10028147;Kindergarten;;;;;;;
17901;10028148;Krummatt;;;;;;;
17902;10028149;Rütihof;;;;;;;
17903;10028150;Döttinger;;;;;;;
17904;10028151;Ampeli;;;;;;;
17905;10028152;Bernerland;;;;;;;
17906;10028153;Buechli;;;;;;;
17907;10028154;Guggenbühl;;;;;;;
17908;10028155;Kindergarten;;;;;;;
17909;10028156;Langmesser;;;;;;;
17910;10028158;Schlössli;;;;;;;
17911;10028160;Giffig;;;;;;;
17912;10028161;Hegi;;;;;;;
17913;10028163;Neuwiese;;;;;;;
17914;10028164;Haupt;;;;;;;
17915;10028165;Ausserdorf;;;;;;;
17916;10028166;Ebni;;;;;;;
17917;10028168;Ifang;;;;;;;
17918;10028169;Kapellen;;;;;;;
17919;10028171;Rümiker;;;;;;;
17920;10028172;Uehalde;;;;;;;
17921;10028173;Achenberg;;;;;;;
17922;10028174;Bad;;;;;;;
17923;10028175;Bahnhof;;;;;;;
17924;10028176;Barz;;;;;;;
17925;10028177;Bohrturm;;;;;;;
17926;10028178;Breite;;;;;;;
17927;10028179;Brugger;;;;;;;
17928;10028180;Entwiesen;;;;;;;
17929;10028181;Feldblumen;;;;;;;
17930;10028182;Flieder;;;;;;;
17931;10028183;Hasen;;;;;;;
17932;10028190;Buch;;;;;;;
17933;10028191;Bucher;;;;;;;
17934;10028193;Kehlhof;;;;;;;
17935;10028194;Luxburg;;;;;;;
17936;10028195;Luxburg;;;;;;;
17937;10028196;Mooswiesen;;;;;;;
17938;10028197;Romanshorner;;;;;;;
17939;10028198;Scheid;;;;;;;
17940;10028199;Schilf;;;;;;;
17941;10028202;Wilen;;;;;;;
17942;10028203;Chirchägger;;;;;;;
17943;10028204;Chressibuech;;;;;;;
17944;10028205;Gehre;;;;;;;
17945;10028206;Halde;;;;;;;
17946;10028207;Hamisfeld;;;;;;;
17947;10028208;Mosmüli;;;;;;;
17948;10028209;Sonnenberg;;;;;;;
17949;10028210;Aach;;;;;;;
17950;10028211;Flawiler;;;;;;;
17951;10028212;Florapark;;;;;;;
17952;10028213;Flurhof;;;;;;;
17953;10028214;Freudenau;;;;;;;
17954;10028216;Friedtal;;;;;;;
17955;10028217;Fröbel;;;;;;;
17956;10028218;Gallus;;;;;;;
17957;10028219;Georg Sailer;;;;;;;
17958;10028220;Glärnisch;;;;;;;
17959;10028221;Gruben;;;;;;;
17960;10028222;Gruben;;;;;;;
17961;10028223;Hang;;;;;;;
17962;10028224;Heinrich Federer;;;;;;;
17963;10028225;Höhen;;;;;;;
17964;10028226;Hörnli;;;;;;;
17965;10028227;Johann Georg Müller;;;;;;;
17966;10028228;Josefs;;;;;;;
17967;10028229;Junker;;;;;;;
17968;10028230;Klosterhügel;;;;;;;
17969;10028231;Kreuzacker;;;;;;;
17970;10028232;Langegg;;;;;;;
17971;10028233;Lettensteig;;;;;;;
17972;10028234;Lindenhof;;;;;;;
17973;10028235;Lärchen;;;;;;;
17974;10028236;Magnus;;;;;;;
17975;10028237;Markt;;;;;;;
17976;10028238;Neulanden;;;;;;;
17977;10028239;Bahnhof;;;;;;;
17978;10028241;Reutti;;;;;;;
17979;10028242;Rosenhof;;;;;;;
17980;10028243;Schützen;;;;;;;
17981;10028244;Sonnenhof;;;;;;;
17982;10028245;Sunne;;;;;;;
17983;10028246;Süsswinkel;;;;;;;
17984;10028247;Thurau;;;;;;;
17985;10028248;Tonhalle;;;;;;;
17986;10028249;Reb;;;;;;;
17987;10028250;Von Thurn;;;;;;;
17988;10028251;Waldau;;;;;;;
17989;10028252;West;;;;;;;
17990;10028253;Wilen;;;;;;;
17991;10028255;Ahorn;;;;;;;
17992;10028256;Steig;;;;;;;
17993;10028257;Birken;;;;;;;
17994;10028258;Ebnifeld;;;;;;;
17995;10028260;Hüseren;;;;;;;
17996;10028261;Hüseren;;;;;;;
17997;10028262;Neufeld;;;;;;;
17998;10028263;Rebwies;;;;;;;
17999;10028264;Schulwiesen;;;;;;;
18000;10028265;Unterdorf;;;;;;;
18001;10028266;Weieren;;;;;;;
18002;10028267;Alpstein;;;;;;;
18003;10028268;Breiten;;;;;;;
18004;10028269;Eschen;;;;;;;
18005;10028270;Glärnisch;;;;;;;
18006;10028271;Grün;;;;;;;
18007;10028272;Henauer;;;;;;;
18008;10028273;Herberg;;;;;;;
18009;10028277;Sänder;;;;;;;
18010;10028359;Kirch;;;;;;;
18011;10028360;Mühle;;;;;;;
18012;10028361;Ost;;;;;;;
18013;10028363;Rosen;;;;;;;
18014;10028364;Sonnenbüel;;;;;;;
18015;10028365;Spycher;;;;;;;
18016;10028366;Surbtal;;;;;;;
18017;10028368;Weid;;;;;;;
18018;10028369;Winkel;;;;;;;
18019;10028370;Birken;;;;;;;
18020;10028371;Brugger;;;;;;;
18021;10028372;Buchen;;;;;;;
18022;10028373;Chilematt;;;;;;;
18023;10028374;Dorf;;;;;;;
18024;10028375;Ettenried;;;;;;;
18025;10028376;Grotten;;;;;;;
18026;10028377;Kommende;;;;;;;
18027;10028378;Linde;;;;;;;
18028;10028379;Lunzimatt;;;;;;;
18029;10028380;Park;;;;;;;
18030;10028381;Regina;;;;;;;
18031;10028382;Schiffmüli;;;;;;;
18032;10028383;Schofmatt;;;;;;;
18033;10028384;Schützematt;;;;;;;
18034;10028385;Feldblumen;;;;;;;
18035;10028386;Kerbel;;;;;;;
18036;10028387;Rhein;;;;;;;
18037;10028388;Sonnen;;;;;;;
18038;10028389;Hagenfirster;;;;;;;
18039;10028390;Hegi;;;;;;;
18040;10028391;Hool;;;;;;;
18041;10028392;Mühle;;;;;;;
18042;10028393;Schweden;;;;;;;
18043;10028394;Wiler;;;;;;;
18044;10028395;Dorf;;;;;;;
18045;10028396;Hol;;;;;;;
18046;10028398;Post;;;;;;;
18047;10028399;Ross;;;;;;;
18048;10028400;Dorf;;;;;;;
18049;10028401;Chrüzwies;;;;;;;
18050;10028402;Farb;;;;;;;
18051;10028403;Feld;;;;;;;
18052;10028404;Lätten;;;;;;;
18053;10028405;Lätten;;;;;;;
18054;10028406;Mühle;;;;;;;
18055;10028407;Oberwiesen;;;;;;;
18056;10028408;Rhein;;;;;;;
18057;10028409;Tannen;;;;;;;
18058;10028410;Unterwiesen;;;;;;;
18059;10028411;Ausserdorf;;;;;;;
18060;10028413;Holland;;;;;;;
18061;10028414;Töbeli;;;;;;;
18062;10028415;Tünelen;;;;;;;
18063;10028417;Weberei;;;;;;;
18064;10028418;Zihl;;;;;;;
18065;10028419;Zoll;;;;;;;
18066;10028420;Brisi;;;;;;;
18067;10028421;Bünte;;;;;;;
18068;10028422;Dorf;;;;;;;
18069;10028423;Fifels;;;;;;;
18070;10028425;Seeblick;;;;;;;
18071;10028427;Brüsis;;;;;;;
18072;10028428;Dorf;;;;;;;
18073;10028429;Mühle;;;;;;;
18074;10028430;Steinbündt;;;;;;;
18075;10028431;Viola;;;;;;;
18076;10028432;Bäcker;;;;;;;
18077;10028433;Feld;;;;;;;
18078;10028434;Wiesental;;;;;;;
18079;10028435;Augarten;;;;;;;
18080;10028436;Bachmatt;;;;;;;
18081;10028437;Bach;;;;;;;
18082;10028438;Bienen;;;;;;;
18083;10028439;Büelegg;;;;;;;
18084;10028440;Büelhof;;;;;;;
18085;10028441;Eichweid;;;;;;;
18086;10028442;Ergeten;;;;;;;
18087;10028443;Flurhof;;;;;;;
18088;10028444;Gupfen;;;;;;;
18089;10028446;Hirzen;;;;;;;
18090;10028447;Hummel;;;;;;;
18091;10028448;Kindergarten;;;;;;;
18092;10028449;Libellen;;;;;;;
18093;10028450;Rädlibach;;;;;;;
18094;10028451;Schweizer;;;;;;;
18095;10028452;Säge;;;;;;;
18096;10028454;Waldburg;;;;;;;
18097;10028455;Wart;;;;;;;
18098;10028456;Weid;;;;;;;
18099;10028457;Hueb;;;;;;;
18100;10028458;Jetzerwiesen;;;;;;;
18101;10028459;Linden;;;;;;;
18102;10028460;Mittskirch;;;;;;;
18103;10028461;Oco;;;;;;;
18104;10028462;Pfauen;;;;;;;
18105;10028464;Rietheimer;;;;;;;
18106;10028465;Rosen;;;;;;;
18107;10028466;Schlösslibuck;;;;;;;
18108;10028467;Schlüssel;;;;;;;
18109;10028468;See;;;;;;;
18110;10028469;Sonnen;;;;;;;
18111;10028470;Talacher;;;;;;;
18112;10028471;Turm;;;;;;;
18113;10028473;Waag;;;;;;;
18114;10028474;Landquart;;;;;;;
18115;10028475;Aach;;;;;;;
18116;10028476;Alpenblick;;;;;;;
18117;10028477;Alpen;;;;;;;
18118;10028478;Alpstein;;;;;;;
18119;10028479;Amsel;;;;;;;
18120;10028480;Bahnhof;;;;;;;
18121;10028481;Bildstock;;;;;;;
18122;10028482;Blumenhalden;;;;;;;
18123;10028483;Bodmer;;;;;;;
18124;10028484;Brauer;;;;;;;
18125;10028485;Chalet;;;;;;;
18126;10028486;Drossel;;;;;;;
18127;10028487;Eichen;;;;;;;
18128;10028488;Farb;;;;;;;
18129;10028489;Feld;;;;;;;
18130;10028490;Finken;;;;;;;
18131;10028491;Fischer;;;;;;;
18132;10028492;Flieder;;;;;;;
18133;10028493;Freiheits;;;;;;;
18134;10028494;Frieden;;;;;;;
18135;10028495;Gerber;;;;;;;
18136;10028496;Gotthelf;;;;;;;
18137;10028497;Grüntal;;;;;;;
18138;10028498;Bahnhof;;;;;;;
18139;10028499;Bornet;;;;;;;
18140;10028503;Dorfbach;;;;;;;
18141;10028508;Mutwil;;;;;;;
18142;10028511;Scheid;;;;;;;
18143;10028514;Steinacker;;;;;;;
18144;10028516;Unterdorf;;;;;;;
18145;10028519;Entetschwil;;;;;;;
18146;10028521;Hueb;;;;;;;
18147;10028522;Lindenhof;;;;;;;
18148;10028525;Oberwisen;;;;;;;
18149;10028527;lihof;;;;;;;
18150;10028528;Städeli;;;;;;;
18151;10028529;Sägebach;;;;;;;
18152;10028532;Bach;;;;;;;
18153;10028534;Dietenwil;;;;;;;
18154;10028536;Haupt;;;;;;;
18155;10028537;Huebwisen;;;;;;;
18156;10028538;Schlossberg;;;;;;;
18157;10028539;Schmalz;;;;;;;
18158;10028540;Weberei;;;;;;;
18159;10028543;Egg;;;;;;;
18160;10028544;Enkhüseren;;;;;;;
18161;10028545;Hofen;;;;;;;
18162;10028551;Rohracker;;;;;;;
18163;10028553;Bergwis;;;;;;;
18164;10028557;Ifang;;;;;;;
18165;10028558;Lenter;;;;;;;
18166;10028559;Nelken;;;;;;;
18167;10028560;Oberdorf;;;;;;;
18168;10028561;Sonnenberg;;;;;;;
18169;10028562;Stocken;;;;;;;
18170;10028563;Säntis;;;;;;;
18171;10028564;Tödi;;;;;;;
18172;10028565;Arnegger;;;;;;;
18173;10028567;Büel;;;;;;;
18174;10028568;Chirchbüel;;;;;;;
18175;10028569;Ebnet;;;;;;;
18176;10028571;Grüenau;;;;;;;
18177;10028574;Lätschen;;;;;;;
18178;10028577;Sonnen;;;;;;;
18179;10028578;Otmar;;;;;;;
18180;10028579;Wacholderen;;;;;;;
18181;10028580;Wiesental;;;;;;;
18182;10028596;Haupt;;;;;;;
18183;10028599;Färnen;;;;;;;
18184;10028608;Ackerhus;;;;;;;
18185;10028609;Allmen;;;;;;;
18186;10028610;Beeli;;;;;;;
18187;10028611;Birken;;;;;;;
18188;10028615;Bürzel;;;;;;;
18189;10028616;Churfirsten;;;;;;;
18190;10028617;Eich;;;;;;;
18191;10028620;Gerbe;;;;;;;
18192;10028623;Gübeli;;;;;;;
18193;10028624;Halden;;;;;;;
18194;10028629;Howart;;;;;;;
18195;10028631;Tobel;;;;;;;
18196;10028632;Cuminavel;;;;;;;
18197;10028634;Monda;;;;;;;
18198;10028635;Mulogn;;;;;;;
18199;10028638;Clavadi;;;;;;;
18200;10028639;Cradiala;;;;;;;
18201;10028640;Er Ses;;;;;;;
18202;10028641;Fastez;;;;;;;
18203;10028645;Rievan Ot;;;;;;;
18204;10028649;Cularigna;;;;;;;
18205;10028651;Plazziel;;;;;;;
18206;10028700;Aela;;;;;;;
18207;10028701;Börtji;;;;;;;
18208;10028702;Bünda;;;;;;;
18209;10028705;Duchli;;;;;;;
18210;10028706;Flüela;;;;;;;
18211;10028707;Horlauben;;;;;;;
18212;10028708;Jörg Jenatsch;;;;;;;
18213;10028709;Mattawald;;;;;;;
18214;10028710;Museum;;;;;;;
18215;10028711;Palüda;;;;;;;
18216;10028712;Pischa;;;;;;;
18217;10028714;Egg;;;;;;;
18218;10028715;Fell;;;;;;;
18219;10028716;Geugge;;;;;;;
18220;10028717;Heigel;;;;;;;
18221;10028719;Linde;;;;;;;
18222;10028720;Mellinger;;;;;;;
18223;10028722;Pilger;;;;;;;
18224;10028723;Rietere;;;;;;;
18225;10028724;Schinebüel;;;;;;;
18226;10028725;Trotte;;;;;;;
18227;10028726;Weigass;;;;;;;
18228;10028727;Widegass;;;;;;;
18229;10028728;Fluh;;;;;;;
18230;10028729;Gärtner;;;;;;;
18231;10028730;Höhtal;;;;;;;
18232;10028731;Limmatau;;;;;;;
18233;10028732;Oberdorf;;;;;;;
18234;10028733;Schiibe;;;;;;;
18235;10028734;Sonnenberg;;;;;;;
18236;10028735;Berg;;;;;;;
18237;10028736;Bernarda;;;;;;;
18238;10028737;Birken;;;;;;;
18239;10028738;Blumen;;;;;;;
18240;10028739;Boll;;;;;;;
18241;10028740;Buchen;;;;;;;
18242;10028741;Buchhalden;;;;;;;
18243;10028742;Bünten;;;;;;;
18244;10028743;Damm;;;;;;;
18245;10028744;Dorren;;;;;;;
18246;10028745;Erlenbrunnen;;;;;;;
18247;10028746;Erlenbrunnen;;;;;;;
18248;10028747;Esphübel;;;;;;;
18249;10028748;Föhren;;;;;;;
18250;10028749;Wespiwiese;;;;;;;
18251;10028750;Ziegel;;;;;;;
18252;10028752;Feldhof;;;;;;;
18253;10028753;Feldhof;;;;;;;
18254;10028754;Felsegghof;;;;;;;
18255;10028755;Felsegg;;;;;;;
18256;10028756;Flur;;;;;;;
18257;10028757;Gillhof;;;;;;;
18258;10028758;Gill;;;;;;;
18259;10028759;Lehmet;;;;;;;
18260;10028760;Lilien;;;;;;;
18261;10028761;Lochweid;;;;;;;
18262;10028762;Oberberg;;;;;;;
18263;10028763;Reseda;;;;;;;
18264;10028765;Schulhaus;;;;;;;
18265;10028767;Winkel;;;;;;;
18266;10028768;Wirmeten;;;;;;;
18267;10028769;Brunnen;;;;;;;
18268;10028770;Büelwies;;;;;;;
18269;10028771;Gartenmoos;;;;;;;
18270;10028773;Hespel;;;;;;;
18271;10028776;Stocken;;;;;;;
18272;10028779;Weid;;;;;;;
18273;10028781;Braunauer;;;;;;;
18274;10028782;Friedberg;;;;;;;
18275;10028785;Oberdorf;;;;;;;
18276;10028791;AMP;;;;;;;
18277;10028792;Beckinger;;;;;;;
18278;10028794;Burgstall;;;;;;;
18279;10028795;Edelweiss;;;;;;;
18280;10028797;Gehrenweid;;;;;;;
18281;10028798;Haupt;;;;;;;
18282;10028801;Ifang;;;;;;;
18283;10028802;Kapell;;;;;;;
18284;10028803;Lerchen;;;;;;;
18285;10028804;Juch;;;;;;;
18286;10028805;Mürtschen;;;;;;;
18287;10028811;Steigen;;;;;;;
18288;10028812;Töbeli;;;;;;;
18289;10028818;Frohsinn;;;;;;;
18290;10028819;Haslen;;;;;;;
18291;10028821;Kirchbühl;;;;;;;
18292;10028823;Rietwies;;;;;;;
18293;10028825;Sulzweid;;;;;;;
18294;10028828;Eichwies;;;;;;;
18295;10028829;Giegen;;;;;;;
18296;10028831;Linden;;;;;;;
18297;10028833;Rehweid;;;;;;;
18298;10028835;Sonnen;;;;;;;
18299;10028836;Aubrig;;;;;;;
18300;10028837;Belsito;;;;;;;
18301;10028838;Belsito;;;;;;;
18302;10028839;Blaubrunnen;;;;;;;
18303;10028840;Blumen;;;;;;;
18304;10028841;Bollwies;;;;;;;
18305;10028842;Ergeten;;;;;;;
18306;10028847;Kronenwis;;;;;;;
18307;10028848;Oberbürer;;;;;;;
18308;10028849;Reckholderböhl;;;;;;;
18309;10028851;Rossmoos;;;;;;;
18310;10028852;Sonnenberg;;;;;;;
18311;10028854;Tannholz;;;;;;;
18312;10028856;Weier;;;;;;;
18313;10028857;Zelg;;;;;;;
18314;10028859;Brand;;;;;;;
18315;10028860;Brübach;;;;;;;
18316;10028861;Bürerfeld;;;;;;;
18317;10028862;Bürer;;;;;;;
18318;10028863;Glatthof;;;;;;;
18319;10028864;Gstalden;;;;;;;
18320;10028865;Hartach;;;;;;;
18321;10028866;Haslen;;;;;;;
18322;10028867;Industrie Haslen;;;;;;;
18323;10028868;Kreuzwiese;;;;;;;
18324;10028869;Neudorf;;;;;;;
18325;10028873;Schollrüti;;;;;;;
18326;10028875;Spitzrüti;;;;;;;
18327;10028877;Thur;;;;;;;
18328;10028878;Thurzelg;;;;;;;
18329;10028879;Unterdorf;;;;;;;
18330;10028880;Wiblenacker;;;;;;;
18331;10028881;Alpstein;;;;;;;
18332;10028882;Oelberg;;;;;;;
18333;10028883;Bergholz;;;;;;;
18334;10028884;Bergtal;;;;;;;
18335;10028885;Bachtel;;;;;;;
18336;10028887;Diogg;;;;;;;
18337;10028888;Eier;;;;;;;
18338;10028889;Etzel;;;;;;;
18339;10028890;Flora;;;;;;;
18340;10028891;Gotthelf;;;;;;;
18341;10028893;Güter;;;;;;;
18342;10028894;Hanfländer;;;;;;;
18343;10028896;Herrenberg;;;;;;;
18344;10028897;Jäger;;;;;;;
18345;10028898;Markt;;;;;;;
18346;10028899;Mühle;;;;;;;
18347;10028900;Neue Jona;;;;;;;
18348;10028901;Rathaus;;;;;;;
18349;10028902;Riet;;;;;;;
18350;10028903;See;;;;;;;
18351;10028904;Speer;;;;;;;
18352;10028905;Wendelin;;;;;;;
18353;10028906;Strehl;;;;;;;
18354;10028907;Säge;;;;;;;
18355;10028908;Bahnhof;;;;;;;
18356;10028909;Wiesen;;;;;;;
18357;10028911;Birken;;;;;;;
18358;10028912;Dörenbach;;;;;;;
18359;10028913;Linden;;;;;;;
18360;10028914;Oberricken;;;;;;;
18361;10028917;Aatal;;;;;;;
18362;10028918;Berghalden;;;;;;;
18363;10028919;Berg;;;;;;;
18364;10028920;Berg;;;;;;;
18365;10028922;Holz;;;;;;;
18366;10028923;Holzwies;;;;;;;
18367;10028924;Rietwies;;;;;;;
18368;10028925;Rössliwies;;;;;;;
