;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;sex;birth;death;placebirth;placedeath;image
16011;10100920;Glycines;;;;;;;;
16012;10100921;Perrettes;;;;;;;;
16013;10100922;Trois Ponts;;;;;;;;
16014;10100923;Bochet;;;;;;;;
16015;10100924;Danube;;;;;;;;
16016;10100925;Stand;;;;;;;;
16017;10100926;Reculan;;;;;;;;
16018;10100927;Sorge;;;;;;;;
16019;10100928;Bassenges;;;;;;;;
16020;10100929;Planoz;;;;;;;;
16021;10100930;Brotte;;;;;;;;
16022;10100931;Chentres;;;;;;;;
16023;10100932;Tendre;;;;;;;;
16024;10100933;Romaneche;;;;;;;;
16025;10100934;Noyer Girod;;;;;;;;
16026;10100935;Industrie;;;;;;;;
16027;10100936;Estuey;;;;;;;;
16028;10100937;Moulin Vaux;;;;;;;;
16029;10100939;Vieille  Etraz;;;;;;;;
16030;10100940;Loup;;;;;;;;
16031;10100941;Grassiaz;;;;;;;;
16032;10100942;Clergere;;;;;;;;
16033;10100943;Fauvette;http://www.wikidata.org/entity/Q15407416;Fauvette;féminin;1945-05-01T00:00:00Z;;;;
16034;10100944;Poste;;;;;;;;
16035;10100945;Tuiliere;;;;;;;;
16036;10100946;Combes;;;;;;;;
16037;10100947;Liserons;;;;;;;;
16038;10100948;Pommiers;;;;;;;;
16039;10100949;Rossignols;;;;;;;;
16040;10100950;Echandens;;;;;;;;
16041;10100951;Pressoirs;;;;;;;;
16042;10100952;Rues Basses;;;;;;;;
16043;10100953;Chantemerle;;;;;;;;
16044;10100954;Rossan;;;;;;;;
16045;10100956;Morges;;;;;;;;
16046;10100957;Sus Puits;;;;;;;;
16047;10100958;Riettaz;;;;;;;;
16048;10100959;Vignes;;;;;;;;
16049;10100960;Coinsin;;;;;;;;
16050;10100961;Couvaloup;;;;;;;;
16051;10100963;Lieutenantes;;;;;;;;
16052;10100964;AuguForel;;;;;;;;
16053;10100965;Jean Jacques Cart;;;;;;;;
16054;10100966;Marcelin;;;;;;;;
16055;10100967;Praz Rodet;;;;;;;;
16056;10100968;Moesette;;;;;;;;
16057;10100969;Reneveyres;;;;;;;;
16058;10100971;Tuilieres;;;;;;;;
16059;10100972;College;;;;;;;;
16060;10100973;Vuasset;;;;;;;;
16061;10100974;Lausanne;;;;;;;;
16062;10100975;Moulin;;;;;;;;
16063;10100977;Vignette;;;;;;;;
16064;10100978;Tombex;;;;;;;;
16065;10100979;Cossonay;;;;;;;;
16066;10100980;Taillecou;;;;;;;;
16067;10100981;Bon Boccard;;;;;;;;
16068;10100982;Perreret;;;;;;;;
16069;10100983;Essert;;;;;;;;
16070;10100984;Guergoulaz;;;;;;;;
16071;10100985;Portaz;;;;;;;;
16072;10100986;Colombettes;;;;;;;;
16073;10100987;Canard;;;;;;;;
16074;10100988;Coteau;;;;;;;;
16075;10100989;Vieux Moulin;;;;;;;;
16076;10100990;Suchet;;;;;;;;
16077;10100991;Rolle;;;;;;;;
16078;10100992;Perdtemps;;;;;;;;
16079;10100993;Pont Levis;;;;;;;;
16080;10100994;Cornu;;;;;;;;
16081;10100995;Jordils;;;;;;;;
16082;10100996;Bandaux;;;;;;;;
16083;10100998;Champagne;;;;;;;;
16084;10100999;Bouleaux;;;;;;;;
16085;10101000;Sauges;;;;;;;;
16086;10101001;Grammont;http://www.wikidata.org/entity/Q674895;Grammont;masculin;1750-06-10T00:00:00Z;1794-04-13T00:00:00Z;http://www.wikidata.org/entity/Q82185;http://www.wikidata.org/entity/Q90;
16087;10101002;Port;;;;;;;;
16088;10101003;Vallaire;;;;;;;;
16089;10101004;Pre Dessous;;;;;;;;
16090;10101005;Chambrettes;;;;;;;;
16091;10101006;Truits;;;;;;;;
16092;10101008;Village;;;;;;;;
16093;10101009;Hopital;;;;;;;;
16094;10101010;Rapille;;;;;;;;
16095;10101011;Sansy;;;;;;;;
16096;10101012;Sullens;;;;;;;;
16097;10101014;Prex;;;;;;;;
16098;10101015;Brullion;;;;;;;;
16099;10101016;Balle;http://www.wikidata.org/entity/Q1749477;Balle;masculin;1050-01-01T00:00:00Z;http://www.wikidata.org/.well-known/genid/d9b890bd4cd64ad1bb9e6fc8f4eda8c3;;;
16100;10101017;Fontenailles;;;;;;;;
16101;10101018;Carolet;;;;;;;;
16102;10101019;Pont Vaux;;;;;;;;
16103;10101020;Armand Rouiller;;;;;;;;
16104;10101021;Vignes;;;;;;;;
16105;10101022;Gland;;;;;;;;
16106;10101023;Village;;;;;;;;
16107;10101025;Lechere;;;;;;;;
16108;10101026;Niclettes;;;;;;;;
16109;10101027;Vieux Motty;;;;;;;;
16110;10101028;Ruelle;http://www.wikidata.org/entity/Q30122205;Ruelle;féminin;1985-11-21T00:00:00Z;;http://www.wikidata.org/entity/Q1494;;
16111;10101030;Ente;;;;;;;;
16112;10101031;Vigne;;;;;;;;
16113;10101032;Bordamon;;;;;;;;
16114;10101033;Cierges;;;;;;;;
16115;10101035;Oches;;;;;;;;
16116;10101036;Champ Cuagny;;;;;;;;
16117;10101039;Perrey Very;;;;;;;;
16118;10101040;Fayette;;;;;;;;
16119;10101045;Romont;;;;;;;;
16120;10101046;Raffinerie;;;;;;;;
16121;10101047;Perce Neige;;;;;;;;
16122;10101048;Rovra;;;;;;;;
16123;10101050;Apiculture;;;;;;;;
16124;10101051;Chenes;;;;;;;;
16125;10101052;Chatelet;;;;;;;;
16126;10101054;Chalet Mont;;;;;;;;
16127;10101055;Devin;;;;;;;;
16128;10101056;Martinet;;;;;;;;
16129;10101057;Baume;;;;;;;;
16130;10101060;Combremonts;;;;;;;;
16131;10101062;Martherenges;;;;;;;;
16132;10101063;Bourg;;;;;;;;
16133;10101069;Roche Roux;;;;;;;;
16134;10101074;Cierges;;;;;;;;
16135;10101075;Thierrens;;;;;;;;
16136;10101078;Solitude;http://www.wikidata.org/entity/Q3210911;Solitude;féminin;1772-01-01T00:00:00Z;1802-11-29T00:00:00Z;http://www.wikidata.org/entity/Q1014795;http://www.wikidata.org/entity/Q335322;
16137;10101080;Croix;;;;;;;;
16138;10101082;Porte;;;;;;;;
16139;10101085;Peney;;;;;;;;
16140;10101086;Village;;;;;;;;
16141;10101087;Montant;;;;;;;;
16142;10101088;Bergerie;;;;;;;;
16143;10101089;Pive;;;;;;;;
16144;10101090;Rupille;;;;;;;;
16145;10101091;Bossons Audry;;;;;;;;
16146;10101092;Essertillons;;;;;;;;
16147;10101093;Morettes;;;;;;;;
16148;10101094;Pre Puits;;;;;;;;
16149;10101095;Palins;;;;;;;;
16150;10101096;Mouilles;;;;;;;;
16151;10101097;Sorbiers;;;;;;;;
16152;10101099;Raulan;;;;;;;;
16153;10101100;Raviere;;;;;;;;
16154;10101101;Repentance;;;;;;;;
16155;10101102;Grange Greche;;;;;;;;
16156;10101103;Paplan;;;;;;;;
16157;10101104;Gresoliere;;;;;;;;
16158;10101105;Sports;;;;;;;;
16159;10101106;Vignoble;;;;;;;;
16160;10101108;Pissieu;;;;;;;;
16161;10101113;Fonville;;;;;;;;
16162;10101115;Molignon;;;;;;;;
16163;10101116;Pralovin;;;;;;;;
16164;10101117;Foret;;;;;;;;
16165;10101118;Ravines;;;;;;;;
16166;10101119;Torgon;;;;;;;;
16167;10101120;Simplon;;;;;;;;
16168;10101121;Four;;;;;;;;
16169;10101122;Fracette;;;;;;;;
16170;10101123;Mionnaz;;;;;;;;
16171;10101124;Grenelet;;;;;;;;
16172;10101125;Quarro;;;;;;;;
16173;10101126;Chamossin;;;;;;;;
16174;10101127;Fours;;;;;;;;
16175;10101130;Vesenaye;;;;;;;;
16176;10101131;Carabiniers;;;;;;;;
16177;10101132;Plantayes;;;;;;;;
16178;10101209;Abbaye;;;;;;;;
16179;10101210;Croix;;;;;;;;
16180;10101212;Chenaux;;;;;;;;
16181;10101213;Claretan;;;;;;;;
16182;10101216;Tailles;;;;;;;;
16183;10101217;Champ Romont;;;;;;;;
16184;10101218;Pres Grange;;;;;;;;
16185;10101220;Cerjat;;;;;;;;
16186;10101222;Bernard;http://www.wikidata.org/entity/Q137242;Bernard;masculin;1994-09-08T00:00:00Z;;http://www.wikidata.org/entity/Q42800;;
16187;10101223;Planche;;;;;;;;
16188;10101224;Claude Anet;http://www.wikidata.org/entity/Q1096435;Claude Anet;masculin;1868-05-28T00:00:00Z;1931-01-09T00:00:00Z;http://www.wikidata.org/entity/Q69401;http://www.wikidata.org/entity/Q259463;
16189;10101225;Rene Morax;;;;;;;;
16190;10101226;Chaudabronnaz;;;;;;;;
16191;10101227;Chez Dorin;;;;;;;;
16192;10101229;Cheseaux;;;;;;;;
16193;10101230;Rapperins;;;;;;;;
16194;10101231;Mont;;;;;;;;
16195;10101233;Assets;;;;;;;;
16196;10101235;Peutis;;;;;;;;
16197;10101236;Pensionnat;;;;;;;;
16198;10101239;CFF;;;;;;;;
16199;10101240;Faubourg;;;;;;;;
16200;10101241;Pre Giroud;;;;;;;;
16201;10101242;Cour;;;;;;;;
16202;10101243;Meuniere;;;;;;;;
16203;10101244;Longues Raies;;;;;;;;
16204;10101245;Villas;;;;;;;;
16205;10101252;Amandiers;;;;;;;;
16206;10101253;s;;;;;;;;
16207;10101256;Gustave Courbet;http://www.wikidata.org/entity/Q34618;Gustave Courbet;masculin;1819-06-10T00:00:00Z;1877-12-31T00:00:00Z;http://www.wikidata.org/entity/Q28427657;http://www.wikidata.org/entity/Q69721;
16208;10101258;Lydesoz;;;;;;;;
16209;10101259;Chiles;;;;;;;;
16210;10101260;Vernayaz;;;;;;;;
16211;10101261;Clos Avaux;;;;;;;;
16212;10101262;Traux;;;;;;;;
16213;10101263;Sarvaz;;;;;;;;
16214;10101264;Mocatheys;;;;;;;;
16215;10101265;Bourg;;;;;;;;
16216;10101266;Francois JOULET;;;;;;;;
16217;10101267;Challendin;;;;;;;;
16218;10101268;Garance;;;;;;;;
16219;10101269;Malagnou;;;;;;;;
16220;10101270;Jacques MARTIN;;;;;;;;
16221;10101271;Ermitage;;;;;;;;
16222;10101272;LA MONTAGNE;;;;;;;;
16223;10101273;SALADIN;;;;;;;;
16224;10101274;Grange Bonnet;;;;;;;;
16225;10101275;Bessonnette;;;;;;;;
16226;10101276;Ruelle;http://www.wikidata.org/entity/Q30122205;Ruelle;féminin;1985-11-21T00:00:00Z;;http://www.wikidata.org/entity/Q1494;;
16227;10101277;Fourches;;;;;;;;
16228;10101278;Blanc;;;;;;;;
16229;10101279;Villaret;;;;;;;;
16230;10101280;Vieux Chene;;;;;;;;
16231;10101281;NAVILLE;;;;;;;;
16232;10101282;Conches;;;;;;;;
16233;10101283;Bougeries;;;;;;;;
16234;10101285;Aurore;http://www.wikidata.org/entity/Q2871934;Aurore;féminin;1975-05-15T00:00:00Z;;http://www.wikidata.org/entity/Q1476;;
16235;10101286;Grands Monts;;;;;;;;
16236;10101287;Rond Point;;;;;;;;
16237;10101288;Clairejoie;;;;;;;;
16238;10101289;Mousse;;;;;;;;
16239;10101290;Mesanges;;;;;;;;
16240;10101291;Buet;;;;;;;;
16241;10101292;Moulin;;;;;;;;
16242;10101293;Francois PERReARD;;;;;;;;
16243;10101294;Peage;;;;;;;;
16244;10101295;Bonvard;;;;;;;;
16245;10101296;Princes;;;;;;;;
16246;10101297;Martel;http://www.wikidata.org/entity/Q21519997;Martel;masculin;1846-01-01T00:00:00Z;1929-01-01T00:00:00Z;;;
16247;10101298;Montagnys;;;;;;;;
16248;10101299;Carres;;;;;;;;
16249;10101300;Mon Idee;;;;;;;;
16250;10101301;Emilie;;;;;;;;
16251;10101302;Fruitiere;;;;;;;;
16252;10101303;Barjins;;;;;;;;
16253;10101304;Bois Fromager;;;;;;;;
16254;10101305;Comte Vert;;;;;;;;
16255;10101306;Cretta;;;;;;;;
16256;10101307;Tonkin;;;;;;;;
16257;10101308;Montheolo;;;;;;;;
16258;10101309;Venise;;;;;;;;
16259;10101310;Tour;;;;;;;;
16260;10101311;Produits;;;;;;;;
16261;10101312;Chateau;;;;;;;;
16262;10101313;Commerce;;;;;;;;
16263;10101314;Midi;;;;;;;;
16264;10101315;Eglise;;;;;;;;
16265;10101317;Outre Vieze;;;;;;;;
16266;10101318;Fare;http://www.wikidata.org/entity/Q1627230;Fare;féminin;0595-01-01T00:00:00Z;0656-04-03T00:00:00Z;http://www.wikidata.org/entity/Q899636;http://www.wikidata.org/entity/Q378677;
16267;10101319;Vergottes;;;;;;;;
16268;10101323;Boson;http://www.wikidata.org/entity/Q1868390;Boson;masculin;http://www.wikidata.org/.well-known/genid/b9b00d205261075425af3fe7b8eddd7b;http://www.wikidata.org/.well-known/genid/198de110d2af58ec0c32bfef5157c345;http://www.wikidata.org/.well-known/genid/952769f4df491345ecb275413eb6579c;http://www.wikidata.org/.well-known/genid/b5824ac1397aa551915969f2a47be400;
16269;10101324;Parcours;;;;;;;;
16270;10101325;Ravers;;;;;;;;
16271;10101327;Lugeurs;;;;;;;;
16272;10101328;Grammont;http://www.wikidata.org/entity/Q674895;Grammont;masculin;1750-06-10T00:00:00Z;1794-04-13T00:00:00Z;http://www.wikidata.org/entity/Q82185;http://www.wikidata.org/entity/Q90;
16273;10101329;Fenasses;;;;;;;;
16274;10101330;Pilotis;;;;;;;;
16275;10101331;Cerisier;;;;;;;;
16276;10101332;Nant Aisy;;;;;;;;
16277;10101333;Corsier;;;;;;;;
16278;10101334;Corsier;;;;;;;;
16279;10101335;Brassu;;;;;;;;
16280;10101336;Poinboeuf;;;;;;;;
16281;10101337;Tassonnieres;;;;;;;;
16282;10101338;Malval;;;;;;;;
16283;10101339;BLANC;;;;;;;;
16284;10101340;GODEFROY;;;;;;;;
16285;10101341;TREMBLEY;;;;;;;;
16286;10101342;Foret;;;;;;;;
16287;10101343;Mail;;;;;;;;
16288;10101344;Pont Arve;;;;;;;;
16289;10101345;Essor;;;;;;;;
16290;10101346;Colombettes;;;;;;;;
16291;10101347;Bois Gentil;;;;;;;;
16292;10101350;Bastions;;;;;;;;
16293;10101351;Ferney;;;;;;;;
16294;10101352;Malagnou;;;;;;;;
16295;10101353;CHANDIEU;;;;;;;;
16296;10101354;Francois DUSSAUD;;;;;;;;
16297;10101355;Michel SERVET;;;;;;;;
16298;10101356;SCHAUB;;;;;;;;
16299;10101357;Contamines;;;;;;;;
16300;10101358;Delices;;;;;;;;
16301;10101359;Photographes;;;;;;;;
16302;10101360;Moleson;;;;;;;;
16303;10101361;James FAZY;;;;;;;;
16304;10101362;KLeBERG;;;;;;;;
16305;10101363;TURRETTINI;;;;;;;;
16306;10101364;Seujet;;;;;;;;
16307;10101365;Adhemar FABRI;;;;;;;;
16308;10101366;Arnold WINKELRIED;;;;;;;;
16309;10101367;Charles CUSIN;;;;;;;;
16310;10101368;Guillaume TELL;;;;;;;;
16311;10101369;Jean DASSIER;;;;;;;;
16312;10101370;KLeBERG;;;;;;;;
16313;10101371;LUGARDON;;;;;;;;
16314;10101372;NECKER;;;;;;;;
16315;10101373;Pellegrino ROSSI;;;;;;;;
16316;10101374;Bale;;;;;;;;
16317;10101375;Neuchatel;;;;;;;;
16318;10101376;Encyclopedie;;;;;;;;
16319;10101377;Gares;;;;;;;;
16320;10101378;Blanc;;;;;;;;
16321;10101388;Culat;;;;;;;;
16322;10101389;Barme;;;;;;;;
16323;10101390;Louise Parchet;;;;;;;;
16324;10101392;Leger;;;;;;;;
16325;10101393;Hotel Ville;;;;;;;;
16326;10101394;Corraterie;;;;;;;;
16327;10101395;Croix Rouge;;;;;;;;
16328;10101396;Pelisserie;;;;;;;;
16329;10101397;Tertasse;;;;;;;;
16330;10101398;Tour Ile;;;;;;;;
16331;10101399;Granges;;;;;;;;
16332;10101401;Port;;;;;;;;
16333;10101402;Croisette;;;;;;;;
16334;10101403;Tour;;;;;;;;
16335;10101404;Chatelet;;;;;;;;
16336;10101405;Rond Point;;;;;;;;
16337;10101406;Augustins;;;;;;;;
16338;10101407;ErneANSERMET;;;;;;;;
16339;10101408;Charles HUMBERT;;;;;;;;
16340;10101409;BOIS MELLY;;;;;;;;
16341;10101410;Hugo SENGER;;;;;;;;
16342;10101411;LESCHOT;;;;;;;;
16343;10101412;PATRU;;;;;;;;
16344;10101413;Willy DONZE;;;;;;;;
16345;10101414;Baillive;;;;;;;;
16346;10101415;Muse;;;;;;;;
16347;10101416;Battoirs;;;;;;;;
16348;10101417;Jardins;;;;;;;;
16349;10101418;Peupliers;;;;;;;;
16350;10101419;Sources;;;;;;;;
16351;10101420;Colonel COUTAU;;;;;;;;
16352;10101421;Village Suisse;;;;;;;;
16353;10101422;CALAS;;;;;;;;
16354;10101423;Leon GAUD;;;;;;;;
16355;10101424;Champel;;;;;;;;
16356;10101425;Clochettes;;;;;;;;
16357;10101427;Abraham CONSTANTIN;;;;;;;;
16358;10101428;CRESPIN;;;;;;;;
16359;10101429;Firmin MASSOT;;;;;;;;
16360;10101430;Giovanni GAMBINI;;;;;;;;
16361;10101431;MONNIER;;;;;;;;
16362;10101432;Rodolphe TOEPFFER;;;;;;;;
16363;10101433;Terrasse Victor;;;;;;;;
16364;10101434;Chamonix;;;;;;;;
16365;10101435;Carrefour Rive;;;;;;;;
16366;10101436;Adrien LACHENAL;;;;;;;;
16367;10101437;Francois VERSONNEX;;;;;;;;
16368;10101438;MERLE AUBIGNe;;;;;;;;
16369;10101439;Jargonnant;;;;;;;;
16370;10101440;Villereuse;;;;;;;;
16371;10101441;Maison Rouge;;;;;;;;
16372;10101442;Cordiers;;;;;;;;
16373;10101443;1er Juin;;;;;;;;
16374;10101444;Lac;;;;;;;;
16375;10101445;Midi;;;;;;;;
16376;10101446;Amandolier;;;;;;;;
16377;10101447;Plateau Frontenex;;;;;;;;
16378;10101448;Francois GRAST;;;;;;;;
16379;10101449;Henry SPIESS;;;;;;;;
16380;10101450;Riant Parc;;;;;;;;
16381;10101451;BRIQUET;;;;;;;;
16382;10101452;Tourelle;;;;;;;;
16383;10101453;Champ Baron;;;;;;;;
16384;10101474;College;;;;;;;;
16385;10101475;Fin Elez;;;;;;;;
16386;10101476;Granges;;;;;;;;
16387;10101477;Cezille;;;;;;;;
16388;10101478;Pelaz;;;;;;;;
16389;10101479;Cergue;;;;;;;;
16390;10101480;Chaumets;;;;;;;;
16391;10101481;Charmilles;;;;;;;;
16392;10101482;Montoset;;;;;;;;
16393;10101483;Tourbiere;;;;;;;;
16394;10101484;Coppet;;;;;;;;
16395;10101485;Suisse;;;;;;;;
16396;10101486;Pionniers;;;;;;;;
16397;10101487;Levrioux;;;;;;;;
16398;10101488;Marais;;;;;;;;
16399;10101489;Bel Air;;;;;;;;
16400;10101490;Vert;http://www.wikidata.org/entity/Q7922737;Vert;masculin;1972-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q72259;;
16401;10101491;Butte;;;;;;;;
16402;10101492;Peupliers;;;;;;;;
16403;10101493;Marochon;;;;;;;;
16404;10101494;Trembles;;;;;;;;
16405;10101495;Priez;;;;;;;;
16406;10101496;Toches;;;;;;;;
16407;10101497;Stand;;;;;;;;
16408;10101498;Molard;;;;;;;;
16409;10101500;Guet;;;;;;;;
16410;10101501;Bois Bougy;;;;;;;;
16411;10101502;Creve Coeur;;;;;;;;
16412;10101503;Fontaine;http://www.wikidata.org/entity/Q5465101;Fontaine;féminin;1979-05-07T00:00:00Z;;;;
16413;10101505;Champ Colin;;;;;;;;
16414;10101506;Cordon;;;;;;;;
16415;10101507;Pelard;;;;;;;;
16416;10101508;Grands Champs;;;;;;;;
16417;10101509;Avant Poste;;;;;;;;
16418;10101510;Saules;;;;;;;;
16419;10101511;Piacet;;;;;;;;
16420;10101512;Chat qui Fume;;;;;;;;
16421;10101513;Cergue;;;;;;;;
16422;10101514;Pre Epine;;;;;;;;
16423;10101515;Pensaz;;;;;;;;
16424;10101517;Beau Site;;;;;;;;
16425;10101518;Echat;;;;;;;;
16426;10101519;Vieux Moulin;;;;;;;;
16427;10101520;Rayon;;;;;;;;
16428;10101521;Abergement;;;;;;;;
16429;10101522;Dame;http://www.wikidata.org/entity/Q2673063;Dame;masculin;1990-02-10T00:00:00Z;;http://www.wikidata.org/entity/Q34713;;
16430;10101524;Closels;;;;;;;;
16431;10101525;Mathod;;;;;;;;
16432;10101526;Village;;;;;;;;
16433;10101527;Marmalaz;;;;;;;;
16434;10101530;Moulins;;;;;;;;
16435;10101628;Clos;;;;;;;;
16436;10101629;Chailly;;;;;;;;
16437;10101630;Jaman;http://www.wikidata.org/entity/Q15991897;Jaman;masculin;1981-05-05T00:00:00Z;;;;
16438;10101631;Four;;;;;;;;
16439;10101632;Leman;;;;;;;;
16440;10101633;Bionaires;;;;;;;;
16441;10101634;Jordils;;;;;;;;
16442;10101635;Plan Chailly;;;;;;;;
16443;10101636;Fontaines;;;;;;;;
16444;10101637;Pionnex;;;;;;;;
16445;10101638;Plantieres;;;;;;;;
16446;10101639;Laiterie;;;;;;;;
16447;10101640;Belmont;;;;;;;;
16448;10101641;Florimont;;;;;;;;
16449;10101642;Alpes;;;;;;;;
16450;10101643;Doyen Bridel;;;;;;;;
16451;10101644;Alouette;;;;;;;;
16452;10101645;Colline;;;;;;;;
16453;10101797;Dos Terras;;;;;;;;
16454;10101815;Pales;;;;;;;;
16455;10101816;Chaney;;;;;;;;
16456;10101817;Moulin;;;;;;;;
16457;10101818;Rue;;;;;;;;
16458;10101819;Lavaux;;;;;;;;
16459;10101820;Horloge;;;;;;;;
16460;10101821;Bourg;;;;;;;;
16461;10101822;Entre Chatel;;;;;;;;
16462;10101823;Tagnire;;;;;;;;
16463;10101824;Village;;;;;;;;
16464;10101837;Rochebord;;;;;;;;
16465;10101838;Fleurettes;;;;;;;;
16466;10101839;Margencel;;;;;;;;
16467;10101840;Torneresses;;;;;;;;
16468;10101841;Colonel Mamin;;;;;;;;
16469;10101843;Vieux Chemin;;;;;;;;
16470;10101844;Montaney;;;;;;;;
16471;10101845;Horizon;;;;;;;;
16472;10101846;Plan Praz;;;;;;;;
16473;10101847;Chamossaire;;;;;;;;
16474;10101849;Jolimont;;;;;;;;
16475;10101850;Sautery;;;;;;;;
16476;10101852;Panex;;;;;;;;
16477;10101853;Chapelle;http://www.wikidata.org/entity/Q62085197;Chapelle;masculin;;;;;
16478;10101854;Frachey;;;;;;;;
16479;10101855;Echenards;;;;;;;;
16480;10101856;Aigue Noire;;;;;;;;
16481;10101857;Colice;;;;;;;;
16482;10101858;Eau Froide;;;;;;;;
16483;10101863;Neppens;;;;;;;;
16484;10101864;Sorbiers;;;;;;;;
16485;10101865;Penesson;;;;;;;;
16486;10101866;Renardiere;;;;;;;;
16487;10101867;Oche;;;;;;;;
16488;10101871;Prairie;;;;;;;;
16489;10101872;Longirod;;;;;;;;
16490;10101873;Vallamand Dessous;;;;;;;;
16491;10101874;Places;;;;;;;;
16492;10101875;Champmartin;;;;;;;;
16493;10101876;Nouveau Port;;;;;;;;
16494;10101877;Champs Roux;;;;;;;;
16495;10101878;Rapilles;;;;;;;;
16496;10101879;Autins;;;;;;;;
16497;10101880;Planche;;;;;;;;
16498;10101881;Gondoux Dessus;;;;;;;;
16499;10101882;Ruelle;http://www.wikidata.org/entity/Q30122205;Ruelle;féminin;1985-11-21T00:00:00Z;;http://www.wikidata.org/entity/Q1494;;
16500;10101884;Chateau;;;;;;;;
16501;10101895;Combasses;;;;;;;;
16502;10101896;Muveran;;;;;;;;
16503;10101898;Victoria;http://www.wikidata.org/entity/Q9439;Victoria;féminin;1819-05-24T00:00:00Z;1901-01-22T00:00:00Z;http://www.wikidata.org/entity/Q207385;http://www.wikidata.org/entity/Q565155;
16504;10101899;Pressoirs;;;;;;;;
16505;10101900;Billard;;;;;;;;
16506;10101901;Pionniers;;;;;;;;
16507;10101902;Vieux College;;;;;;;;
16508;10101903;Maillefer;http://www.wikidata.org/entity/Q62065259;Maillefer;;;;;;
16509;10101904;Chateau;;;;;;;;
16510;10101905;Pre;;;;;;;;
16511;10101906;Planchettes;;;;;;;;
16512;10101907;Grillon;;;;;;;;
16513;10101908;Denis;http://www.wikidata.org/entity/Q20916854;Denis;masculin;1989-12-29T00:00:00Z;;http://www.wikidata.org/entity/Q43463;;
16514;10101909;Robellaz;;;;;;;;
16515;10101910;Beauvoir;;;;;;;;
16516;10101911;Californie;;;;;;;;
16517;10102055;Chailly;;;;;;;;
16518;10102056;Entre deux Villes;;;;;;;;
16519;10102057;Terreaux;;;;;;;;
16520;10102058;Port;;;;;;;;
16521;10102059;Nestle;;;;;;;;
16522;10102060;Beauregard;;;;;;;;
16523;10102061;Credeiles;;;;;;;;
16524;10102062;Ile Heureuse;;;;;;;;
16525;10102063;General Guisan;;;;;;;;
16526;10102064;Henri Plumhof;http://www.wikidata.org/entity/Q3131798;Henri Plumhof;masculin;1836-03-09T00:00:00Z;1914-07-24T00:00:00Z;http://www.wikidata.org/entity/Q558569;http://www.wikidata.org/entity/Q68160;
16527;10102065;Arcangier;;;;;;;;
16528;10102066;Emile Javelle;http://www.wikidata.org/entity/Q78076722;Emile Javelle;masculin;1847-09-06T00:00:00Z;1883-04-24T00:00:00Z;;;
16529;10102067;Palud;;;;;;;;
16530;10102068;Dent Oche;;;;;;;;
16531;10102069;Liserons;;;;;;;;
16532;10102070;Clos;;;;;;;;
16533;10102073;ErneAnsermet;;;;;;;;
16534;10102074;Arabie;;;;;;;;
16535;10102075;Entrepots;;;;;;;;
16536;10102081;Montoz;;;;;;;;
16537;10102083;Eglise;;;;;;;;
16538;10102085;Verney;;;;;;;;
16539;10102090;Vers chez Conne;;;;;;;;
16540;10102091;Daillard;;;;;;;;
16541;10102097;Four;;;;;;;;
16542;10102098;Monteiller;;;;;;;;
16543;10102099;Cantonale;;;;;;;;
16544;10102100;Coumont;;;;;;;;
16545;10102101;Pierres Neyres;;;;;;;;
16546;10102102;Poste;;;;;;;;
16547;10102103;Mont;;;;;;;;
16548;10102104;Vignerons;;;;;;;;
16549;10102105;Aurore;http://www.wikidata.org/entity/Q2871934;Aurore;féminin;1975-05-15T00:00:00Z;;http://www.wikidata.org/entity/Q1476;;
16550;10102106;Cabuse;;;;;;;;
16551;10102107;Fontaine;http://www.wikidata.org/entity/Q5465101;Fontaine;féminin;1979-05-07T00:00:00Z;;;;
16552;10102108;Lionne;;;;;;;;
16553;10102109;Sechaude;;;;;;;;
16554;10102110;Tornire;;;;;;;;
16555;10102111;Girolles;;;;;;;;
16556;10102112;Peupliers;;;;;;;;
16557;10102113;Silenes;;;;;;;;
16558;10102114;Publoz;;;;;;;;
16559;10102115;Ferme Cret Rouge;;;;;;;;
16560;10102116;Oron;;;;;;;;
16561;10102117;Mollie Margot;;;;;;;;
16562;10102118;Giez;;;;;;;;
16563;10102119;Bois Odet;;;;;;;;
16564;10102121;Calamin;;;;;;;;
16565;10102122;Aurore;http://www.wikidata.org/entity/Q2871934;Aurore;féminin;1975-05-15T00:00:00Z;;http://www.wikidata.org/entity/Q1476;;
16566;10102123;Gagine;;;;;;;;
16567;10102124;Champ Pin;;;;;;;;
16568;10102126;Ruelle;http://www.wikidata.org/entity/Q30122205;Ruelle;féminin;1985-11-21T00:00:00Z;;http://www.wikidata.org/entity/Q1494;;
16569;10102127;Cronay;;;;;;;;
16570;10102130;Poyet Devant;;;;;;;;
16571;10102132;Belmont;;;;;;;;
16572;10102133;Grange Decoppet;;;;;;;;
16573;10102134;Muret;;;;;;;;
16574;10102135;Bugnon;;;;;;;;
16575;10102136;Epine;;;;;;;;
16576;10102137;Puits;;;;;;;;
16577;10102138;Cronay;;;;;;;;
16578;10102139;Crusilles;;;;;;;;
16579;10102140;Vignes;;;;;;;;
16580;10102141;Fontaine;http://www.wikidata.org/entity/Q5465101;Fontaine;féminin;1979-05-07T00:00:00Z;;;;
16581;10102142;Jura;;;;;;;;
