;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;sex;birth;death;placebirth;placedeath;image
8923;10054421;Ombanel;;;;;;;;
8924;10054422;Vimoulin;;;;;;;;
8925;10054423;Guercet;;;;;;;;
8926;10054424;Manoir;;;;;;;;
8927;10054425;College;;;;;;;;
8928;10054426;Poste;;;;;;;;
8929;10054427;Toula;;;;;;;;
8930;10054428;College;;;;;;;;
8931;10054429;Droit Mont;;;;;;;;
8932;10054436;Clos es Veaux;;;;;;;;
8933;10054438;Chenale;;;;;;;;
8934;10054439;Montagne;;;;;;;;
8935;10054440;Vie Chars;;;;;;;;
8936;10054441;Ecluse;;;;;;;;
8937;10054442;Cheval Blanc;;;;;;;;
8938;10054443;Pre Maguin;;;;;;;;
8939;10054444;Vies Catherine;;;;;;;;
8940;10054445;Bellerive;;;;;;;;
8941;10054447;Sources;;;;;;;;
8942;10054448;Clos Betteratte;;;;;;;;
8943;10054449;Dos Cre;;;;;;;;
8944;10054450;Charriere;;;;;;;;
8945;10054508;Velle;;;;;;;;
8946;10054512;Fin Velle;;;;;;;;
8947;10054515;Milieu Village;;;;;;;;
8948;10054516;Fin Droit;;;;;;;;
8949;10054517;Franquemont;;;;;;;;
8950;10054518;Nicolas;http://www.wikidata.org/entity/Q2396437;Nicolas;masculin;0050-01-01T00:00:00Z;0100-01-01T00:00:00Z;http://www.wikidata.org/entity/Q200441;;
8951;10054519;Saigne;;;;;;;;
8952;10054520;Tuilerie;;;;;;;;
8953;10054521;Buissons;;;;;;;;
8954;10054522;Royes;;;;;;;;
8955;10054523;Sports;;;;;;;;
8956;10054524;Finage;;;;;;;;
8957;10054525;Murgier;;;;;;;;
8958;10054588;Queue Loup;;;;;;;;
8959;10054589;Jura;;;;;;;;
8960;10054590;Mont;;;;;;;;
8961;10054591;Renaud;http://www.wikidata.org/entity/Q1716;Renaud;masculin;1952-05-11T00:00:00Z;;http://www.wikidata.org/entity/Q191066;;
8962;10054592;Ajoie;;;;;;;;
8963;10054593;Font;;;;;;;;
8964;10054594;Gare;;;;;;;;
8965;10054595;Goulatte;;;;;;;;
8966;10054596;Eglantines;;;;;;;;
8967;10054597;Lignieres;;;;;;;;
8968;10054598;Neu Moulin;;;;;;;;
8969;10054599;Stade;;;;;;;;
8970;10054600;Buis;;;;;;;;
8971;10054601;Canal;;;;;;;;
8972;10054602;Chenes;;;;;;;;
8973;10054685;Blanc;;;;;;;;
8974;10054686;Murettes;;;;;;;;
8975;10054687;Gare;;;;;;;;
8976;10054688;Basse Ruche;;;;;;;;
8977;10054689;Beuriere;;;;;;;;
8978;10054690;Ecureuil;;;;;;;;
8979;10054691;Pralets;;;;;;;;
8980;10054692;Belles Filles;;;;;;;;
8981;10054693;Jura;;;;;;;;
8982;10054694;Perreret;;;;;;;;
8983;10054695;Treizou;;;;;;;;
8984;10054696;Genolier;;;;;;;;
8985;10054697;Forge;;;;;;;;
8986;10054698;Vignes;;;;;;;;
8987;10054699;Granges Germain;;;;;;;;
8988;10054700;Moulinet;;;;;;;;
8989;10054701;Vernex;;;;;;;;
8990;10054702;Moutonnerie;;;;;;;;
8991;10054703;Chaubelon;;;;;;;;
8992;10054704;Hotel Ville;;;;;;;;
8993;10054705;Echelles;;;;;;;;
8994;10054706;Merisiers;;;;;;;;
8995;10054707;Bornalet;;;;;;;;
8996;10054708;Vieille Tuiliere;;;;;;;;
8997;10054709;Jardins;;;;;;;;
8998;10054710;Poudry;;;;;;;;
8999;10054711;Val;http://www.wikidata.org/entity/Q20127315;Val;féminin;1967-05-20T00:00:00Z;2016-10-25T00:00:00Z;http://www.wikidata.org/entity/Q172455;http://www.wikidata.org/entity/Q869;
9000;10054712;Pale;;;;;;;;
9001;10054713;Romains;;;;;;;;
9002;10054714;Bez;http://www.wikidata.org/entity/Q167291;Bez;masculin;1964-04-18T00:00:00Z;;http://www.wikidata.org/entity/Q47952;;
9003;10054994;Liserons;;;;;;;;
9004;10054995;Thuyas;;;;;;;;
9005;10054996;Bas Vuary;;;;;;;;
9006;10054997;Chatelard;;;;;;;;
9007;10054998;Aubert;http://www.wikidata.org/entity/Q2870567;Aubert;masculin;1768-08-02T00:00:00Z;1850-04-07T00:00:00Z;;;
9008;10054999;Pavement;;;;;;;;
9009;10055000;Versoix;;;;;;;;
9010;10055001;Bois;;;;;;;;
9011;10055002;Perrailles;;;;;;;;
9012;10055003;Poste;;;;;;;;
9013;10055004;Chatelain;http://www.wikidata.org/entity/Q6170186;Chatelain;masculin;1710-01-01T00:00:00Z;1758-05-01T00:00:00Z;http://www.wikidata.org/entity/Q90;http://www.wikidata.org/entity/Q84;
9014;10055005;Arthur Vittel;;;;;;;;
9015;10055006;College;;;;;;;;
9016;10055007;Mollendruz;;;;;;;;
9017;10055008;Gare;;;;;;;;
9018;10055009;Ordons;;;;;;;;
9019;10055010;Campe;;;;;;;;
9020;10055011;Guidon;;;;;;;;
9021;10055012;Emptoz;;;;;;;;
9022;10055013;Paix;;;;;;;;
9023;10055014;Popraz;;;;;;;;
9024;10055015;Foret;;;;;;;;
9025;10055016;Barussels;;;;;;;;
9026;10055017;Derochoz;;;;;;;;
9027;10055018;Bolliettaz;;;;;;;;
9028;10055019;Agites;;;;;;;;
9029;10055020;Basset;;;;;;;;
9030;10055021;Centenaire;;;;;;;;
9031;10055022;Cerisiers;;;;;;;;
9032;10055023;Vert;http://www.wikidata.org/entity/Q7922737;Vert;masculin;1972-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q72259;;
9033;10055024;Riant Mont;;;;;;;;
9034;10055025;Fenil;;;;;;;;
9035;10055026;Crosettes;;;;;;;;
9036;10055027;Frane;;;;;;;;
9037;10055028;Levant;;;;;;;;
9038;10055029;Chatel Denis;;;;;;;;
9039;10055030;Eugene Rambert;;;;;;;;
9040;10055031;Grammont;http://www.wikidata.org/entity/Q674895;Grammont;masculin;1750-06-10T00:00:00Z;1794-04-13T00:00:00Z;http://www.wikidata.org/entity/Q82185;http://www.wikidata.org/entity/Q90;
9041;10055226;Rionzi;;;;;;;;
9042;10055227;Bremblens;;;;;;;;
9043;10055228;Croix;;;;;;;;
9044;10055229;Lune;http://www.wikidata.org/entity/Q100699810;Lune;féminin;2002-09-05T00:00:00Z;;;;
9045;10055230;Secheron;;;;;;;;
9046;10055231;Jean;http://www.wikidata.org/entity/Q309847;Jean;masculin;0400-01-01T00:00:00Z;0425-05-01T00:00:00Z;;http://www.wikidata.org/entity/Q53216;
9047;10055232;Delay;;;;;;;;
9048;10055233;F  et J  Sablet;;;;;;;;
9049;10055234;Pre Reymond;;;;;;;;
9050;10055235;Beausobre;;;;;;;;
9051;10055236;Tolochenaz;;;;;;;;
9052;10055237;Charpentiers;;;;;;;;
9053;10055238;Rond Point;;;;;;;;
9054;10055239;Gare;;;;;;;;
9055;10055240;Venoge;;;;;;;;
9056;10055241;Moineaux;;;;;;;;
9057;10055242;Planches;;;;;;;;
9058;10055243;Cygne;;;;;;;;
9059;10055244;Cigognes;;;;;;;;
9060;10055276;Aliziers;;;;;;;;
9061;10055277;Jaman;http://www.wikidata.org/entity/Q15991897;Jaman;masculin;1981-05-05T00:00:00Z;;;;
9062;10055278;Pre Bottonnens;;;;;;;;
9063;10055279;Chiesaz;;;;;;;;
9064;10055280;Duchesne;;;;;;;;
9065;10055281;Cressire;;;;;;;;
9066;10055282;Alpes;;;;;;;;
9067;10055283;Crausaz;;;;;;;;
9068;10055284;Promesse;;;;;;;;
9069;10055285;Cret Richard;;;;;;;;
9070;10055286;Gregnolet;;;;;;;;
9071;10055287;Vallon;;;;;;;;
9072;10055288;Cypres;;;;;;;;
9073;10055289;Pinsons;;;;;;;;
9074;10055290;Levant;;;;;;;;
9075;10055291;Crottaz;;;;;;;;
9076;10055292;Fribourg;;;;;;;;
9077;10055293;Oyonne;;;;;;;;
9078;10055294;Gare;;;;;;;;
9079;10055295;Donneloye;;;;;;;;
9080;10055296;Roseyres;;;;;;;;
9081;10055297;Coteau;;;;;;;;
9082;10055298;Vallon;;;;;;;;
9083;10055299;Paix;;;;;;;;
9084;10055300;Villette;;;;;;;;
9085;10055301;Bouleaux;;;;;;;;
9086;10055302;Lilas;;;;;;;;
9087;10055303;Petites Roches;;;;;;;;
9088;10055304;Pres Lac;;;;;;;;
9089;10055305;Tuileries;;;;;;;;
9090;10055306;Chasseron;;;;;;;;
9091;10055307;Coin Terre;;;;;;;;
9092;10055308;Mauguettaz;;;;;;;;
9093;10055309;Scierie;;;;;;;;
9094;10055310;Paquis;;;;;;;;
9095;10055324;Borion;;;;;;;;
9096;10055360;Chaussia;;;;;;;;
9097;10055361;Mulla;;;;;;;;
9098;10055362;Clos;;;;;;;;
9099;10055363;Mont;;;;;;;;
9100;10055364;Chateau;;;;;;;;
9101;10055365;Vieux Chatel;;;;;;;;
9102;10055366;Montimbert;;;;;;;;
9103;10055661;Noyer;;;;;;;;
9104;10055662;Bussy;;;;;;;;
9105;10055663;Thiolleyres;;;;;;;;
9106;10055664;Arcades;;;;;;;;
9107;10055665;Goulet;;;;;;;;
9108;10055666;Payerne;;;;;;;;
9109;10055667;Union;http://www.wikidata.org/entity/Q53093431;Union;;;;;;
9110;10055668;Casino;;;;;;;;
9111;10055669;Gite;;;;;;;;
9112;10055670;Artisans;;;;;;;;
9113;10055671;Gibloux;;;;;;;;
9114;10055672;Bourgo;;;;;;;;
9115;10055673;Pays Enhaut;;;;;;;;
9116;10055674;Tirage;;;;;;;;
9117;10055675;Foret;;;;;;;;
9118;10055676;Eveques Duding;;;;;;;;
9119;10055677;Bimont;;;;;;;;
9120;10055678;Fribourg;;;;;;;;
9121;10055679;Residence;;;;;;;;
9122;10055680;Castel;http://www.wikidata.org/entity/Q28836356;Castel;http://www.wikidata.org/.well-known/genid/9e2d5bd9271d33b97598126bafc930bf;http://www.wikidata.org/.well-known/genid/2f2518f2d8629ea709f384c99a8d6e87;http://www.wikidata.org/.well-known/genid/19d8e149ba68ba31f5a7ff655c8c839b;http://www.wikidata.org/.well-known/genid/87d0adf6011574bc2ef8b2a52864e596;http://www.wikidata.org/.well-known/genid/1fa384aabef57119b36e04d7bbd0437d;
9123;10055681;Cour Robert;;;;;;;;
9124;10055682;Joseph Chaley;http://www.wikidata.org/entity/Q6282058;Joseph Chaley;masculin;1796-06-10T00:00:00Z;1861-04-15T00:00:00Z;http://www.wikidata.org/entity/Q212615;http://www.wikidata.org/entity/Q3572;
9125;10055683;Wilhelm Kaiser;http://www.wikidata.org/entity/Q2573530;Wilhelm Kaiser;masculin;1877-02-20T00:00:00Z;1961-08-24T00:00:00Z;http://www.wikidata.org/entity/Q10919;http://www.wikidata.org/entity/Q1295;
9126;10055684;Bourguillon;;;;;;;;
9127;10055685;Hans Geiler;http://www.wikidata.org/entity/Q119156;Hans Geiler;masculin;1500-01-01T00:00:00Z;1534-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q36378;
9128;10055686;Marcello;http://www.wikidata.org/entity/Q537102;Marcello;féminin;1836-07-06T00:00:00Z;1879-07-16T00:00:00Z;http://www.wikidata.org/entity/Q36378;http://www.wikidata.org/entity/Q6737;
9129;10055687;Lausanne;;;;;;;;
9130;10055688;Zaehen;;;;;;;;
9131;10055689;Industrie;;;;;;;;
9132;10055690;Samaritaine;;;;;;;;
9133;10055691;Bouchers;;;;;;;;
9134;10055692;Botzet;;;;;;;;
9135;10055693;Jubindus;;;;;;;;
9136;10056120;Pre Santy;;;;;;;;
9137;10056127;Village;;;;;;;;
9138;10056363;Vergers;;;;;;;;
9139;10056364;Pre;;;;;;;;
9140;10056365;Buchillon;;;;;;;;
9141;10056366;Epondaz;;;;;;;;
9142;10056367;Plantees;;;;;;;;
9143;10056368;Tournesol;;;;;;;;
9144;10056369;Centre;;;;;;;;
9145;10056370;Coulaye;;;;;;;;
9146;10056371;Croix Peage;;;;;;;;
9147;10056372;Vigny;;;;;;;;
9148;10056373;Uttins;;;;;;;;
9149;10056374;Champ Regard;;;;;;;;
9150;10056376;Vernay;;;;;;;;
9151;10056377;Outoz;;;;;;;;
9152;10056378;Mieville;;;;;;;;
9153;10056379;Poyet;;;;;;;;
9154;10056380;Colette;http://www.wikidata.org/entity/Q218679;Colette;féminin;1873-01-28T00:00:00Z;1954-08-03T00:00:00Z;http://www.wikidata.org/entity/Q1141101;http://www.wikidata.org/entity/Q90;
9155;10056381;Coursons;;;;;;;;
9156;10056382;Repentance;;;;;;;;
9157;10056383;Bouleau;;;;;;;;
9158;10056384;Divonne;;;;;;;;
9159;10056385;Grenier;;;;;;;;
9160;10056386;Gay;http://www.wikidata.org/entity/Q55589665;Gay;masculin;1898-01-01T00:00:00Z;;;;
9161;10056387;Dauphine;;;;;;;;
9162;10056443;Nayas;;;;;;;;
9163;10056444;Illiarey;;;;;;;;
9164;10056445;Losentze;;;;;;;;
9165;10056446;Feleppe;;;;;;;;
9166;10056447;Poinsieux;;;;;;;;
9167;10056448;Floronde;;;;;;;;
9168;10056449;Gare;;;;;;;;
9169;10056450;Bessoni;;;;;;;;
9170;10056451;Collombey;;;;;;;;
9171;10056452;Pro Chi;;;;;;;;
9172;10056453;Bey;;;;;;;;
9173;10056454;Zaran;;;;;;;;
9174;10056455;Cretalla;;;;;;;;
9175;10056456;Maeraux;;;;;;;;
9176;10056457;Cartes;;;;;;;;
9177;10056458;Zintres;;;;;;;;
9178;10056459;Criblette;;;;;;;;
9179;10056460;Cosson;;;;;;;;
9180;10056461;Cheutez;;;;;;;;
9181;10056462;College;;;;;;;;
9182;10056463;Lageret;;;;;;;;
9183;10056464;Volovron;;;;;;;;
9184;10056469;Clare;;;;;;;;
9185;10056470;Milieu;http://www.wikidata.org/entity/Q21545158;Milieu;masculin;http://www.wikidata.org/.well-known/genid/05fbd2f6dad9ca2e66d3efbf08c2f0b0;1570-01-01T00:00:00Z;;;
9186;10056471;Pre Oncle;;;;;;;;
9187;10056472;Lousse;;;;;;;;
9188;10056473;Chou;;;;;;;;
9189;10056474;Stand;;;;;;;;
9190;10056475;Bellevue;;;;;;;;
9191;10056476;Plaisance;;;;;;;;
9192;10056477;Castel;http://www.wikidata.org/entity/Q28836356;Castel;http://www.wikidata.org/.well-known/genid/9e2d5bd9271d33b97598126bafc930bf;http://www.wikidata.org/.well-known/genid/2f2518f2d8629ea709f384c99a8d6e87;http://www.wikidata.org/.well-known/genid/19d8e149ba68ba31f5a7ff655c8c839b;http://www.wikidata.org/.well-known/genid/87d0adf6011574bc2ef8b2a52864e596;http://www.wikidata.org/.well-known/genid/1fa384aabef57119b36e04d7bbd0437d;
9193;10056478;College;;;;;;;;
9194;10056674;Fontaine;http://www.wikidata.org/entity/Q5465101;Fontaine;féminin;1979-05-07T00:00:00Z;;;;
9195;10056675;Pontets;;;;;;;;
9196;10056676;Bel Air;;;;;;;;
9197;10056677;Prairie;;;;;;;;
9198;10056678;Croisonniers;;;;;;;;
9199;10056679;Marais;;;;;;;;
9200;10056680;Chevrefeuille;;;;;;;;
9201;10056681;Tirage;;;;;;;;
9202;10056682;Celigny;;;;;;;;
9203;10056683;Ecureuils;;;;;;;;
9204;10056684;Blanc;;;;;;;;
9205;10056685;Crans;;;;;;;;
9206;10056686;Dole;;;;;;;;
9207;10056687;Perron;http://www.wikidata.org/entity/Q114955672;Perron;masculin;;;;;
9208;10056688;Leman;;;;;;;;
9209;10056689;Parc;;;;;;;;
9210;10056690;Celigny;;;;;;;;
9211;10056691;Canons;;;;;;;;
9212;10056692;Ville;;;;;;;;
9213;10056693;Derriere Eglise;;;;;;;;
9214;10056694;Tenet;;;;;;;;
9215;10056695;Chaux;;;;;;;;
9216;10056696;Fruitieres;;;;;;;;
9217;10056697;Givrins;;;;;;;;
9218;10056698;Dole;;;;;;;;
9219;10056699;Savy;;;;;;;;
9220;10056700;Foret;;;;;;;;
9221;10056701;Noisetiers;;;;;;;;
9222;10056702;Duillier;;;;;;;;
9223;10056703;Paix;;;;;;;;
9224;10056704;Borgeaud;;;;;;;;
9225;10056706;Vuarpilliere;;;;;;;;
9226;10056707;Frenes;;;;;;;;
9227;10056708;Rosiers;;;;;;;;
9228;10056709;Couchant;;;;;;;;
9229;10056710;Rayon Soleil;;;;;;;;
9230;10056711;Bruyere;;;;;;;;
9231;10056712;Dole;;;;;;;;
9232;10056713;Chaux;;;;;;;;
9233;10056997;Cry Er;;;;;;;;
9234;10056999;Tsandouboue;;;;;;;;
9235;10057000;Entre Deux Torrents;;;;;;;;
9236;10057001;Venelle Therese;;;;;;;;
9237;10057003;Rampe Georges;;;;;;;;
9238;10057035;Cret;;;;;;;;
9239;10057050;Paquis;;;;;;;;
9240;10057052;Concise;;;;;;;;
9241;10057054;Laiterie;;;;;;;;
9242;10057055;Provence;;;;;;;;
9243;10057056;Querquevi;;;;;;;;
9244;10057058;Lechaire;;;;;;;;
9245;10057060;Allee Pommiers;;;;;;;;
9246;10057061;Chenau;;;;;;;;
9247;10057064;Agreny;;;;;;;;
9248;10057066;Champ Pierre;;;;;;;;
9249;10057068;Condemine;;;;;;;;
9250;10057069;Lausanne;;;;;;;;
9251;10057070;Paquis;;;;;;;;
9252;10057071;Pre Sautier;;;;;;;;
9253;10057410;Ville;;;;;;;;
9254;10057411;Villarey;;;;;;;;
9255;10057414;Moulin;;;;;;;;
9256;10057415;Marinis;;;;;;;;
9257;10057679;Rippes;;;;;;;;
9258;10057690;Cure;;;;;;;;
9259;10057692;Grotte;;;;;;;;
9260;10057693;Rosset;http://www.wikidata.org/entity/Q104052830;Rosset;masculin;;;;;
9261;10057694;Ouches;;;;;;;;
9262;10057697;Ruisseau;;;;;;;;
9263;10057698;Verdet;;;;;;;;
9264;10057705;Four;;;;;;;;
9265;10057706;Nompra;;;;;;;;
9266;10057707;Domdidier;;;;;;;;
9267;10057708;Laiterie;;;;;;;;
9268;10057709;Vergers;;;;;;;;
9269;10057711;Guerite;;;;;;;;
9270;10057712;Beauregard;;;;;;;;
9271;10057714;Vieille Eglise;;;;;;;;
9272;10057721;Crausa;;;;;;;;
9273;10057722;Bains;;;;;;;;
9274;10057725;Hennens;;;;;;;;
9275;10057729;Villarimboud;;;;;;;;
9276;10057847;Ruai;;;;;;;;
9277;10057848;Aurore;http://www.wikidata.org/entity/Q2871934;Aurore;féminin;1975-05-15T00:00:00Z;;http://www.wikidata.org/entity/Q1476;;
9278;10057849;Gare;;;;;;;;
9279;10057850;Temple;;;;;;;;
9280;10057851;Cote;;;;;;;;
9281;10057853;Corcelles;;;;;;;;
9282;10057856;Chaufour;;;;;;;;
9283;10057857;Oeuchattes;;;;;;;;
9284;10057859;Eglise;;;;;;;;
9285;10057860;Praisson;;;;;;;;
9286;10057862;Pinsons;;;;;;;;
9287;10057863;Franay;;;;;;;;
9288;10057864;Seut;;;;;;;;
9289;10057865;Pre Rond;;;;;;;;
9290;10057866;Aubepines;;;;;;;;
9291;10057867;Frete;;;;;;;;
9292;10057870;Creuse;;;;;;;;
9293;10057906;Marnins;;;;;;;;
9294;10057907;Tombain;;;;;;;;
9295;10057908;Recille;;;;;;;;
9296;10057909;Vergers;;;;;;;;
9297;10057910;Stand;;;;;;;;
9298;10057911;Chateau;;;;;;;;
9299;10057912;Cibles;;;;;;;;
9300;10057913;Stand;;;;;;;;
9301;10057914;Nazieux;;;;;;;;
9302;10057916;Malie;;;;;;;;
9303;10057917;Combettes;;;;;;;;
9304;10057918;Neuveville;;;;;;;;
9305;10057992;Dime;;;;;;;;
9306;10058056;Lave;;;;;;;;
9307;10058168;Rocailles;;;;;;;;
9308;10058169;Derriere Crets;;;;;;;;
9309;10058171;Neuste;;;;;;;;
9310;10058172;Germain;http://www.wikidata.org/entity/Q2272032;Germain;masculin;1505-01-01T00:00:00Z;1567-11-16T00:00:00Z;http://www.wikidata.org/entity/Q196481;http://www.wikidata.org/entity/Q649;
9311;10058173;Vigneule;;;;;;;;
9312;10058174;Condemine;;;;;;;;
9313;10058175;Chateau;;;;;;;;
9314;10058176;Stand;;;;;;;;
9315;10058177;Crat;;;;;;;;
9316;10058183;Mesanges;;;;;;;;
9317;10058184;Rue;;;;;;;;
9318;10058185;Rond Champ;;;;;;;;
9319;10058186;Boron;;;;;;;;
9320;10058187;Nouettes;;;;;;;;
9321;10058305;Chemenay;;;;;;;;
9322;10058306;Sautour;;;;;;;;
9323;10058358;Moulins;;;;;;;;
9324;10058359;Centrale;;;;;;;;
9325;10058360;Eglise;;;;;;;;
9326;10058361;Village;;;;;;;;
9327;10058362;Communale;;;;;;;;
9328;10058372;Square PRADIER;;;;;;;;
9329;10058376;Taconnerie;;;;;;;;
9330;10058377;Francois;;;;;;;;
9331;10058382;Foire;;;;;;;;
9332;10058383;Mai;http://www.wikidata.org/entity/Q3025946;Mai;féminin;1984-05-07T00:00:00Z;;http://www.wikidata.org/entity/Q35581;;
9333;10058386;Champs Pelle;;;;;;;;
9334;10058390;Combremont;;;;;;;;
9335;10058391;Champ Magnin;;;;;;;;
9336;10058392;Champ Croix;;;;;;;;
9337;10058402;Champs Golliards;;;;;;;;
9338;10058405;Champs Longs;;;;;;;;
9339;10058406;Parc Chateau Banquet;;;;;;;;
9340;10058407;Champs Oies;;;;;;;;
9341;10058454;Abbe Monnin;;;;;;;;
9342;10058455;Combe;;;;;;;;
9343;10058456;Fenatte;;;;;;;;
9344;10058457;Papeterie;;;;;;;;
9345;10058459;Frenes;;;;;;;;
9346;10058460;Bambois;;;;;;;;
9347;10058461;Stand;;;;;;;;
9348;10058462;Maichieres;;;;;;;;
9349;10058463;Paquerettes;;;;;;;;
9350;10058464;23 Juin;;;;;;;;
9351;10058465;Guiguerez;;;;;;;;
9352;10058466;Tuere;;;;;;;;
9353;10058477;Verrerie;;;;;;;;
9354;10058616;Square Places;;;;;;;;
9355;10058617;Eglise;;;;;;;;
9356;10058707;Bry;;;;;;;;
9357;10058708;Praratoud;;;;;;;;
9358;10058710;Planchettes;;;;;;;;
9359;10058826;Combes;;;;;;;;
9360;10058839;Planche;;;;;;;;
9361;10058842;Chalet Enfants;;;;;;;;
9362;10058847;Condemines;;;;;;;;
9363;10058852;Plan;;;;;;;;
9364;10058854;Ferme Bonne Foire;;;;;;;;
9365;10059107;Morettes;;;;;;;;
9366;10059109;Rochettes;;;;;;;;
9367;10059111;Vion;;;;;;;;
9368;10059113;Seppey;;;;;;;;
9369;10059118;Pourriaz;;;;;;;;
9370;10059119;Toutemps;;;;;;;;
9371;10059127;Moulinet;;;;;;;;
9372;10059128;Vy Coudre;;;;;;;;
9373;10059133;Pre Bergerie;;;;;;;;
9374;10059134;Profray;;;;;;;;
9375;10059137;Paradis;;;;;;;;
9376;10059139;Faraz;;;;;;;;
9377;10059149;Bois Batard;;;;;;;;
9378;10059151;Gor;;;;;;;;
9379;10059154;Mon Repos;;;;;;;;
9380;10059160;Coudre;;;;;;;;
9381;10059163;Ruaz Jean;;;;;;;;
9382;10059170;Pres Jaquier;;;;;;;;
9383;10059271;Combattes;;;;;;;;
9384;10059272;Chene;;;;;;;;
9385;10059273;Champ Pont;;;;;;;;
9386;10059274;Jonction;;;;;;;;
9387;10059275;Voirde;;;;;;;;
9388;10059276;Clos;;;;;;;;
9389;10059277;Vele;;;;;;;;
9390;10059278;Cotes;;;;;;;;
9391;10059279;Aime Charpilloz;;;;;;;;
9392;10059322;Feverges;;;;;;;;
9393;10059332;Auvattes;;;;;;;;
9394;10059336;Beausite;;;;;;;;
9395;10059337;Roses;;;;;;;;
9396;10059339;Gare;;;;;;;;
9397;10059340;H  F  Sandoz;;;;;;;;
9398;10059341;Eaux;;;;;;;;
9399;10059342;Parc;;;;;;;;
9400;10059343;Stand;;;;;;;;
9401;10059344;Rouette;;;;;;;;
9402;10059490;Athenaz;;;;;;;;
9403;10059491;Amoz;;;;;;;;
9404;10059492;Pierre Grosse;;;;;;;;
9405;10059493;Epineuses;;;;;;;;
9406;10059494;Champ Fleury;;;;;;;;
9407;10059495;Grouet;;;;;;;;
9408;10059496;Croix;;;;;;;;
9409;10059497;Maisonnette;;;;;;;;
9410;10059498;Pinchat;;;;;;;;
9411;10059499;Orpailleurs;;;;;;;;
9412;10059500;Acacias;;;;;;;;
9413;10059501;BLAVIGNAC;;;;;;;;
9414;10059502;Francois MEUNIER;;;;;;;;
9415;10059503;Pontet;;;;;;;;
9416;10059504;Poissonniere;;;;;;;;
9417;10059505;Port;;;;;;;;
9418;10059506;Crans;;;;;;;;
9419;10059507;Raclerets;;;;;;;;
9420;10059508;Passeiry;;;;;;;;
9421;10059509;Cannelet;;;;;;;;
9422;10059510;Georges WERNER;;;;;;;;
9423;10059511;J  ARTS;;;;;;;;
9424;10059512;Vert Pre;;;;;;;;
9425;10059513;Crettets;;;;;;;;
9426;10059514;Vieux Clos;;;;;;;;
9427;10059516;SENN;;;;;;;;
9428;10059517;Laitefeux;;;;;;;;
9429;10059518;Fourriere;;;;;;;;
9430;10059519;Pre Orme;;;;;;;;
9431;10059520;Collex;;;;;;;;
9432;10059521;Vieille Batie;;;;;;;;
9433;10059522;Pres Courts;;;;;;;;
9434;10059523;Rubiettes;;;;;;;;
9435;10059524;Tournis;;;;;;;;
9436;10059525;Hermance;;;;;;;;
9437;10059526;Armand DUFAUX;;;;;;;;
9438;10059527;Connetable;;;;;;;;
9439;10059528;Parc Montalegre;;;;;;;;
9440;10059529;Vent Blanc;;;;;;;;
9441;10059530;Champ Rond;;;;;;;;
9442;10059531;Chenet;;;;;;;;
9443;10059532;Martin;http://www.wikidata.org/entity/Q3295690;Martin;masculin;http://www.wikidata.org/.well-known/genid/f788a59a0fd7d41c8b761d84fec17c28;0107-01-01T00:00:00Z;http://www.wikidata.org/.well-known/genid/3ebd39ca0c0b73fdb7424bf63f2f24df;;
9444;10059533;Bertholier;;;;;;;;
9445;10059534;Combarat;;;;;;;;
9446;10059535;Crottaz;;;;;;;;
9447;10059536;Forge;;;;;;;;
9448;10059537;Giuseppe MOTTA;;;;;;;;
9449;10059538;SORET;;;;;;;;
9450;10059539;Roseraie;;;;;;;;
9451;10059540;Fleche;;;;;;;;
9452;10059541;Poterie;;;;;;;;
9453;10059542;Moulins Raichlen;;;;;;;;
9454;10059543;Cendrier;;;;;;;;
9455;10059544;Roseraie;;;;;;;;
9456;10059545;Fribourg;;;;;;;;
9457;10059546;Zurich;;;;;;;;
9458;10059547;Industrie;;;;;;;;
9459;10059548;Leman;;;;;;;;
9460;10059549;Mole;;;;;;;;
9461;10059550;Richemont;;;;;;;;
9462;10059551;Canonniere;;;;;;;;
9463;10059552;WARENS;;;;;;;;
9464;10059553;Chatelaine;;;;;;;;
9465;10059554;Michee CHAUDERON;;;;;;;;
9466;10059555;Horace Benedict SAUSSURE;;;;;;;;
9467;10059556;Neuve Molard;;;;;;;;
9468;10059557;Soleil Levant;;;;;;;;
9469;10059558;CINGRIA;;;;;;;;
9470;10059559;CANDOLLE;;;;;;;;
9471;10059560;Pecheries;;;;;;;;
9472;10059561;Sablons;;;;;;;;
9473;10059597;Moulin Choc;;;;;;;;
9474;10059598;Ruelle;http://www.wikidata.org/entity/Q30122205;Ruelle;féminin;1985-11-21T00:00:00Z;;http://www.wikidata.org/entity/Q1494;;
9475;10059602;Saugettes;;;;;;;;
9476;10059604;Sus Lovet;;;;;;;;
9477;10059605;Clos;;;;;;;;
9478;10059613;Perraire;;;;;;;;
9479;10059618;Oches;;;;;;;;
9480;10059619;Planches;;;;;;;;
9481;10059621;Frioud;;;;;;;;
9482;10059631;Maufay;;;;;;;;
9483;10059638;Chaux;;;;;;;;
9484;10059645;Bellossiez;;;;;;;;
9485;10059647;Pomi Verdan;;;;;;;;
9486;10059664;Prelaz;;;;;;;;
9487;10059668;Rapes;;;;;;;;
9488;10059669;Clos Theilaz;;;;;;;;
